PARTICIPANT_A	INTERACTION_TYPE	PARTICIPANT_B	INTERACTION_DATA_SOURCE	INTERACTION_PUBMED_ID	PATHWAY_NAMES	MEDIATOR_IDS
FKBP1A	controls-state-change-of	BMP15	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1A	controls-state-change-of	BMP1	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1A	controls-state-change-of	BMP2	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1A	controls-state-change-of	BMP3	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1A	controls-state-change-of	BMP4	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1A	controls-state-change-of	BMP5	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1A	controls-state-change-of	BMP6	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1A	controls-state-change-of	BMP7	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1A	controls-state-change-of	BMP8A	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1A	controls-state-change-of	BMP8B	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1A	controls-state-change-of	GDF10	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1A	controls-state-change-of	GDF11	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1A	controls-state-change-of	GDF15	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1A	controls-state-change-of	GDF1	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1A	controls-state-change-of	GDF2	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1A	controls-state-change-of	GDF3	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1A	controls-state-change-of	GDF5	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1A	controls-state-change-of	GDF6	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1A	controls-state-change-of	GDF7	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1A	controls-state-change-of	GDF9	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1A	controls-state-change-of	GDNF	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1A	controls-state-change-of	INHBA	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1A	controls-state-change-of	INHBB	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1A	controls-state-change-of	INHBC	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1A	controls-state-change-of	INHBE	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1A	controls-state-change-of	LEFTY1	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1A	controls-state-change-of	LEFTY2	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1A	controls-state-change-of	MSTN	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1A	controls-state-change-of	NODAL	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1A	controls-state-change-of	TGFB2	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1A	controls-state-change-of	TGFB3	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1A	controls-state-change-of	TLL1	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1A	controls-state-change-of	TLL2	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1B	controls-state-change-of	BMP10	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1B	controls-state-change-of	BMP15	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1B	controls-state-change-of	BMP1	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1B	controls-state-change-of	BMP2	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1B	controls-state-change-of	BMP3	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1B	controls-state-change-of	BMP4	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1B	controls-state-change-of	BMP5	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1B	controls-state-change-of	BMP6	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1B	controls-state-change-of	BMP7	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1B	controls-state-change-of	BMP8A	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1B	controls-state-change-of	BMP8B	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1B	controls-state-change-of	GDF10	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1B	controls-state-change-of	GDF11	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1B	controls-state-change-of	GDF15	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1B	controls-state-change-of	GDF1	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1B	controls-state-change-of	GDF2	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1B	controls-state-change-of	GDF3	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1B	controls-state-change-of	GDF5	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1B	controls-state-change-of	GDF6	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1B	controls-state-change-of	GDF7	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1B	controls-state-change-of	GDF9	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1B	controls-state-change-of	GDNF	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1B	controls-state-change-of	INHBA	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1B	controls-state-change-of	INHBB	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1B	controls-state-change-of	INHBC	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1B	controls-state-change-of	INHBE	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1B	controls-state-change-of	LEFTY1	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1B	controls-state-change-of	LEFTY2	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1B	controls-state-change-of	MSTN	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1B	controls-state-change-of	NODAL	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1B	controls-state-change-of	TGFB2	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1B	controls-state-change-of	TGFB3	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1B	controls-state-change-of	TLL1	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1B	controls-state-change-of	TLL2	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1C	controls-state-change-of	BMP10	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1C	controls-state-change-of	BMP15	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1C	controls-state-change-of	BMP1	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1C	controls-state-change-of	BMP2	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1C	controls-state-change-of	BMP3	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1C	controls-state-change-of	BMP4	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1C	controls-state-change-of	BMP5	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1C	controls-state-change-of	BMP6	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1C	controls-state-change-of	BMP7	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1C	controls-state-change-of	BMP8A	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1C	controls-state-change-of	BMP8B	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1C	controls-state-change-of	GDF10	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1C	controls-state-change-of	GDF11	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1C	controls-state-change-of	GDF15	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1C	controls-state-change-of	GDF1	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1C	controls-state-change-of	GDF2	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1C	controls-state-change-of	GDF3	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
FKBP1C	controls-state-change-of	GDF5	PANTHER		TGF-beta signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TGFbeta-_TGFbetareceptors-RIGHT__Complex__TGFbetareceptor_I_TGFbetareceptor_II__TGF_beta_-_r9;panther:_UNKNOWN_INHIBITION___FKBP12_r9m3_r9
