id	uniprot	string	ensembl
ACVRL1	P37023	9606.ENSP00000373574	ENSG00000139567
BMPR2	Q13873	9606.ENSP00000363708	ENSG00000204217
AMHR2	Q16671	9606.ENSP00000257863	ENSG00000135409
ACVR1	Q04771	9606.ENSP00000405004	ENSG00000115170
TGFBR1	P36897	9606.ENSP00000447297	ENSG00000106799
TGFBR2	P37173	9606.ENSP00000351905	ENSG00000163513
ACVR1B	P36896	9606.ENSP00000442656	NA
ACVR1C	Q8NER5	NA	NA
ACVR2B	Q13705	NA	NA
ACVR2A	P27037	NA	NA
BMPR1A	P36894	NA	NA
