string1	string2
9606.ENSP00000355645	9606.ENSP00000264463
9606.ENSP00000355645	9606.ENSP00000268603
9606.ENSP00000355645	9606.ENSP00000371689
9606.ENSP00000355645	9606.ENSP00000268613
9606.ENSP00000355645	9606.ENSP00000289746
9606.ENSP00000355645	9606.ENSP00000299752
9606.ENSP00000355645	9606.ENSP00000027335
9606.ENSP00000355645	9606.ENSP00000371710
9606.ENSP00000355645	9606.ENSP00000262150
9606.ENSP00000355645	9606.ENSP00000261769
9606.ENSP00000355645	9606.ENSP00000262717
9606.ENSP00000355645	9606.ENSP00000437790
9606.ENSP00000355645	9606.ENSP00000224721
9606.ENSP00000355645	9606.ENSP00000380517
9606.ENSP00000355645	9606.ENSP00000269141
9606.ENSP00000355645	9606.ENSP00000264012
9606.ENSP00000355645	9606.ENSP00000484928
9606.ENSP00000355645	9606.ENSP00000497290
9606.ENSP00000355645	9606.ENSP00000265071
9606.ENSP00000355645	9606.ENSP00000381058
9606.ENSP00000355645	9606.ENSP00000462701
9606.ENSP00000355645	9606.ENSP00000231021
9606.ENSP00000355645	9606.ENSP00000485478
9606.ENSP00000355645	9606.ENSP00000424565
9606.ENSP00000355645	9606.ENSP00000262738
9606.ENSP00000355645	9606.ENSP00000271332
9606.ENSP00000355645	9606.ENSP00000164024
9606.ENSP00000355645	9606.ENSP00000495360
9606.ENSP00000355645	9606.ENSP00000299441
9606.ENSP00000355645	9606.ENSP00000406229
9606.ENSP00000355645	9606.ENSP00000261800
9606.ENSP00000355645	9606.ENSP00000432586
9606.ENSP00000355645	9606.ENSP00000264360
9606.ENSP00000355645	9606.ENSP00000362186
9606.ENSP00000355645	NA
9606.ENSP00000355645	9606.ENSP00000231484
9606.ENSP00000355645	9606.ENSP00000363068
9606.ENSP00000355645	9606.ENSP00000355082
9606.ENSP00000355645	9606.ENSP00000362125
9606.ENSP00000355645	9606.ENSP00000287008
9606.ENSP00000355645	9606.ENSP00000386653
9606.ENSP00000355645	9606.ENSP00000441802
9606.ENSP00000355645	9606.ENSP00000367177
9606.ENSP00000355645	9606.ENSP00000367096
9606.ENSP00000355645	9606.ENSP00000304234
9606.ENSP00000355645	9606.ENSP00000381636
9606.ENSP00000355645	9606.ENSP00000381628
9606.ENSP00000355645	9606.ENSP00000289272
9606.ENSP00000355645	9606.ENSP00000420840
9606.ENSP00000355645	9606.ENSP00000431748
9606.ENSP00000355645	9606.ENSP00000429808
9606.ENSP00000355645	9606.ENSP00000435300
9606.ENSP00000355645	9606.ENSP00000436557
9606.ENSP00000355645	9606.ENSP00000433378
9606.ENSP00000355645	9606.ENSP00000436426
9606.ENSP00000355645	9606.ENSP00000434655
9606.ENSP00000355645	9606.ENSP00000436042
9606.ENSP00000355645	9606.ENSP00000253807
9606.ENSP00000355645	9606.ENSP00000289269
9606.ENSP00000355645	9606.ENSP00000239446
9606.ENSP00000355645	9606.ENSP00000346802
9606.ENSP00000355645	9606.ENSP00000239450
9606.ENSP00000355645	9606.ENSP00000345491
9606.ENSP00000355645	9606.ENSP00000239449
9606.ENSP00000355645	9606.ENSP00000231173
9606.ENSP00000355645	9606.ENSP00000477314
9606.ENSP00000355645	9606.ENSP00000307234
9606.ENSP00000355645	9606.ENSP00000194155
9606.ENSP00000355645	9606.ENSP00000231130
9606.ENSP00000355645	9606.ENSP00000194152
9606.ENSP00000355645	9606.ENSP00000231134
9606.ENSP00000355645	9606.ENSP00000231136
9606.ENSP00000355645	9606.ENSP00000231137
9606.ENSP00000355645	9606.ENSP00000239444
9606.ENSP00000355645	9606.ENSP00000381611
9606.ENSP00000355645	9606.ENSP00000381589
9606.ENSP00000355645	9606.ENSP00000252085
9606.ENSP00000355645	9606.ENSP00000431083
9606.ENSP00000355645	9606.ENSP00000378077
9606.ENSP00000355645	9606.ENSP00000253812
9606.ENSP00000355645	9606.ENSP00000429834
9606.ENSP00000355645	9606.ENSP00000429601
9606.ENSP00000355645	9606.ENSP00000430024
9606.ENSP00000355645	9606.ENSP00000381605
9606.ENSP00000355645	9606.ENSP00000429273
9606.ENSP00000355645	9606.ENSP00000429018
9606.ENSP00000355645	9606.ENSP00000428288
9606.ENSP00000355645	9606.ENSP00000428603
9606.ENSP00000355645	9606.ENSP00000381594
9606.ENSP00000355645	9606.ENSP00000312070
9606.ENSP00000355645	9606.ENSP00000306918
9606.ENSP00000355645	9606.ENSP00000252087
9606.ENSP00000224784	9606.ENSP00000264463
9606.ENSP00000224784	9606.ENSP00000268603
9606.ENSP00000224784	9606.ENSP00000371689
9606.ENSP00000224784	9606.ENSP00000268613
9606.ENSP00000224784	9606.ENSP00000289746
9606.ENSP00000224784	9606.ENSP00000299752
9606.ENSP00000224784	9606.ENSP00000027335
9606.ENSP00000224784	9606.ENSP00000371710
9606.ENSP00000224784	9606.ENSP00000262150
9606.ENSP00000224784	9606.ENSP00000261769
9606.ENSP00000224784	9606.ENSP00000262717
9606.ENSP00000224784	9606.ENSP00000437790
9606.ENSP00000224784	9606.ENSP00000224721
9606.ENSP00000224784	9606.ENSP00000380517
9606.ENSP00000224784	9606.ENSP00000269141
9606.ENSP00000224784	9606.ENSP00000264012
9606.ENSP00000224784	9606.ENSP00000484928
9606.ENSP00000224784	9606.ENSP00000497290
9606.ENSP00000224784	9606.ENSP00000265071
9606.ENSP00000224784	9606.ENSP00000381058
9606.ENSP00000224784	9606.ENSP00000462701
9606.ENSP00000224784	9606.ENSP00000231021
9606.ENSP00000224784	9606.ENSP00000485478
9606.ENSP00000224784	9606.ENSP00000424565
9606.ENSP00000224784	9606.ENSP00000262738
9606.ENSP00000224784	9606.ENSP00000271332
