protein1	protein2	score
9606.ENSP00000383949	9606.ENSP00000324122	999
9606.ENSP00000391211	9606.ENSP00000261303	999
9606.ENSP00000350071	9606.ENSP00000358810	999
9606.ENSP00000310572	9606.ENSP00000391211	999
9606.ENSP00000466121	9606.ENSP00000267430	999
9606.ENSP00000498382	9606.ENSP00000232501	999
9606.ENSP00000278671	9606.ENSP00000362092	999
9606.ENSP00000266079	9606.ENSP00000460348	999
9606.ENSP00000423673	9606.ENSP00000362058	999
9606.ENSP00000356972	9606.ENSP00000274137	999
9606.ENSP00000266970	9606.ENSP00000228872	999
9606.ENSP00000331487	9606.ENSP00000263202	999
9606.ENSP00000461879	9606.ENSP00000385725	999
9606.ENSP00000348442	9606.ENSP00000217958	999
9606.ENSP00000261712	9606.ENSP00000348442	999
9606.ENSP00000355747	9606.ENSP00000358105	999
9606.ENSP00000348554	9606.ENSP00000361540	999
9606.ENSP00000157812	9606.ENSP00000310572	999
9606.ENSP00000362068	9606.ENSP00000252996	999
9606.ENSP00000378350	9606.ENSP00000361540	999
9606.ENSP00000315774	9606.ENSP00000330737	999
9606.ENSP00000216274	9606.ENSP00000308351	999
9606.ENSP00000257904	9606.ENSP00000384849	999
9606.ENSP00000297151	9606.ENSP00000460348	999
9606.ENSP00000421380	9606.ENSP00000367299	999
9606.ENSP00000496044	9606.ENSP00000361446	999
9606.ENSP00000496044	9606.ENSP00000299853	999
9606.ENSP00000245544	9606.ENSP00000382779	999
9606.ENSP00000362948	9606.ENSP00000265350	999
9606.ENSP00000278671	9606.ENSP00000369899	999
9606.ENSP00000216252	9606.ENSP00000305790	999
9606.ENSP00000274255	9606.ENSP00000231487	999
9606.ENSP00000359206	9606.ENSP00000231487	999
9606.ENSP00000362068	9606.ENSP00000370193	999
9606.ENSP00000242848	9606.ENSP00000351141	999
9606.ENSP00000285398	9606.ENSP00000274400	999
9606.ENSP00000354633	9606.ENSP00000263974	999
9606.ENSP00000157812	9606.ENSP00000391211	999
9606.ENSP00000261245	9606.ENSP00000285398	999
9606.ENSP00000354633	9606.ENSP00000299424	999
9606.ENSP00000259037	9606.ENSP00000362058	999
9606.ENSP00000363360	9606.ENSP00000318641	999
9606.ENSP00000354633	9606.ENSP00000252996	999
9606.ENSP00000351159	9606.ENSP00000320949	999
9606.ENSP00000334448	9606.ENSP00000367872	999
9606.ENSP00000259457	9606.ENSP00000483688	999
9606.ENSP00000359910	9606.ENSP00000261303	999
9606.ENSP00000310572	9606.ENSP00000261303	999
9606.ENSP00000367939	9606.ENSP00000203407	999
9606.ENSP00000278671	9606.ENSP00000343118	999
9606.ENSP00000346196	9606.ENSP00000327268	999
9606.ENSP00000370625	9606.ENSP00000342889	999
9606.ENSP00000348442	9606.ENSP00000484998	999
9606.ENSP00000296684	9606.ENSP00000327268	999
9606.ENSP00000259008	9606.ENSP00000418960	999
9606.ENSP00000348442	9606.ENSP00000396937	999
9606.ENSP00000497641	9606.ENSP00000387006	999
9606.ENSP00000221452	9606.ENSP00000358983	999
9606.ENSP00000221494	9606.ENSP00000318861	999
9606.ENSP00000317039	9606.ENSP00000310356	999
9606.ENSP00000366997	9606.ENSP00000368984	999
9606.ENSP00000326366	9606.ENSP00000294785	999
9606.ENSP00000302234	9606.ENSP00000441600	999
9606.ENSP00000339109	9606.ENSP00000261819	999
9606.ENSP00000377224	9606.ENSP00000265734	999
9606.ENSP00000285398	9606.ENSP00000375809	999
9606.ENSP00000377536	9606.ENSP00000257934	999
9606.ENSP00000327889	9606.ENSP00000414237	999
9606.ENSP00000260947	9606.ENSP00000418960	999
9606.ENSP00000412324	9606.ENSP00000324804	999
9606.ENSP00000351314	9606.ENSP00000223321	999
9606.ENSP00000264645	9606.ENSP00000497641	999
9606.ENSP00000296684	9606.ENSP00000330737	999
9606.ENSP00000044462	9606.ENSP00000414359	999
9606.ENSP00000263774	9606.ENSP00000482543	999
9606.ENSP00000385722	9606.ENSP00000355961	999
9606.ENSP00000290663	9606.ENSP00000362948	999
9606.ENSP00000468411	9606.ENSP00000326366	999
9606.ENSP00000230354	9606.ENSP00000354633	999
9606.ENSP00000355325	9606.ENSP00000362334	999
9606.ENSP00000366271	9606.ENSP00000231487	999
9606.ENSP00000259895	9606.ENSP00000265963	999
9606.ENSP00000327268	9606.ENSP00000274137	999
9606.ENSP00000360525	9606.ENSP00000276201	999
9606.ENSP00000376506	9606.ENSP00000377867	999
9606.ENSP00000324804	9606.ENSP00000375080	999
9606.ENSP00000263774	9606.ENSP00000296684	999
9606.ENSP00000362334	9606.ENSP00000483688	999
9606.ENSP00000044462	9606.ENSP00000261303	999
9606.ENSP00000306397	9606.ENSP00000203407	999
9606.ENSP00000262144	9606.ENSP00000373312	999
9606.ENSP00000310572	9606.ENSP00000044462	999
9606.ENSP00000483825	9606.ENSP00000430684	999
9606.ENSP00000261712	9606.ENSP00000386541	999
9606.ENSP00000364016	9606.ENSP00000262193	999
9606.ENSP00000274255	9606.ENSP00000326804	999
9606.ENSP00000184266	9606.ENSP00000389160	999
9606.ENSP00000257789	9606.ENSP00000234296	999
9606.ENSP00000240423	9606.ENSP00000251496	999
9606.ENSP00000332591	9606.ENSP00000384364	999
9606.ENSP00000254719	9606.ENSP00000223129	999
9606.ENSP00000297338	9606.ENSP00000218089	999
9606.ENSP00000482543	9606.ENSP00000392709	999
9606.ENSP00000496044	9606.ENSP00000342889	999
9606.ENSP00000219252	9606.ENSP00000342889	999
9606.ENSP00000361540	9606.ENSP00000481380	999
9606.ENSP00000362092	9606.ENSP00000307272	999
9606.ENSP00000326806	9606.ENSP00000364289	999
9606.ENSP00000320147	9606.ENSP00000316578	999
9606.ENSP00000265643	9606.ENSP00000299727	999
9606.ENSP00000466818	9606.ENSP00000354876	999
9606.ENSP00000437955	9606.ENSP00000263253	999
9606.ENSP00000219313	9606.ENSP00000309474	999
9606.ENSP00000310572	9606.ENSP00000223321	999
9606.ENSP00000264639	9606.ENSP00000309474	999
9606.ENSP00000314004	9606.ENSP00000361540	999
9606.ENSP00000256644	9606.ENSP00000278671	999
9606.ENSP00000274255	9606.ENSP00000228872	999
9606.ENSP00000308583	9606.ENSP00000267430	999
9606.ENSP00000362334	9606.ENSP00000359910	999
9606.ENSP00000481029	9606.ENSP00000157812	999
9606.ENSP00000307272	9606.ENSP00000354558	999
9606.ENSP00000359910	9606.ENSP00000044462	999
9606.ENSP00000299424	9606.ENSP00000399982	999
9606.ENSP00000296782	9606.ENSP00000354558	999
9606.ENSP00000369899	9606.ENSP00000307272	999
9606.ENSP00000259457	9606.ENSP00000290541	999
9606.ENSP00000478303	9606.ENSP00000385725	999
9606.ENSP00000310260	9606.ENSP00000324804	999
9606.ENSP00000335321	9606.ENSP00000356541	999
9606.ENSP00000350071	9606.ENSP00000324804	999
9606.ENSP00000296581	9606.ENSP00000410758	999
9606.ENSP00000259400	9606.ENSP00000263864	999
9606.ENSP00000323046	9606.ENSP00000221233	999
9606.ENSP00000424183	9606.ENSP00000278671	999
9606.ENSP00000460348	9606.ENSP00000392094	999
9606.ENSP00000296684	9606.ENSP00000392709	999
9606.ENSP00000461879	9606.ENSP00000478303	999
9606.ENSP00000263774	9606.ENSP00000266544	999
9606.ENSP00000434614	9606.ENSP00000361540	999
9606.ENSP00000315476	9606.ENSP00000366997	999
9606.ENSP00000361540	9606.ENSP00000287598	999
9606.ENSP00000266544	9606.ENSP00000315774	999
9606.ENSP00000261461	9606.ENSP00000324804	999
9606.ENSP00000381717	9606.ENSP00000216225	999
9606.ENSP00000461879	9606.ENSP00000301788	999
9606.ENSP00000481029	9606.ENSP00000357876	999
9606.ENSP00000461879	9606.ENSP00000370625	999
9606.ENSP00000233627	9606.ENSP00000330737	999
9606.ENSP00000497587	9606.ENSP00000346196	999
9606.ENSP00000216455	9606.ENSP00000484998	999
9606.ENSP00000251871	9606.ENSP00000237380	999
9606.ENSP00000380252	9606.ENSP00000377245	999
9606.ENSP00000258648	9606.ENSP00000300651	999
9606.ENSP00000484998	9606.ENSP00000219313	999
9606.ENSP00000258149	9606.ENSP00000356150	999
9606.ENSP00000434614	9606.ENSP00000477760	999
9606.ENSP00000412324	9606.ENSP00000418447	999
9606.ENSP00000362068	9606.ENSP00000399982	999
9606.ENSP00000254719	9606.ENSP00000363017	999
9606.ENSP00000351777	9606.ENSP00000296328	999
9606.ENSP00000261396	9606.ENSP00000229179	999
9606.ENSP00000348442	9606.ENSP00000219313	999
9606.ENSP00000258149	9606.ENSP00000381717	999
9606.ENSP00000270586	9606.ENSP00000261479	999
9606.ENSP00000265963	9606.ENSP00000274400	999
9606.ENSP00000354633	9606.ENSP00000340271	999
9606.ENSP00000271308	9606.ENSP00000223321	999
9606.ENSP00000350071	9606.ENSP00000315702	999
9606.ENSP00000478303	9606.ENSP00000361446	999
9606.ENSP00000463058	9606.ENSP00000276201	999
9606.ENSP00000315702	9606.ENSP00000377867	999
9606.ENSP00000315476	9606.ENSP00000265564	999
9606.ENSP00000343412	9606.ENSP00000352408	999
9606.ENSP00000367872	9606.ENSP00000248572	999
9606.ENSP00000330737	9606.ENSP00000392709	999
9606.ENSP00000365042	9606.ENSP00000217244	999
9606.ENSP00000259808	9606.ENSP00000216274	999
9606.ENSP00000264639	9606.ENSP00000418695	999
