string1	string2
9606.ENSP00000451828	9606.ENSP00000382423
9606.ENSP00000375892	9606.ENSP00000382423
9606.ENSP00000500582	9606.ENSP00000382423
9606.ENSP00000290277	9606.ENSP00000407586
9606.ENSP00000290277	9606.ENSP00000302486
9606.ENSP00000290277	9606.ENSP00000262948
9606.ENSP00000290277	9606.ENSP00000358548
9606.ENSP00000419060	9606.ENSP00000407586
9606.ENSP00000419060	9606.ENSP00000302486
9606.ENSP00000419060	9606.ENSP00000262948
9606.ENSP00000419060	9606.ENSP00000358548
9606.ENSP00000291295	9606.ENSP00000378323
9606.ENSP00000291295	9606.ENSP00000378306
9606.ENSP00000291295	9606.ENSP00000380878
9606.ENSP00000354782	9606.ENSP00000300692
9606.ENSP00000354782	9606.ENSP00000354566
9606.ENSP00000354782	9606.ENSP00000431445
9606.ENSP00000354782	9606.ENSP00000378845
9606.ENSP00000354782	9606.ENSP00000378845
9606.ENSP00000354782	9606.ENSP00000264972
9606.ENSP00000324890	9606.ENSP00000264246
9606.ENSP00000324890	9606.ENSP00000332049
9606.ENSP00000324890	9606.ENSP00000262039
9606.ENSP00000324890	9606.ENSP00000263967
9606.ENSP00000324890	9606.ENSP00000501150
9606.ENSP00000324890	9606.ENSP00000366563
9606.ENSP00000324890	9606.ENSP00000419260
9606.ENSP00000324890	9606.ENSP00000428056
9606.ENSP00000324890	9606.ENSP00000222254
9606.ENSP00000324890	9606.ENSP00000262741
9606.ENSP00000300692	9606.ENSP00000354566
9606.ENSP00000300692	9606.ENSP00000431445
9606.ENSP00000300692	9606.ENSP00000378845
9606.ENSP00000300692	9606.ENSP00000378845
9606.ENSP00000300692	9606.ENSP00000264972
9606.ENSP00000354566	9606.ENSP00000431445
9606.ENSP00000354566	9606.ENSP00000378845
9606.ENSP00000354566	9606.ENSP00000378845
9606.ENSP00000354566	9606.ENSP00000264972
9606.ENSP00000431445	9606.ENSP00000378845
9606.ENSP00000431445	9606.ENSP00000378845
9606.ENSP00000431445	9606.ENSP00000264972
9606.ENSP00000264246	9606.ENSP00000262039
9606.ENSP00000264246	9606.ENSP00000263967
9606.ENSP00000264246	9606.ENSP00000501150
9606.ENSP00000264246	9606.ENSP00000366563
9606.ENSP00000264246	9606.ENSP00000419260
9606.ENSP00000264246	9606.ENSP00000428056
9606.ENSP00000264246	9606.ENSP00000222254
9606.ENSP00000264246	9606.ENSP00000262741
9606.ENSP00000332049	9606.ENSP00000262039
9606.ENSP00000332049	9606.ENSP00000263967
9606.ENSP00000332049	9606.ENSP00000501150
9606.ENSP00000332049	9606.ENSP00000366563
9606.ENSP00000332049	9606.ENSP00000419260
