string1	string2
9606.ENSP00000359206	9606.ENSP00000228682
9606.ENSP00000359206	9606.ENSP00000379258
9606.ENSP00000359206	9606.ENSP00000358918
9606.ENSP00000262367	9606.ENSP00000228682
9606.ENSP00000262367	9606.ENSP00000379258
9606.ENSP00000261798	9606.ENSP00000228682
9606.ENSP00000261798	9606.ENSP00000379258
9606.ENSP00000369126	9606.ENSP00000228682
9606.ENSP00000369126	9606.ENSP00000379258
9606.ENSP00000369126	9606.ENSP00000358918
9606.ENSP00000261798	9606.ENSP00000358918
9606.ENSP00000380044	9606.ENSP00000228682
9606.ENSP00000380044	9606.ENSP00000379258
9606.ENSP00000380044	9606.ENSP00000358918
9606.ENSP00000265094	9606.ENSP00000228682
9606.ENSP00000265094	9606.ENSP00000379258
9606.ENSP00000265094	9606.ENSP00000358918
9606.ENSP00000228682	9606.ENSP00000249373
9606.ENSP00000228682	9606.ENSP00000295709
9606.ENSP00000228682	9606.ENSP00000358918
9606.ENSP00000379258	9606.ENSP00000249373
9606.ENSP00000379258	9606.ENSP00000295709
9606.ENSP00000379258	9606.ENSP00000358918
9606.ENSP00000324806	9606.ENSP00000228682
9606.ENSP00000324806	9606.ENSP00000379258
9606.ENSP00000324806	9606.ENSP00000358918
9606.ENSP00000376475	9606.ENSP00000228682
9606.ENSP00000376475	9606.ENSP00000228682
9606.ENSP00000376475	9606.ENSP00000379258
9606.ENSP00000376475	9606.ENSP00000379258
9606.ENSP00000376475	9606.ENSP00000358918
9606.ENSP00000385749	9606.ENSP00000228682
9606.ENSP00000385749	9606.ENSP00000228682
9606.ENSP00000385749	9606.ENSP00000379258
9606.ENSP00000385749	9606.ENSP00000379258
9606.ENSP00000385749	9606.ENSP00000358918
9606.ENSP00000265563	9606.ENSP00000228682
9606.ENSP00000265563	9606.ENSP00000228682
9606.ENSP00000265563	9606.ENSP00000379258
9606.ENSP00000265563	9606.ENSP00000379258
9606.ENSP00000265563	9606.ENSP00000358918
9606.ENSP00000265717	9606.ENSP00000228682
9606.ENSP00000265717	9606.ENSP00000228682
9606.ENSP00000265717	9606.ENSP00000379258
9606.ENSP00000265717	9606.ENSP00000379258
9606.ENSP00000265717	9606.ENSP00000358918
9606.ENSP00000332353	9606.ENSP00000228682
9606.ENSP00000332353	9606.ENSP00000379258
9606.ENSP00000332353	9606.ENSP00000297261
9606.ENSP00000332353	9606.ENSP00000249373
9606.ENSP00000332353	9606.ENSP00000249373
9606.ENSP00000332353	9606.ENSP00000295709
9606.ENSP00000332353	9606.ENSP00000295709
9606.ENSP00000332353	9606.ENSP00000358918
9606.ENSP00000297261	9606.ENSP00000228682
9606.ENSP00000297261	9606.ENSP00000379258
9606.ENSP00000297261	9606.ENSP00000249373
9606.ENSP00000297261	9606.ENSP00000249373
9606.ENSP00000297261	9606.ENSP00000295709
9606.ENSP00000297261	9606.ENSP00000295709
9606.ENSP00000297261	9606.ENSP00000358918
9606.ENSP00000249373	9606.ENSP00000228682
9606.ENSP00000249373	9606.ENSP00000379258
9606.ENSP00000249373	9606.ENSP00000295709
9606.ENSP00000249373	9606.ENSP00000358918
9606.ENSP00000295709	9606.ENSP00000228682
9606.ENSP00000295709	9606.ENSP00000379258
9606.ENSP00000295709	9606.ENSP00000358918
9606.ENSP00000429084	9606.ENSP00000359206
9606.ENSP00000429084	9606.ENSP00000265094
9606.ENSP00000429084	9606.ENSP00000228682
9606.ENSP00000429084	9606.ENSP00000379258
9606.ENSP00000429084	9606.ENSP00000358918
