string1	string2
9606.ENSP00000260408	9606.ENSP00000340292
9606.ENSP00000260408	9606.ENSP00000205143
9606.ENSP00000260408	9606.ENSP00000249749
9606.ENSP00000260408	9606.ENSP00000254958
9606.ENSP00000260408	9606.ENSP00000328169
9606.ENSP00000309968	9606.ENSP00000340292
9606.ENSP00000309968	9606.ENSP00000205143
9606.ENSP00000309968	9606.ENSP00000249749
9606.ENSP00000309968	9606.ENSP00000254958
9606.ENSP00000309968	9606.ENSP00000328169
9606.ENSP00000339723	9606.ENSP00000341243
9606.ENSP00000339723	9606.ENSP00000345206
9606.ENSP00000340292	9606.ENSP00000254958
9606.ENSP00000340292	9606.ENSP00000328169
9606.ENSP00000340292	9606.ENSP00000498587
9606.ENSP00000340292	9606.ENSP00000256646
9606.ENSP00000340292	9606.ENSP00000263388
9606.ENSP00000340292	9606.ENSP00000364163
9606.ENSP00000205143	9606.ENSP00000254958
9606.ENSP00000205143	9606.ENSP00000328169
9606.ENSP00000205143	9606.ENSP00000498587
9606.ENSP00000205143	9606.ENSP00000256646
9606.ENSP00000205143	9606.ENSP00000263388
9606.ENSP00000205143	9606.ENSP00000364163
9606.ENSP00000249749	9606.ENSP00000254958
9606.ENSP00000249749	9606.ENSP00000328169
9606.ENSP00000249749	9606.ENSP00000498587
9606.ENSP00000249749	9606.ENSP00000256646
9606.ENSP00000249749	9606.ENSP00000263388
9606.ENSP00000249749	9606.ENSP00000364163
9606.ENSP00000474725	9606.ENSP00000498587
9606.ENSP00000474725	9606.ENSP00000256646
9606.ENSP00000474725	9606.ENSP00000263388
9606.ENSP00000474725	9606.ENSP00000364163
9606.ENSP00000353910	9606.ENSP00000498587
9606.ENSP00000353910	9606.ENSP00000256646
9606.ENSP00000353910	9606.ENSP00000263388
9606.ENSP00000353910	9606.ENSP00000364163
9606.ENSP00000254958	9606.ENSP00000328169
9606.ENSP00000254958	9606.ENSP00000498587
9606.ENSP00000254958	9606.ENSP00000256646
9606.ENSP00000254958	9606.ENSP00000263388
9606.ENSP00000254958	9606.ENSP00000364163
9606.ENSP00000328169	9606.ENSP00000498587
9606.ENSP00000328169	9606.ENSP00000256646
9606.ENSP00000328169	9606.ENSP00000263388
9606.ENSP00000328169	9606.ENSP00000364163
9606.ENSP00000222725	9606.ENSP00000340292
9606.ENSP00000222725	9606.ENSP00000205143
9606.ENSP00000222725	9606.ENSP00000249749
9606.ENSP00000222725	9606.ENSP00000254958
9606.ENSP00000222725	9606.ENSP00000328169
9606.ENSP00000222725	9606.ENSP00000498587
9606.ENSP00000222725	9606.ENSP00000256646
9606.ENSP00000222725	9606.ENSP00000263388
9606.ENSP00000222725	9606.ENSP00000364163
9606.ENSP00000292599	9606.ENSP00000498587
9606.ENSP00000292599	9606.ENSP00000256646
9606.ENSP00000292599	9606.ENSP00000263388
9606.ENSP00000292599	9606.ENSP00000364163
9606.ENSP00000292599	9606.ENSP00000341243
9606.ENSP00000292599	9606.ENSP00000345206
9606.ENSP00000349490	9606.ENSP00000340292
9606.ENSP00000349490	9606.ENSP00000205143
9606.ENSP00000349490	9606.ENSP00000249749
9606.ENSP00000349490	9606.ENSP00000254958
9606.ENSP00000349490	9606.ENSP00000328169
9606.ENSP00000349490	9606.ENSP00000498587
9606.ENSP00000349490	9606.ENSP00000256646
9606.ENSP00000349490	9606.ENSP00000263388
9606.ENSP00000349490	9606.ENSP00000364163
9606.ENSP00000384018	9606.ENSP00000341243
9606.ENSP00000384018	9606.ENSP00000345206
9606.ENSP00000294785	9606.ENSP00000326366
9606.ENSP00000498587	9606.ENSP00000339723
9606.ENSP00000498587	9606.ENSP00000384018
9606.ENSP00000498587	9606.ENSP00000341243
9606.ENSP00000498587	9606.ENSP00000341243
9606.ENSP00000498587	9606.ENSP00000345206
9606.ENSP00000498587	9606.ENSP00000345206
9606.ENSP00000256646	9606.ENSP00000339723
9606.ENSP00000256646	9606.ENSP00000384018
9606.ENSP00000256646	9606.ENSP00000341243
9606.ENSP00000256646	9606.ENSP00000341243
9606.ENSP00000256646	9606.ENSP00000345206
9606.ENSP00000256646	9606.ENSP00000345206
9606.ENSP00000263388	9606.ENSP00000339723
9606.ENSP00000263388	9606.ENSP00000384018
9606.ENSP00000263388	9606.ENSP00000341243
9606.ENSP00000263388	9606.ENSP00000341243
9606.ENSP00000263388	9606.ENSP00000345206
9606.ENSP00000263388	9606.ENSP00000345206
9606.ENSP00000364163	9606.ENSP00000339723
9606.ENSP00000364163	9606.ENSP00000384018
9606.ENSP00000364163	9606.ENSP00000341243
9606.ENSP00000364163	9606.ENSP00000341243
9606.ENSP00000364163	9606.ENSP00000345206
9606.ENSP00000364163	9606.ENSP00000345206
9606.ENSP00000451300	9606.ENSP00000498587
9606.ENSP00000451300	9606.ENSP00000498587
9606.ENSP00000451300	9606.ENSP00000256646
9606.ENSP00000451300	9606.ENSP00000256646
9606.ENSP00000451300	9606.ENSP00000263388
9606.ENSP00000451300	9606.ENSP00000263388
9606.ENSP00000451300	9606.ENSP00000364163
9606.ENSP00000451300	9606.ENSP00000364163
9606.ENSP00000364902	9606.ENSP00000498587
9606.ENSP00000364902	9606.ENSP00000256646
9606.ENSP00000364902	9606.ENSP00000263388
9606.ENSP00000364902	9606.ENSP00000364163
