string1	string2
9606.ENSP00000290277	9606.ENSP00000407586
9606.ENSP00000290277	9606.ENSP00000302486
9606.ENSP00000290277	9606.ENSP00000262948
9606.ENSP00000290277	9606.ENSP00000358548
9606.ENSP00000224337	9606.ENSP00000483570
9606.ENSP00000224337	9606.ENSP00000376345
9606.ENSP00000224337	9606.ENSP00000407586
9606.ENSP00000224337	9606.ENSP00000306253
9606.ENSP00000224337	9606.ENSP00000370744
9606.ENSP00000224337	9606.ENSP00000363435
9606.ENSP00000224337	9606.ENSP00000358548
9606.ENSP00000224337	9606.ENSP00000482457
9606.ENSP00000224337	9606.ENSP00000496129
9606.ENSP00000224337	9606.ENSP00000331602
9606.ENSP00000224337	9606.ENSP00000348461
9606.ENSP00000224337	9606.ENSP00000249071
9606.ENSP00000224337	9606.ENSP00000384675
9606.ENSP00000224337	9606.ENSP00000216373
9606.ENSP00000224337	9606.ENSP00000472929
9606.ENSP00000224337	9606.ENSP00000360916
9606.ENSP00000224337	9606.ENSP00000359073
9606.ENSP00000483570	9606.ENSP00000224337
9606.ENSP00000483570	9606.ENSP00000224337
9606.ENSP00000483570	9606.ENSP00000221972
9606.ENSP00000483570	9606.ENSP00000376544
9606.ENSP00000483570	9606.ENSP00000376345
9606.ENSP00000483570	9606.ENSP00000407586
9606.ENSP00000483570	9606.ENSP00000306253
9606.ENSP00000483570	9606.ENSP00000370744
9606.ENSP00000483570	9606.ENSP00000363435
9606.ENSP00000483570	9606.ENSP00000428924
9606.ENSP00000483570	9606.ENSP00000358548
9606.ENSP00000483570	9606.ENSP00000482457
9606.ENSP00000483570	9606.ENSP00000496129
9606.ENSP00000483570	9606.ENSP00000331602
9606.ENSP00000483570	9606.ENSP00000384675
9606.ENSP00000483570	9606.ENSP00000216373
9606.ENSP00000483570	9606.ENSP00000364898
9606.ENSP00000291295	9606.ENSP00000378323
9606.ENSP00000291295	9606.ENSP00000378306
9606.ENSP00000313419	9606.ENSP00000428924
9606.ENSP00000313419	9606.ENSP00000263967
9606.ENSP00000313419	9606.ENSP00000501150
9606.ENSP00000313419	9606.ENSP00000366563
9606.ENSP00000313419	9606.ENSP00000419260
9606.ENSP00000085219	9606.ENSP00000391592
9606.ENSP00000221972	9606.ENSP00000224337
9606.ENSP00000221972	9606.ENSP00000224337
9606.ENSP00000221972	9606.ENSP00000376544
9606.ENSP00000221972	9606.ENSP00000428924
9606.ENSP00000221972	9606.ENSP00000364898
9606.ENSP00000376544	9606.ENSP00000224337
9606.ENSP00000376544	9606.ENSP00000224337
9606.ENSP00000376544	9606.ENSP00000428924
9606.ENSP00000376544	9606.ENSP00000364898
9606.ENSP00000359424	9606.ENSP00000216797
9606.ENSP00000359424	9606.ENSP00000216797
9606.ENSP00000359424	9606.ENSP00000365318
9606.ENSP00000359424	9606.ENSP00000365318
9606.ENSP00000306245	9606.ENSP00000360266
9606.ENSP00000376345	9606.ENSP00000407586
9606.ENSP00000376345	9606.ENSP00000306253
9606.ENSP00000376345	9606.ENSP00000370744
9606.ENSP00000376345	9606.ENSP00000363435
9606.ENSP00000376345	9606.ENSP00000358548
9606.ENSP00000376345	9606.ENSP00000482457
9606.ENSP00000376345	9606.ENSP00000496129
9606.ENSP00000376345	9606.ENSP00000331602
9606.ENSP00000376345	9606.ENSP00000384675
9606.ENSP00000376345	9606.ENSP00000216373
9606.ENSP00000407586	9606.ENSP00000302486
9606.ENSP00000407586	9606.ENSP00000262948
9606.ENSP00000407586	9606.ENSP00000401888
9606.ENSP00000430684	9606.ENSP00000216797
9606.ENSP00000430684	9606.ENSP00000216797
9606.ENSP00000430684	9606.ENSP00000365318
9606.ENSP00000430684	9606.ENSP00000365318
9606.ENSP00000428924	9606.ENSP00000224337
9606.ENSP00000428924	9606.ENSP00000224337
9606.ENSP00000428924	9606.ENSP00000483570
9606.ENSP00000428924	9606.ENSP00000483570
9606.ENSP00000428924	9606.ENSP00000085219
9606.ENSP00000428924	9606.ENSP00000085219
9606.ENSP00000428924	9606.ENSP00000221972
9606.ENSP00000428924	9606.ENSP00000221972
9606.ENSP00000428924	9606.ENSP00000376544
9606.ENSP00000428924	9606.ENSP00000376544
9606.ENSP00000428924	9606.ENSP00000263967
9606.ENSP00000428924	9606.ENSP00000501150
9606.ENSP00000428924	9606.ENSP00000366563
9606.ENSP00000428924	9606.ENSP00000419260
9606.ENSP00000428924	9606.ENSP00000364898
9606.ENSP00000302486	9606.ENSP00000215832
9606.ENSP00000302486	9606.ENSP00000215832
9606.ENSP00000302486	9606.ENSP00000263025
9606.ENSP00000302486	9606.ENSP00000263025
9606.ENSP00000302486	9606.ENSP00000358548
9606.ENSP00000302486	9606.ENSP00000401888
9606.ENSP00000262948	9606.ENSP00000215832
9606.ENSP00000262948	9606.ENSP00000215832
9606.ENSP00000262948	9606.ENSP00000263025
9606.ENSP00000262948	9606.ENSP00000263025
9606.ENSP00000262948	9606.ENSP00000358548
9606.ENSP00000262948	9606.ENSP00000401888
