protein1	protein2	score
Q9Y5H4	Q9UQB3	846
P42685	Q9UJ99	846
O60716	O60330	846
P55286	P60709	846
Q9NPG4	P61160	846
Q9NYQ7	P60709	846
Q8NEV1	P22223	846
P35222	Q14332	846
P05231	P78552	846
Q9Y5F9	P00533	846
Q16611	O95831	846
Q9Y5G7	P16591	846
Q14627	P52333	846
O14654	P05019	846
P40189	P10145	846
P68133	Q9UN66	846
P12931	Q8N6Y1	846
Q9Y5H0	Q562R1	846
P68032	Q9Y5G2	846
P12931	Q9Y5F9	846
Q01344	P05113	846
P12931	P62736	846
P67870	Q9ULB4	846
Q9Y4H2	P20809	846
P62736	Q9P2E7	846
Q562R1	Q9Y5H2	846
O14904	Q13467	846
P63261	Q8NEV1	846
P62736	Q9Y5E9	846
P67870	Q14517	846
Q969H0	Q9UM47	846
P25025	Q9NPF7	846
Q9Y5F1	Q9UQB3	846
P31323	P08151	846
Q14643	Q07889	846
P35222	Q9Y5G7	846
Q8IVH8	Q15628	846
Q9Y5H1	P60709	846
P40189	P05113	846
P18031	P19022	846
Q9Y5F6	P19784	846
P68133	Q8NEV1	846
P29353	Q08334	846
P05112	P52333	846
Q9Y4H2	P06213	846
Q9UN75	P06241	846
Q9Y5H8	Q8NEV1	846
P10145	P42336	846
Q9UM47	P49757	846
P67870	Q9Y5G6	846
P27361	P51812	846
P04626	Q9Y5F3	846
P63267	Q9Y6N8	846
P42701	Q9HBE4	846
P06241	Q9P2E7	846
P01589	P40933	846
Q14626	P40933	846
P10415	Q16611	846
P62879	Q08462	846
P48736	P15391	846
Q562R1	Q9Y5F3	846
Q9UJ99	P61160	846
Q15303	P22223	846
O96014	Q9ULW2	846
P28482	P17947	846
P26951	P05112	846
Q8TDW7	Q562R1	846
Q9NYQ7	P04626	846
P67870	P61160	846
P35222	Q9HCL0	846
P35222	Q9Y5E5	846
P35568	P05112	846
P04626	Q9UN72	846
Q9H251	P63267	846
P35222	Q9Y5E9	846
Q9Y5E6	P35222	846
P04626	O60330	846
P25024	P10145	846
P19022	Q15303	846
P13232	P08887	846
Q562R1	Q9UN72	846
P78504	P80370	846
P18031	Q9P2E7	846
Q9Y5E6	P62736	846
P63267	P19784	846
Q14626	P42701	846
P42338	Q13261	846
Q9UKB1	P10071	846
O60716	Q9Y5F1	846
P68032	Q9Y5H1	846
P63261	Q9UJ99	846
P35222	Q9UBV4	846
Q9Y5E5	P16591	846
P40189	P25025	846
P35222	Q9Y5H3	846
Q14626	P52333	846
P42701	P15248	846
Q04721	Q9H488	846
Q9Y5G7	Q9UQB3	846
P62993	Q07890	846
P25963	O14920	846
P36507	P04049	846
P55291	Q15303	846
P55291	Q8NEV1	846
O75084	Q9UBV4	846
P42685	Q9ULB4	846
P67870	Q8TAB3	846
P20809	Q13261	846
Q07890	Q14643	846
Q99558	P20333	846
Q9NYQ7	Q8NEV1	846
Q9Y5H6	P16591	846
P49674	P10071	846
P21860	Q9Y5E9	846
P67870	Q96QU1	846
P29353	P10145	846
P68032	P55287	846
P17252	Q15628	846
Q9Y618	Q99466	846
P48729	Q9UMX1	846
P62736	Q9Y5I2	846
Q9Y5I4	P60709	846
P13945	P50150	846
Q9NYQ6	P68133	846
P31323	P10071	846
O95206	P61160	846
P68032	Q9NYQ8	846
P42685	Q9NYQ8	846
Q04721	P49757	846
Q14627	P40189	846
Q9Y5G5	Q8NEV1	846
P19022	O60716	846
Q9Y5E7	P21860	846
Q9H6Q3	P42701	846
Q9Y5E7	P42685	846
Q16659	P01106	846
Q9UN74	P63267	846
P67870	Q9Y5H8	846
Q07890	Q13261	846
Q9Y5F1	P21860	846
P55290	P61160	846
Q08462	P50150	846
Q13261	P52333	846
P60709	Q9UN66	846
P12830	P19784	846
P62736	Q9UQB3	846
Q9UM47	Q9UBG7	846
Q9HC56	P16591	846
Q9ULB4	Q9UQB3	846
P67870	P63261	846
P04626	Q9Y5H3	846
P40189	P05112	846
P29353	P15248	846
Q8NEV1	Q9ULB4	846
P18031	Q96JP9	846
Q99665	Q13261	846
Q13546	Q14790	846
Q9Y4H2	Q9NPF7	846
Q562R1	Q9NYQ8	846
P35222	Q9Y5G5	846
P42338	Q9NPF7	846
P68133	Q9UN71	846
P63267	P22223	846
P35222	P55285	846
O60353	O00755	846
Q07889	P16885	846
P12931	Q9Y5H0	846
Q9Y4H2	Q01344	846
Q9Y5H5	P21860	846
Q9Y5F2	P21860	846
Q9UHF4	Q9H6Q3	846
Q9Y618	P46531	846
P11912	Q8WV28	846
Q9Y5F6	P60709	846
Q9NYQ7	P35222	846
P35222	Q96JQ0	846
Q9Y5G2	Q9UQB3	846
Q15303	P55285	846
P63261	Q9UN73	846
Q9H251	Q9UQB3	846
P35222	P22223	846
P67870	P55283	846
Q13261	P40933	846
Q9Y5E6	P04626	846
Q562R1	Q9HBT6	846
P63000	Q9Y2U5	846
Q9Y5F0	Q9UQB3	846
Q9UHF4	P60568	846
P19784	Q9Y5H2	846
Q9Y5H6	Q9UQB3	846
P67870	Q9UN73	846
P62993	Q14573	846
Q9ULV1	P56705	846
P42229	Q8TD08	846
P04626	Q9Y5H0	846
Q16659	Q15418	846
P19784	Q9HC56	846
Q9Y5F0	P04626	846
P68133	Q96JQ0	846
Q9UP38	Q9H1J7	846
Q14627	P05113	846
Q9UN73	P61160	846
P35222	Q9Y5F3	846
P12931	Q9UN70	846
P68133	Q9UJ99	846
Q07890	Q9Y4H2	846
P60709	P55287	846
Q9NPF7	P52333	846
P51828	P59768	846
Q9UN74	P16591	846
Q07890	P40189	846
P55283	Q15303	846
Q9NRJ7	P42685	846
P68133	Q9H158	846
O60716	Q12864	846
P68133	P00533	846
P55286	P21860	846
P60568	Q01344	846
P01589	P20809	846
Q02156	P78560	846
O14905	Q9ULW2	846
Q8TAB3	P00533	846
P04626	Q9HBT6	846
P29353	Q9NPF7	846
O14733	Q99683	846
P55285	P21860	846
O60353	Q9H1J7	846
Q9Y5G2	P42685	846
P41970	Q13164	846
P12931	Q8TAB3	846
Q86UP0	P16591	846
Q13634	P21860	846
Q13634	P63267	846
Q9UN70	P19784	846
Q9Y5H3	Q9UQB3	846
P99999	O14727	846
P04626	Q9ULB4	846
Q9Y5F9	O60716	846
P08887	Q07889	846
P08151	O95071	846
Q93097	O00144	846
Q9UN74	Q15303	846
P40933	Q9NPF7	846
P68032	P00533	846
P42701	P78552	846
Q05655	O15111	846
Q9Y5E7	P16591	846
Q9Y5E4	P16591	846
O60716	Q9HBT6	846
P12931	Q9ULB4	846
P16591	Q9Y5F1	846
P63261	Q9Y5I2	846
P18031	Q9H159	846
P20809	P42701	846
Q9NRJ7	P63267	846
P55287	Q9UQB3	846
Q9Y4H2	P05231	846
P06241	Q96JQ0	846
Q99665	Q07889	846
P55283	Q8NEV1	846
Q9H251	P04626	846
P60709	Q9Y5I0	846
P18031	Q9Y5E3	846
Q9Y5E7	P61160	846
P35222	O00744	846
P63261	Q14517	846
O14654	P11717	846
P00533	Q562R1	846
P16591	Q9UN67	846
P63261	P00533	846
P63000	P15498	846
Q9Y5H1	P00533	846
O96014	Q14332	846
O95206	P21860	846
P06241	Q9Y5E7	846
P10071	P31321	846
P67870	Q9Y5I3	846
P00533	Q9Y5I0	846
P05412	P53778	846
P17252	O15111	846
P35568	P24394	846
Q9Y6F9	Q9ULW2	846
P63267	P33151	846
Q9Y243	P42336	846
P06241	Q9UN66	846
Q9Y5I4	P19784	846
Q06187	P01112	846
Q07890	P05231	846
Q9Y5I3	P61160	846
Q13651	P29353	846
P05412	O15264	846
P12931	Q9NRJ7	846
P63261	Q96JP9	846
Q9UHF4	P40933	846
Q9NYQ6	Q9UQB3	846
Q9Y5G5	P16591	846
Q13467	Q9H1J7	846
Q9Y5E8	P19784	846
O95819	P78560	846
P28482	P18846	846
P67870	Q9Y5E7	846
P04626	Q9Y5E4	846
P40189	P24394	846
P40189	Q9NPF7	846
Q8NEV1	Q9Y5H2	846
P35222	P04626	846
P20809	P29353	846
Q13158	Q14790	846
Q9UM47	Q9BYC5	846
Q15628	P42336	846
P68133	Q9Y5H9	846
P13232	Q01344	846
P01112	P16885	846
P61160	Q9Y5I1	846
Q96QU1	P42685	846
O75084	O14905	846
Q9UN74	P21860	846
P67870	P68133	846
Q9HCL0	Q562R1	846
P42338	Q08334	846
P42338	P35568	846
P63261	Q9Y5E9	846
P27361	P05412	846
Q562R1	Q9Y5E9	846
P55286	P16591	846
P26951	P42701	846
Q14627	Q9Y4H2	846
P63261	Q9P2E7	846
Q14517	Q8NEV1	846
P19784	Q9Y5I0	846
P20809	P25025	846
Q15759	P01100	846
P56706	O60353	846
P35222	Q9Y5F9	846
P62736	Q9ULB5	846
P35225	Q9H6Q3	846
Q15303	Q9Y5H2	846
O60716	P61160	846
Q9Y5H4	O60716	846
Q99558	Q13546	846
P55287	P61160	846
P68032	Q9Y5H4	846
Q14626	P01583	846
Q9Y5H1	P19784	846
P15153	Q8WV28	846
Q9Y5G2	P63267	846
P01583	P78552	846
P60709	Q9ULB5	846
P68133	Q96JP9	846
P67870	Q9Y5E2	846
Q07890	P35568	846
P33151	P61160	846
P19784	Q9P2E7	846
P05113	Q9NPF7	846
Q9Y5F0	P63267	846
P12931	Q9Y5F6	846
Q8TD08	P19419	846
Q9NYQ7	P19784	846
Q8TD08	Q9HBH9	846
Q13634	O60716	846
P55291	P04626	846
Q99683	P01375	846
P12931	Q9HBT6	846
P06241	Q9Y5G7	846
P35222	Q9Y5G6	846
Q9NYQ6	Q15303	846
Q99466	P80370	846
P25024	P05231	846
Q9NRJ7	Q8NEV1	846
P18031	Q8TAB3	846
Q14627	P29353	846
Q9H1J5	Q9H461	846
O60716	Q9HC56	846
Q9Y5I4	P21860	846
Q12933	Q12851	846
Q8NEV1	Q9P2E7	846
P63267	Q9HBT6	846
P01375	Q15628	846
Q9NPG4	Q15303	846
P01589	P52333	846
P24394	P10145	846
P67870	Q9UN72	846
Q02750	P01112	846
O95206	Q9UQB3	846
Q9Y243	P42345	846
Q9UHF4	P10145	846
Q14116	P25025	846
P63267	Q9Y5I1	846
Q8TDW7	P68133	846
P12931	Q9Y5H6	846
P26951	P25025	846
O14654	P14616	846
Q9Y5I3	P19784	846
P35568	P01583	846
P00533	Q8N6Y1	846
Q99665	Q9NPF7	846
P60709	P19784	846
Q13467	O14905	846
P35225	P25025	846
P42338	P60568	846
Q9Y5H1	O60716	846
Q9NPG4	P16591	846
P12931	Q9ULB5	846
Q9Y5F9	P42685	846
O60716	Q9Y5H9	846
Q9HBE4	P52333	846
P62736	Q9HCL0	846
P29353	P14784	846
P35222	Q9Y5F7	846
Q9UHF4	P05113	846
Q9UN73	P60709	846
O15519	Q92851	846
Q13651	P10145	846
Q9UN75	Q9UQB3	846
P68032	Q9ULB4	846
Q9Y5H8	P06241	846
P28482	P42229	846
P67870	O95206	846
Q96QU1	P35222	846
P00533	Q9Y5E3	846
Q06187	Q05655	846
P35222	Q9Y5E8	846
Q15303	Q9UJ99	846
Q9Y5I4	P63267	846
P06241	Q9Y5E5	846
Q15303	Q9Y5E9	846
P68032	Q9Y5H5	846
P68032	Q9Y5F2	846
P63261	Q8TDW7	846
P06241	P12830	846
Q13651	P05113	846
Q8TD08	P52630	846
P06241	P19022	846
P28482	P18847	846
O95206	Q8NEV1	846
Q9Y5F8	P60709	846
P67870	Q9Y5G8	846
Q15303	Q96JP9	846
Q96QU1	P06241	846
P63261	Q9HCU4	846
Q9Y5H8	P62736	846
Q9H488	P46531	846
Q9Y4H2	P78552	846
Q15349	Q13164	846
P40259	P43405	846
Q9UJ99	P16591	846
P26951	P20809	846
P20333	Q06643	846
P60568	P52333	846
P61160	Q8N6Y1	846
Q9Y5F0	Q15303	846
P62736	Q9Y5E5	846
Q9Y5F0	P21860	846
P28482	P42226	846
Q9UHF4	P25025	846
P62736	P12830	846
P28482	Q15349	846
P62736	P19022	846
P60709	O75309	846
P35222	Q562R1	846
P42338	P05112	846
P01589	P01583	846
P68133	O60716	846
P63261	Q96QU1	846
Q96QU1	P62736	846
Q9Y5E7	P19784	846
Q92851	P55210	846
Q9UN75	O60716	846
Q96JP9	P16591	846
Q13164	P49137	846
Q8TD08	P41970	846
Q04759	O15111	846
P08887	P01583	846
Q9Y5F9	P16591	846
Q13651	P35568	846
Q13261	Q08334	846
P26951	Q9Y4H2	846
Q9Y5G8	P61160	846
P35225	P01589	846
Q06643	Q15628	846
P42685	Q9Y5E9	846
Q9Y5G8	Q15303	846
P68032	O60330	846
O60716	Q9Y5E9	846
Q02156	O15111	846
O75084	Q12841	846
O60245	P61160	846
Q9H1J7	Q9ULW2	846
Q08174	P61160	846
P14616	P05019	846
Q9Y5G2	Q8NEV1	846
Q9Y5H8	Q562R1	846
Q13467	P56704	846
Q9UN73	P19784	846
P67870	Q9Y5E6	846
Q9Y4H2	P42336	846
P19022	Q8NEV1	846
Q14116	P35568	846
Q9NR28	Q13490	846
Q14517	P19784	846
Q12933	Q05655	846
P04626	Q9UN67	846
P42338	P13232	846
Q9UP38	O14905	846
Q9Y243	P46527	846
P68032	Q9Y5E3	846
Q9H6Q3	Q01344	846
P12931	Q9P2E7	846
P68032	Q9Y5H8	846
P18031	P35222	846
P63267	Q9P2E7	846
Q9Y4H2	P14784	846
P00533	O75309	846
P63267	Q9UJ99	846
P01111	P04049	846
Q04721	Q86X95	846
Q9NYQ7	Q15303	846
P27361	P36507	846
Q12933	P78560	846
P62736	Q9Y5H1	846
P63261	P19784	846
P35222	P56703	846
Q9H6Q3	P40189	846
P60709	Q9Y5I1	846
P55211	O14727	846
P09544	O60353	846
P35222	Q9Y5H7	846
P05198	P19525	846
P60568	P40189	846
P13232	P52333	846
Q9Y5H1	P21860	846
O95206	P00533	846
P06241	Q9Y5H9	846
Q9H159	Q8NEV1	846
P40933	P52333	846
Q9Y5G7	P21860	846
P67870	Q9H159	846
P13232	Q99665	846
P55291	Q9UQB3	846
P60709	Q9UN67	846
Q07889	Q9HBE4	846
P01589	P05112	846
Q9UHF4	Q07890	846
P42685	P22223	846
P42685	Q9HC56	846
P22301	Q13261	846
P01344	P08069	846
P51828	P62873	846
Q86UP0	Q9UQB3	846
P35222	Q9Y5I1	846
P26951	P40933	846
P60709	Q8NEV1	846
P67870	Q9Y5H2	846
P68133	Q9Y5I2	846
O75084	P35222	846
Q9Y5E7	Q8NEV1	846
Q9Y5E4	Q9UQB3	846
Q562R1	O75309	846
Q9Y5F6	Q9UQB3	846
Q8NEV1	Q9NYQ8	846
P42685	P55285	846
Q12841	O00144	846
Q9Y5G5	P42685	846
P78552	P52333	846
P68032	Q13634	846
Q9UN74	P06241	846
P12931	Q9Y5E8	846
Q9P2E7	P16591	846
Q07812	O95817	846
O43524	P31751	846
P28482	P41970	846
P63261	O60245	846
Q562R1	O60245	846
P18031	O60716	846
Q9UN71	P61160	846
Q9Y5H7	P61160	846
P04626	P55290	846
Q9Y5E8	Q562R1	846
P63261	Q9ULB5	846
Q8NEV1	Q9UN67	846
P55286	P68133	846
P27361	P41970	846
P68032	Q14517	846
Q07890	P01583	846
P56706	P35222	846
Q9GZT5	O00144	846
P35222	Q9Y5E7	846
Q15303	Q96JQ0	846
P63267	P42685	846
Q13158	Q99683	846
P35568	P78552	846
Q13651	P60568	846
P01583	P14784	846
O60716	Q9BYE9	846
P67870	Q9Y5F6	846
Q13634	Q562R1	846
Q9Y5E7	Q15303	846
P68032	Q9BZA7	846
Q15628	Q05655	846
Q14643	Q06187	846
P01583	Q13261	846
Q8NEV1	Q9Y5I1	846
P61160	Q9NYQ8	846
O95206	P42685	846
P60709	Q9Y5F1	846
Q8NEV1	Q8N6Y1	846
Q15303	Q9UN66	846
P18031	Q9Y6N8	846
P15248	P52333	846
Q9Y5F0	Q8NEV1	846
P18031	Q12864	846
P68032	P19784	846
P25024	P35568	846
P53778	P01100	846
P25963	Q01201	846
Q8TDW7	O60716	846
Q8TAB3	P61160	846
P56706	Q14332	846
P68032	Q9NYQ6	846
Q9ULV1	Q93098	846
Q13651	Q07889	846
P68133	Q9Y5H5	846
P68133	Q9Y5F2	846
P40189	P40933	846
Q9Y5H0	Q15303	846
P78560	Q15628	846
O15264	P01100	846
Q9Y5H0	P61160	846
P40189	P14784	846
Q9NRJ7	P00533	846
P60568	Q99665	846
Q12933	O95819	846
Q15303	Q9Y5F7	846
Q14116	Q9Y4H2	846
P18031	Q13634	846
Q15303	Q9BYE9	846
Q9Y5E6	P42685	846
P62736	Q9Y5F3	846
P67870	Q96JP9	846
P04628	Q13467	846
Q8WXG6	P01375	846
P52735	Q8WV28	846
P06241	P61160	846
P10145	P52333	846
P63267	Q9Y5F8	846
P63261	Q9UN71	846
Q9ULV1	Q93097	846
Q15349	P01100	846
Q93097	Q9H461	846
P42338	P42701	846
P62736	P00533	846
P35222	Q9BYE9	846
P04626	Q9Y5H5	846
Q9Y5F6	P61160	846
P04626	Q9Y5F2	846
P18031	Q9NYQ6	846
P35222	Q9ULW2	846
Q8TD08	P17947	846
P62736	Q14517	846
P67870	Q9Y5E9	846
P67870	Q12864	846
Q93097	Q14332	846
P27361	P19419	846
P27361	Q9HBH9	846
P06241	Q9Y5F3	846
Q9UP38	O00744	846
P12931	Q9Y5E4	846
Q8TAB3	P60709	846
Q562R1	Q9Y5H4	846
Q9NYJ7	Q8NES3	846
P18031	Q9NRJ7	846
P24723	O15111	846
P05113	P52333	846
P63261	P22223	846
P62736	Q9Y5H2	846
Q9Y5F3	P61160	846
Q14116	Q07889	846
P35222	Q9UN73	846
Q9UN75	P04626	846
P63267	Q9Y5E3	846
P68133	Q9HCL0	846
P06241	O75309	846
Q9HCU4	P06241	846
P06241	Q14517	846
Q9Y5G5	P19784	846
Q14626	P35225	846
P35225	Q01344	846
P05412	Q15759	846
P52630	P52333	846
Q9Y5G2	P04626	846
P55286	P61160	846
P35568	Q08334	846
Q9NRJ7	P61160	846
O60353	O00744	846
Q9H159	P62736	846
P55283	P21860	846
P06241	P60709	846
P67870	Q9Y5I0	846
P68133	Q9Y5E3	846
P61160	O60330	846
P25445	Q9UER7	846
P78536	Q9NYJ7	846
Q9Y297	O95071	846
Q99466	Q8NES3	846
P27361	P49137	846
P26951	P05113	846
P51828	O60262	846
P14784	P42336	846
Q9H251	Q15303	846
Q9H158	Q562R1	846
Q14116	Q13261	846
P01111	P15056	846
P19784	Q9Y5E2	846
P05771	O15111	846
P12931	Q9Y5G5	846
Q14627	P05112	846
Q04721	Q8NES3	846
Q9H159	P06241	846
P27361	Q8N5J4	846
Q16659	P40763	846
P05231	P42701	846
P12931	Q9Y5I1	846
P25025	P52333	846
P06241	P33151	846
P68032	Q9UN66	846
P63267	Q9UN66	846
P18031	Q9Y5F8	846
Q14116	P25024	846
O95206	Q562R1	846
P27361	Q15349	846
P67870	Q9Y5H1	846
P63261	Q9BZA7	846
Q9Y243	O14920	846
P60709	Q9Y5H7	846
Q9Y5H0	Q9UQB3	846
Q04721	Q92585	846
Q9NRP7	P10071	846
P14784	P52333	846
Q9UN73	Q8NEV1	846
O14654	P42336	846
P28482	Q02750	846
P06241	Q9NPG4	846
Q9Y243	P38936	846
P68133	Q9Y5I3	846
Q04721	Q9UBG7	846
Q9NRP7	Q99835	846
P68133	Q9Y5F7	846
P62736	P33151	846
P22223	O60716	846
O00587	Q99466	846
P35225	P24394	846
P46531	Q9BYC5	846
Q8NEV1	O60330	846
P68032	Q9Y5H2	846
Q9NPG4	Q9UQB3	846
P62993	Q8WV28	846
Q9H251	P42685	846
P68032	Q9H251	846
Q9Y5F6	P63267	846
P67870	Q9NYQ7	846
P12931	Q9Y5F0	846
P35225	Q99665	846
P26951	Q9HBE4	846
P26951	P42336	846
Q9Y4H2	P01308	846
Q9UN70	P35222	846
P12931	Q9Y5F3	846
Q13546	P05771	846
Q13546	P17252	846
Q9Y5F0	P00533	846
P60709	Q96JP9	846
Q9Y5F8	Q15303	846
P62736	Q9NPG4	846
P51828	P63215	846
Q9Y5H3	P61160	846
Q13467	O00755	846
P07948	P43405	846
