protein1	protein2	score
Q0VDF9	Q15004	300
Q4G163	Q5XPI4	300
Q01844	Q13485	300
O95155	G3V2F7	300
Q8IZD4	P28799	300
Q16666	Q9BZE4	300
Q12905	Q9UPR6	300
Q06710	Q02548	300
Q9NRW7	Q96AX1	300
P04279	Q9H4B6	300
Q9NRN7	Q8IYT8	300
P01185	Q5TEU4	300
Q86YR5	Q5M9N0	300
Q9UI36	P41225	300
Q9BSQ5	O60216	300
P39687	Q8NI51	300
Q16706	Q03405	300
P48059	Q15654	300
P30989	P25705	300
Q16666	P56182	300
Q14990	Q15018	300
Q8NBS9	Q7KZF4	300
Q96RR1	Q6K0P9	300
O75487	Q6K0P9	300
Q16891	Q9H8V3	300
O00267	Q9NZM4	300
Q86WV1	Q9UHR6	300
Q9Y3B2	P20042	300
Q93009	Q9H568	300
Q969G5	Q13405	300
P13725	Q9C0C9	300
P31946	P30048	300
Q9UIV1	Q9Y5Z7	300
Q6K0P9	Q9BZE4	300
Q5QP82	Q13347	300
P57678	O95977	300
P68032	Q9H8M2	300
Q9UBU8	Q8WXW3	300
Q16666	Q5QJE6	300
O14874	O60762	300
Q9UBD9	P58294	300
Q96I76	O43143	300
P49593	Q8TCG5	300
Q5TA81	A8MUN0	300
P16615	Q9H8V3	300
Q9BPW9	Q8TF71	300
Q15382	P63000	300
Q6K0P9	P18827	300
P55042	Q9NWF9	300
Q9BYJ9	Q9BZE9	300
Q12873	P50579	300
Q5MNZ9	P47929	300
P51970	Q9NX63	300
Q13573	Q8IYT8	300
P27361	Q8IYT8	300
Q8N5S1	P09668	300
Q16666	Q8NC51	300
O00267	Q13227	300
Q13601	Q00059	300
Q9HCN4	Q92567	300
Q5T3I0	Q6NW34	300
O15055	Q86YF9	300
Q7Z614	Q7Z7G8	300
P35249	Q9UPN9	300
O75807	O95707	300
Q9UHD1	Q7L3B6	300
Q14186	Q7KZF4	300
P35222	Q9NRM7	300
O00762	P46937	300
O75431	P58499	300
Q6K0P9	Q9NXF1	300
Q86TI0	O60293	300
Q15269	Q16666	300
Q96C55	Q07021	300
O43464	Q13077	300
Q5SZL2	Q7KZI7	300
P40937	Q9H8V3	300
P52630	O94782	300
Q92547	P07992	300
O00267	P60468	300
Q16666	P13010	300
Q8NBK3	Q16635	300
O15371	P68400	300
Q96I59	Q6PI48	300
Q14139	Q496J9	300
Q8IYT8	Q96P70	300
Q9H093	P27448	300
P60709	Q9Y253	300
Q99613	P68400	300
P18509	Q9NQ92	300
Q9H270	Q1RMZ1	300
P11940	Q92522	300
Q6K0P9	P49711	300
Q9UJ42	Q9H4A4	300
Q15022	Q9ULD6	300
O75531	Q9BZE9	300
P06454	P61604	300
Q9BT09	O43852	300
P42695	Q8N205	300
Q6ZU65	O00267	300
Q9UI36	O43865	300
Q8WTR2	P67775	300
O94929	P00533	300
Q16322	Q9BWL3	300
Q16666	Q9NR30	300
Q8IYT8	Q53H96	300
Q16666	P20290	300
Q16666	Q03701	300
Q9BW61	P34897	300
Q9H6Y2	Q8WTT2	300
Q9H4B6	Q86TJ5	300
Q9Y6D9	Q9Y6E0	300
O00468	Q6K0P9	300
Q16666	Q8IZL8	300
Q6XPS3	Q9NSV4	300
P32246	P07947	300
Q5JR59	Q9BVG8	300
Q96P63	P05089	300
Q16666	Q9Y4W2	300
Q6K0P9	Q9NRL2	300
Q9Y2F5	O00267	300
P48643	Q00535	300
P16422	O95471	300
O95711	P57678	300
P51610	P14316	300
Q14571	P32297	300
P23378	Q8IYT8	300
O76003	Q8IYT8	300
Q16666	Q08J23	300
Q6K0P9	O43719	300
P29279	Q6AZZ1	300
Q9NRK6	P22460	300
O60563	P14091	300
Q08043	Q9P2Y4	300
Q16666	O60264	300
Q16666	O60832	300
O00267	Q9C0A6	300
P46821	Q16666	300
Q01082	Q969G5	300
P04637	Q9Y4E5	300
Q8WUR7	P07992	300
Q66PJ3	Q53F19	300
P17987	Q71U36	300
Q5TA81	Q5T754	300
Q8NBJ7	O43852	300
Q9H825	P16070	300
O43395	Q92845	300
O00267	Q96RK0	300
P19086	P63215	300
Q15311	Q15025	300
Q96DT6	P51784	300
A6NH52	Q9Y548	300
Q13188	Q86TJ5	300
H0YHX9	Q15185	300
Q96T55	Q9Y2H6	300
Q9UKK6	Q9Y6E2	300
Q53GL0	O94855	300
O00267	Q6K0P9	300
O95786	P31483	300
Q9UHV8	Q9ULA0	300
Q16666	Q14137	300
Q16666	Q9BYG3	300
Q12789	Q8WVZ9	300
Q92575	Q9UNZ2	300
P69905	P12314	300
Q14151	Q6K0P9	300
P22492	Q8N3Z6	300
P79522	P09012	300
Q9UNZ2	Q6P996	300
Q8WVD3	Q16539	300
A1A5C7	P61421	300
P62308	Q9Y5B6	300
Q9BWP8	Q15390	300
P46100	Q6K0P9	300
Q16666	Q8NE71	300
Q96T60	Q96C86	300
O76081	Q8NEC5	300
P11177	Q9H8V3	300
P09467	Q04206	300
Q9UHP7	O15321	300
P17039	Q13263	300
Q9BQS8	O95900	300
Q8NCB2	Q9HCG8	300
Q03154	Q9NUG6	300
P34741	Q6K0P9	300
P12724	Q9BX10	300
Q16384	P21399	300
Q86W54	Q9HAV7	300
O95819	Q9NYV4	300
Q15078	O94903	300
O00429	Q9UGI8	300
Q9P2D1	O00267	300
Q8WYA6	Q9BVJ7	300
Q9UHQ7	A5PL33	300
A2RUC4	P0C7A2	300
Q5QP82	Q9NYR9	300
O75626	Q14139	300
P98095	Q5EBL2	300
P21796	P48047	300
O75489	P10809	300
Q6K0P9	Q15424	300
Q96DF8	Q53EZ4	300
Q9BW61	P53621	300
Q6K0P9	Q9UIG0	300
Q8IUD2	Q9NX46	300
Q16666	Q9BXY0	300
O75379	Q9BV86	300
Q9UNY5	O75962	300
Q16666	P55265	300
Q8N1F8	Q92922	300
Q9H7F0	Q86VZ1	300
O00194	P24386	300
O60938	O43318	300
Q9UKM9	Q96AK3	300
P49840	Q9Y3Z3	300
P17096	Q16778	300
O60551	Q9BY76	300
Q9H165	O00267	300
Q9BVL4	A6H8Z2	300
Q9H7D7	Q8IYT8	300
Q16666	Q13601	300
Q8NBK3	P04066	300
Q16666	Q9Y3B9	300
O95522	Q5VWM4	300
O00267	Q5VZL5	300
Q8NHM5	P78364	300
Q9UJD0	Q86UR5	300
Q6K0P9	Q07021	300
Q9Y4W2	Q6K0P9	300
P09234	Q9H307	300
Q16666	Q13610	300
P52701	O75179	300
Q8WVE6	Q9NQ84	300
Q9UIV1	Q9BXC9	300
Q6ZNE5	Q92878	300
P98095	P42830	300
Q16666	Q9BVJ6	300
Q9H9A6	O15455	300
A0A0B4J1V8	Q96HE9	300
Q16666	Q96GQ7	300
Q07065	O00400	300
Q96FV9	P16383	300
P08621	Q16630	300
P22307	Q01581	300
P54105	Q8IYT8	300
Q8IYT8	P52732	300
Q16666	Q15061	300
Q16666	Q8N9T8	300
P04637	P31944	300
Q16666	Q92522	300
Q12756	P33176	300
Q99613	Q16666	300
P61981	O75592	300
Q9UQ35	Q16666	300
Q8NBS9	Q5VTR2	300
P26373	P42696	300
O95785	Q7Z3K3	300
Q9NYA4	Q5T5D7	300
Q96S94	O43298	300
Q9Y5B9	Q6K0P9	300
Q16666	Q92900	300
Q8TDD5	P55082	300
P54259	Q9H0M0	300
O15496	Q96HA8	300
P55209	Q8IUE6	300
P55795	Q9NZB2	300
Q9Y4P9	O96006	300
Q16666	Q9NYH9	300
O43852	Q02818	300
Q8NB50	P18124	300
Q96EY7	P62241	300
P22059	Q9NRJ7	300
Q16666	P11940	300
O43175	Q9H8V3	300
P46940	P09467	300
Q8NHY5	Q5SXM8	300
Q16666	Q9NXF1	300
Q16666	Q9H6R4	300
O15014	Q9ULD9	300
P47929	Q13283	300
Q5JTH9	Q16666	300
P04637	P01106	300
Q08830	Q5JTZ9	300
Q9Y3C1	Q16666	300
Q9UM47	Q8IXB1	300
Q9BY67	P62633	300
B4DXR9	Q13263	300
Q12906	Q8TDN6	300
O75131	P48507	300
Q9NYY8	Q86TS9	300
Q6XPS3	Q99961	300
Q9GZP0	O95071	300
P09067	P16402	300
P26232	P26842	300
Q00535	P40227	300
Q6K0P9	P11047	300
Q16666	Q9NZM5	300
Q03426	Q5VWX1	300
Q00535	P78371	300
Q96GQ7	Q6DKI1	300
P10523	P49761	300
P62995	Q96K75	300
P08686	Q5TCM9	300
Q9NYZ3	O75815	300
Q16666	P12956	300
Q86XK2	Q01524	300
Q9NPC8	Q04724	300
O14686	P24534	300
Q6P4R8	O00267	300
P07900	P39023	300
P01889	Q15118	300
P12429	O43805	300
Q5MNZ6	Q01664	300
Q16666	Q9H8H0	300
P35237	P50452	300
Q13286	Q14697	300
O60315	O00267	300
Q96K76	Q9UIV1	300
Q9BSC4	Q16666	300
O95249	Q13835	300
Q08830	Q9BQ70	300
Q7L592	O95076	300
Q96L92	Q00536	300
P12109	P08253	300
Q16666	O00566	300
Q9UQB9	Q96C57	300
Q16666	Q14694	300
P56559	Q9NYB0	300
Q96FV9	Q8N1G2	300
Q9H8X9	P35813	300
Q15050	Q6P158	300
Q01974	Q8N813	300
Q16666	Q14257	300
Q9H2X6	Q9BRK4	300
O15213	Q9HAN9	300
Q14241	P63220	300
Q16666	Q7Z2T5	300
Q9C0C4	Q9HBV2	300
Q6KC79	O00267	300
P30154	Q8IYT8	300
Q8IY67	Q08830	300
P00533	Q13492	300
Q16666	Q92615	300
Q9BXL5	Q13363	300
Q9BXI3	P49146	300
Q16666	Q93009	300
Q96J65	Q96J66	300
Q12765	O15446	300
Q9Y2C2	Q9H1B5	300
Q9UHV9	O95602	300
P51532	Q9NS23	300
O14836	Q9Y4W2	300
P49755	O43852	300
Q14525	Q969Q5	300
Q6K0P9	Q00059	300
P32189	Q8N307	300
H0YHX9	Q8TE76	300
O75643	Q9H8V3	300
P05089	Q5D862	300
Q8IYT8	P16220	300
P51587	Q86XE0	300
Q6K0P9	Q8IZL8	300
Q9NQZ6	Q6P1K2	300
P09382	O00533	300
P02768	Q8TE60	300
P22674	P24941	300
Q16666	O75691	300
Q460N5	Q9UIV1	300
P07327	P00325	300
Q9NPG4	Q4KMG0	300
Q701N4	Q9BYR2	300
P49189	Q9BW61	300
Q5FWF7	P63208	300
P08243	Q9BW61	300
Q8IYS1	P53370	300
Q99814	Q9NR55	300
Q96ER9	O75342	300
Q5T5X7	Q9UHF7	300
Q9UNL4	Q8WYB5	300
O15372	O43639	300
Q9Y2M5	Q53HC5	300
P50991	Q71U36	300
Q9BXJ5	Q92791	300
Q9UH92	Q8IWI9	300
Q86UG4	Q9C0H2	300
P47756	Q9Y3C0	300
Q6K0P9	P98160	300
P23409	O60343	300
Q9Y6L6	O43760	300
Q16666	Q14444	300
Q16666	Q8NEJ9	300
Q96P31	Q8IVH8	300
P49419	Q9BW61	300
Q16666	P46087	300
Q5T700	Q13021	300
Q6K0P9	Q9H4L4	300
P30533	O43852	300
O95816	Q66LE6	300
P29973	Q9C056	300
O95183	O15498	300
O14929	A6NDU8	300
Q9Y5S9	P39687	300
O95400	P08621	300
P83916	Q8IWI9	300
O95159	Q6P5W5	300
Q7Z3K3	Q9H9B1	300
Q16666	O76021	300
P20337	P47224	300
Q13501	Q16543	300
Q6K0P9	Q7Z6Z7	300
Q8WVB6	P18858	300
P14314	O43852	300
Q16666	Q8WWQ0	300
Q9NYQ3	Q9BZE9	300
Q6K0P9	Q93009	300
P28288	Q9H8V3	300
P48730	Q8IYT8	300
Q16666	Q9H7B2	300
Q7Z3B4	Q00536	300
Q16666	Q5SSJ5	300
Q16666	Q8IWA0	300
Q9Y275	Q6PJG6	300
Q8IZC7	Q99435	300
Q9UN42	P13637	300
A6H8Z2	P49815	300
Q9BXY0	Q9UGY1	300
Q16666	O15213	300
P09110	Q9NYV4	300
P54277	Q8IWZ6	300
Q9NSB4	Q969Q5	300
Q9NZM4	Q86U86	300
Q9NS86	P48544	300
Q9BQI5	O95782	300
P98175	P09012	300
Q9P2W3	P31260	300
P51149	O14828	300
Q9UH99	P50402	300
P27449	P25705	300
O43159	Q9UNX3	300
Q9NWM0	P49368	300
Q14257	P11021	300
P04637	Q9H2P0	300
Q6K0P9	Q9HCD5	300
Q9BY64	O75310	300
Q6K0P9	P07942	300
Q6K0P9	Q08J23	300
Q9P0V3	Q12798	300
Q9UHG2	Q11206	300
Q86X76	O60232	300
Q9BY64	P36537	300
Q96JP5	P22087	300
P60903	P30405	300
Q6UW56	P10635	300
Q13617	Q5VTA0	300
Q7LBR1	Q96CF2	300
Q8IXK2	Q9H2A9	300
Q6K0P9	O15355	300
Q8N1F8	Q7L985	300
Q9BTM9	Q6ZNW5	300
Q16666	Q92979	300
Q9UJ83	Q9BZE9	300
O75380	Q7KZN9	300
Q9BQG0	P62241	300
Q9NZM4	Q68CP9	300
Q4G163	Q12834	300
Q9BW61	P09960	300
P68032	Q6STE5	300
O75912	Q96CW1	300
O14863	O60271	300
Q16643	Q8IYT8	300
Q86WR7	Q969R8	300
Q16666	O95478	300
P17022	Q96T88	300
Q16666	Q8NI36	300
O95721	Q9Y6A5	300
Q9UKD2	Q16666	300
O94892	Q13263	300
P60484	Q9UJJ7	300
Q86X76	P39880	300
O43296	Q9HCM9	300
Q9Y3A2	Q9Y3B9	300
Q92620	O76039	300
Q9UJD0	Q9UQ26	300
Q9NXW2	P27824	300
O60506	Q96GA3	300
Q6K0P9	Q9UIF9	300
Q02383	Q9Y226	300
Q9NZM4	Q9NPI1	300
Q9NRM7	Q9P266	300
P45973	Q6K0P9	300
P14735	P40763	300
O00267	O15379	300
Q9NX63	Q9H8V3	300
Q02252	O15488	300
Q8TE96	Q13459	300
P62847	Q9H2U1	300
P06213	Q15165	300
Q9BWW4	Q8IYT8	300
Q16666	P31153	300
Q6L8Q7	Q13616	300
Q96I59	Q96Q11	300
Q08830	Q9NXF7	300
A6NI79	O94776	300
O95630	Q96NR8	300
Q969X6	Q16666	300
Q9H008	Q6ZNW5	300
Q9UI26	P0DMS8	300
Q5T750	Q02413	300
Q12947	Q9H6X2	300
Q16666	Q9NUD5	300
O43296	Q96RT1	300
Q8ND56	P51116	300
Q6EMK4	Q8N1F8	300
O00267	Q03164	300
Q8IYT8	Q9Y450	300
Q8WXI3	O43422	300
Q7L775	Q15013	300
P48506	Q569H4	300
Q86YC3	Q9Y6A1	300
Q5T7M9	Q9UNA3	300
Q96T37	P01106	300
