protein1	protein2	score
P09234	Q96RS0	405
P01350	P02787	405
Q8IWL3	O94925	405
Q9UN42	Q13733	405
O00560	O75084	405
O43390	Q15459	405
P61769	P43626	405
Q9UBC1	Q9H9J4	405
O15431	P21860	405
Q9NP84	O43508	405
P23352	P09038	405
Q9UBE8	Q9UHF7	405
P04003	P02741	405
Q8TEU8	O95390	405
Q03403	Q96PJ5	405
Q8N4S9	P00747	405
P04155	Q6UX41	405
Q99643	P21912	405
Q6UXT8	Q9UM73	405
P50502	Q99933	405
P19793	Q05516	405
P62906	Q7Z2W4	405
P26447	Q15303	405
Q86V81	Q9NYF8	405
P20138	P02746	405
Q9BW27	P41597	405
P01266	Q99523	405
Q99523	P15018	405
Q8IWL3	Q9UI09	405
P68431	P33993	405
Q99523	P13725	405
P11142	Q00987	405
P40227	P12830	405
Q92673	Q6Q788	405
P13497	P11226	405
O14796	Q9NQ25	405
P61769	Q14213	405
O75973	P13598	405
P02751	Q9Y4K0	405
P04439	Q8N423	405
Q6P2Q9	Q96CW6	405
P37231	Q13133	405
O00198	Q92843	405
P42658	Q9NVR5	405
P15502	O95967	405
P56199	P05413	405
Q92673	P05231	405
Q9UKM9	O15234	405
P62633	Q9BZE4	405
Q9Y5P4	P02743	405
O75044	Q9Y6N7	405
P52823	Q13219	405
Q96A47	Q8N6N3	405
P42702	Q99523	405
P30622	Q9NY65	405
P01138	Q96PQ0	405
P08138	P33681	405
Q9P270	O00139	405
P26717	P17693	405
O43897	P02746	405
Q00534	P10275	405
Q9UBD9	Q92673	405
Q9UEW8	Q9Y376	405
Q16665	O60675	405
Q9BYB0	Q01668	405
P11488	O75061	405
Q13509	P30622	405
O14931	P17931	405
O43175	O60260	405
P13497	P00736	405
Q13882	O14526	405
Q99436	Q5JS54	405
Q15276	P51148	405
Q03167	P10600	405
Q13253	P43026	405
P55055	Q03181	405
Q8IWL3	O75489	405
P29034	Q00987	405
P06703	Q00987	405
Q15485	P17927	405
P02458	O43405	405
Q9BQ87	Q9Y618	405
Q14689	P19883	405
P13497	O00187	405
P26992	O75462	405
O00401	Q99828	405
P19438	P28799	405
P06858	Q6Q788	405
Q6UW88	P01133	405
Q9Y4X3	P98066	405
O60565	P35968	405
O14944	P01133	405
P0C862	P12109	405
Q13835	P05783	405
Q9H665	Q6UXB1	405
Q9UK45	Q9P0M2	405
P84077	O60271	405
Q8IWU9	P62258	405
P07101	P61981	405
O43897	P00736	405
Q99523	P05231	405
Q6UXL0	Q9UHD0	405
Q9BQ95	Q8IWL3	405
Q14213	P17693	405
P02746	P02741	405
P28300	P01133	405
O75636	P17927	405
Q8IYS0	P58658	405
Q13489	P62979	405
P40199	Q16568	405
Q9BWP8	O00187	405
P01308	Q8N423	405
P02776	P98066	405
P51654	Q6P988	405
Q8NBR6	O60831	405
Q5TCY1	Q15691	405
P02452	O43405	405
Q96CW9	Q9HCJ2	405
P23560	Q96PQ0	405
O00217	Q8IWL3	405
Q9UGP8	P11021	405
P48047	P28222	405
P52292	Q8N423	405
Q9H665	Q6UWQ7	405
O15389	P41159	405
Q9BZW8	P19174	405
Q96NZ8	P34820	405
Q9NZM3	Q9H706	405
P41159	O43699	405
Q32P51	P51991	405
Q16288	Q99523	405
Q96NZ8	P12643	405
P08727	P11532	405
P08476	Q12841	405
Q8NHL6	P01308	405
P33681	Q15116	405
P20138	P02747	405
O43897	P11226	405
Q01082	P02549	405
Q16665	O15525	405
P62834	P63104	405
P26441	Q99523	405
O00422	O75494	405
Q8IWL3	Q9Y375	405
Q9UQL6	P36941	405
Q13557	P61981	405
Q9UBX5	P15502	405
P31946	Q00537	405
P25054	P35527	405
A8K0Z3	P52907	405
Q6UWV2	O60487	405
Q14213	Q8N423	405
O60880	Q9NQ25	405
O14944	Q02297	405
P78314	P29350	405
O75874	P0DP23	405
P07949	P54826	405
O75340	Q9NRY6	405
P26718	Q9BZM6	405
Q05932	Q9Y2D5	405
Q9NRI5	P14416	405
P28300	P21980	405
P05556	Q9BY76	405
Q16619	Q99523	405
Q6P2Q9	O94763	405
P43628	Q06124	405
Q9HBG7	Q92835	405
Q07157	O95817	405
P52292	P10321	405
P26717	P13747	405
P01137	P11464	405
Q12841	P12644	405
P55084	Q96FV0	405
Q13794	Q92843	405
Q9Y4A5	O43156	405
Q9Y6N7	P98171	405
Q16832	P13942	405
P0DPH7	Q14203	405
Q8NHL6	P52292	405
Q9BY76	P18084	405
Q15113	P05067	405
Q15113	P61769	405
P13500	P98066	405
P01024	P36980	405
P01138	Q9UPU3	405
P01137	Q96NZ8	405
Q9Y376	O95747	405
P15151	Q15223	405
Q9Y6Q6	O00300	405
Q07954	Q6Q788	405
O76036	P27918	405
Q6KF10	P98066	405
Q9Y2J0	Q6ZW31	405
Q92831	Q5T6C5	405
Q13835	P05787	405
O60637	O14763	405
P20809	P25815	405
P56703	O75581	405
Q8IWL3	O43678	405
Q8NHL6	Q14213	405
P12643	Q92859	405
P10074	Q92665	405
Q8N6L1	Q92794	405
Q92614	Q96HY6	405
Q9UHX3	P08174	405
P06756	P53420	405
Q3SYB3	Q92628	405
Q8TAV3	Q9UNE7	405
Q02297	P01133	405
Q8N766	Q9UGP8	405
P31689	Q9UL15	405
Q8TCD5	Q53FT3	405
P08887	Q92673	405
P68431	Q9BVI0	405
P98066	P26022	405
O14793	Q96NZ8	405
O96014	Q9Y5W5	405
P62826	Q8WUF5	405
Q92900	Q12926	405
P27986	P30874	405
Q504T8	P35998	405
Q9UHX3	Q03591	405
P98066	O00585	405
P13569	P05787	405
P23352	P21802	405
Q9H665	Q6UW32	405
P01137	Q8TEU8	405
Q8IWL3	Q9BQ52	405
Q9UGP8	Q5J8M3	405
Q15485	Q07954	405
Q96NZ8	O95390	405
Q6P3S6	P49840	405
O15393	P01009	405
Q9Y223	P12814	405
Q92835	P78324	405
O43897	P09871	405
Q8NAF0	O14836	405
O15165	Q9BYM8	405
Q8IWL3	O75306	405
Q99435	Q96MS0	405
P01130	P04114	405
O96028	Q14676	405
P01031	Q03591	405
Q9UF56	Q9UH77	405
P25067	P39060	405
Q99731	P98066	405
P17301	P05413	405
Q13705	Q12841	405
Q8IWL3	P56181	405
Q8NHL6	P16104	405
P98066	P12643	405
P43026	P98066	405
P08138	Q96PQ0	405
P30405	P05067	405
Q92844	P55209	405
P25054	Q9UNN8	405
P12830	P07900	405
P08620	P21802	405
Q9UBX5	O95967	405
Q15113	P08572	405
P51692	P00519	405
Q9H792	Q07157	405
Q8IWL3	P38117	405
Q8IWL3	P42704	405
Q96AB3	P42701	405
O75153	Q8IWL3	405
Q10589	P59901	405
P20333	P28799	405
Q63ZY3	Q9UHD8	405
P04439	P01308	405
P30613	Q6T310	405
P62826	Q13625	405
P10145	P98066	405
O00560	Q15223	405
P06756	P01574	405
P23297	Q15109	405
O60260	P60891	405
P21980	P12830	405
Q96DF8	Q86SE5	405
Q99523	Q16620	405
P20138	P02745	405
Q8TB72	Q06787	405
P61981	P63208	405
P98066	P19827	405
Q8IWL3	O75251	405
Q8IWL3	P49821	405
Q9BWJ5	P60510	405
Q92673	O75462	405
P02545	P12830	405
P67870	P61962	405
P16885	O14796	405
P19883	Q12841	405
Q13835	P08670	405
Q7LBR1	O75351	405
P28300	P00747	405
Q9Y6Z7	F8W876	405
Q9P0V3	P02786	405
P98066	P48061	405
Q07507	P28300	405
Q96C36	Q8IWL3	405
Q9Y6Z7	O00187	405
P55055	Q07869	405
P02788	P19338	405
P19404	Q8IWL3	405
Q9HBW1	Q9Y2I2	405
O60447	Q15907	405
Q9UQN3	Q9UN37	405
Q13586	P30101	405
P25101	Q96KC2	405
Q9Y5W5	P41221	405
Q5JXC2	P62258	405
P12830	P49748	405
P26717	P61769	405
Q8TEU8	P12643	405
P01137	Q00887	405
P28067	P02686	405
O00221	P78527	405
Q86WH2	Q9Y297	405
O15041	Q9Y4D7	405
P12830	P35527	405
Q8IWL3	P28331	405
Q92574	Q9NWS0	405
P19388	P12830	405
Q8IWZ8	Q9Y3B4	405
P05106	P01574	405
P24001	P24158	405
P02750	P17813	405
P61769	P01308	405
Q99523	P06280	405
P01889	P43630	405
Q96NZ8	P12644	405
P04155	Q9NYZ4	405
P13497	P09871	405
Q16568	P13688	405
O43427	O00548	405
Q07002	P31946	405
P61769	P52292	405
P16104	Q8N423	405
O75636	O00187	405
Q15113	P20908	405
Q3V5L5	Q6PEX3	405
Q8IWL3	Q86TX2	405
Q8N6P7	Q9NYY1	405
P08631	Q9P0K1	405
P48735	Q9P0J7	405
P06127	P27986	405
Q6NT52	Q9Y2K7	405
O60894	P35318	405
Q9Y4K0	P08572	405
P13010	P12830	405
P37173	Q12841	405
P04155	Q6UXZ3	405
Q5KU26	Q9UKJ1	405
O43521	P55957	405
P26992	Q92673	405
P34820	Q8TEU8	405
O14796	P19174	405
O43707	P12830	405
P80098	P98066	405
P21941	P20849	405
P35590	Q15238	405
Q8TEU8	P12644	405
P33764	Q6K0P9	405
Q8IW41	Q15109	405
P04155	Q96PJ5	405
P26447	Q02297	405
P05067	Q99523	405
P06858	Q99523	405
P26447	P21860	405
Q13794	O43521	405
O43897	O00187	405
Q92673	P56159	405
O14788	P98066	405
P23443	Q13057	405
Q14145	O14525	405
Q15113	P39060	405
P02746	P17927	405
O43390	P14866	405
O95944	P12004	405
P55072	Q15366	405
P15502	Q9Y4K0	405
Q8WTP8	Q9NTW7	405
Q7Z2W4	O95786	405
Q5T5Y3	O00139	405
Q8IWL3	Q9P032	405
P17275	Q96RU8	405
P20783	Q96PQ0	405
Q15070	Q8IWL3	405
P02751	P06241	405
O14757	Q9UM11	405
P60510	Q9Y3B4	405
Q15113	P07996	405
P38936	Q15078	405
P35555	O95967	405
P19784	O60282	405
P26447	Q15109	405
P36894	Q12841	405
Q641Q2	Q567U6	405
Q92673	P39905	405
Q02218	Q8IWL3	405
Q8IWL3	Q9BSH4	405
P30622	Q9H4B7	405
P26447	Q00987	405
Q13241	P17693	405
Q9NZN8	Q9UBE8	406
O00165	O15075	406
Q15274	Q15428	406
O14757	Q9BZR8	406
O15372	O43432	406
P36941	Q9BYM8	406
Q14330	Q9NZT1	406
P12524	Q6P597	406
P00441	P22392	406
Q15833	Q8N4C7	406
Q5VZL5	Q14202	406
O94988	P31946	406
P33993	Q9Y468	406
Q14657	Q9BUN5	406
O00308	P51531	406
P48681	Q96DX4	406
Q8N201	A1L0T0	406
P48200	Q96S94	406
Q08211	O00567	406
P61218	A6H8Y1	406
Q9H6S0	Q8NAP3	406
Q96BZ8	P32246	406
Q14689	Q6ZWK4	406
P68371	P04637	406
P17844	P11387	406
Q15691	Q13561	406
Q9H4M7	Q53G59	406
Q66K14	O94832	406
Q14498	P35268	406
Q9NZI8	Q9NZB2	406
Q1RMZ1	Q8WUH2	406
P46777	Q9H0A0	406
Q8IYX3	Q13077	406
Q8IW50	Q13330	406
Q8N4Q1	Q96BQ5	406
Q92870	Q9HAD4	406
P49760	Q8IYD1	406
Q9HBD1	O15294	406
Q16695	P16104	406
P50395	Q9NRW1	406
Q96P53	Q8IWX8	406
Q3KPI0	P08581	406
Q8WXX5	Q14684	406
Q8IY31	Q9Y3C0	406
O00308	P09234	406
Q9BXA6	Q16543	406
Q9UBE8	Q9H6R7	406
Q96L50	Q8NAP3	406
P26368	Q8WXF0	406
Q9BUR4	P78371	406
P30519	Q9BRR6	406
Q8IYM1	Q9NTI5	406
Q86VM9	Q16629	406
Q04917	O94915	406
Q9NXC2	Q8N0Z8	406
P26368	Q9H307	406
P62081	Q14498	406
P0DMV8	P40200	406
O15156	O15062	406
Q92905	Q9P2J3	406
Q13451	Q9UQB9	406
Q12904	Q96CV9	406
Q9BV97	Q13263	406
Q13155	O75934	406
O43159	P62888	406
Q8WUD4	P09661	406
P28370	Q9H4E7	406
Q8N3E9	Q9Y4X5	406
P27930	O00471	406
O14745	Q9NWQ8	406
Q9BYV2	Q96DC9	406
P28702	O43791	406
Q8IY31	Q9P2H3	406
Q13084	Q8IWL3	407
P78362	Q96MU7	407
Q9NYY8	Q8IWL3	407
Q9Y3Q8	Q15013	407
Q8IWL3	P23368	407
Q8IWL3	Q00059	407
Q8IWL3	P13196	407
A1A4G5	P62258	407
Q9UBK9	Q15435	407
P00533	Q07065	407
P78344	P04798	407
O00214	Q7Z5N4	407
Q8IWL3	Q9BPW8	407
P62424	Q14684	407
P10912	P42229	407
Q9BXS5	O94992	407
Q96GF1	Q6P1Q0	407
Q5JSL3	P27348	407
P19388	Q15435	407
P35232	Q96EY1	407
Q9NP81	Q8IWL3	407
Q8IWL3	Q9H857	407
Q5UIP0	Q15435	407
Q8IWL3	P46199	407
Q8NI77	Q15435	407
Q6DKI7	Q96AE7	407
P49368	Q9GZQ8	407
Q13522	Q6X784	407
Q96EB6	P41235	407
Q8IWL3	Q15118	407
Q6PID6	Q15393	407
P46109	Q8IU60	407
P08238	P60520	407
P02549	Q8TF42	407
Q9NVI7	P08574	407
Q06609	P42574	407
P62258	Q9UPN3	407
Q9HCM9	Q96GG9	407
P54253	Q93062	407
Q9NWS9	Q9UL58	407
Q13188	P42574	407
Q9HCC0	Q8TF42	407
Q8IV13	Q9H9V9	407
Q8IWL3	P05091	407
O14498	Q9Y6I4	407
Q86UZ6	Q96KQ7	407
Q6L8Q7	Q8IWL3	407
Q8IWL3	Q9Y276	407
Q96GT9	Q96KQ7	407
Q6ZPD9	Q96HY6	407
Q92845	O43290	407
Q9BVP2	P48431	407
Q9GZQ8	P19474	407
Q15287	O43670	407
Q12926	O15234	407
Q9UBC1	P32121	407
O94763	Q15435	407
P49116	P25685	407
Q9H6T3	Q15435	407
P31947	P62258	407
Q8N6L1	P13591	407
P27701	P19838	407
Q9UKZ1	Q8WUE5	407
Q86UZ6	O95785	407
Q8IWL3	Q6YN16	407
P00441	Q06830	407
P11021	Q9NRR5	407
P06753	O43482	407
A3KMH1	Q8IWL3	407
Q9ULR5	Q9UHC7	407
P18846	Q16649	407
Q9P2B7	Q13042	407
Q9BSJ8	A1L157	407
Q9Y496	Q9GZU8	407
Q8IWL3	O43181	407
Q8IWL3	Q9P2R7	407
Q92598	P0DMV8	407
Q8IWL3	P56556	407
O75665	Q9BR77	407
