protein1	protein2	score
Q9UM47	Q9UBG7	878
O14920	P17252	878
Q12864	P18031	878
P68133	P55289	878
P05129	O15111	878
Q9Y5E9	P12931	878
P63261	P12931	878
Q9UJ99	P18031	878
P21860	O95206	878
Q9HCL0	O60716	878
Q9UP38	P56706	878
Q9BYE9	Q9UQB3	878
P63261	Q9Y5E5	878
P26951	P13232	878
P05113	Q9Y4H2	878
Q9Y5F6	P06241	878
P68032	Q9HCU4	878
Q969H0	Q9UM47	878
P10071	Q13635	878
Q9HCL0	P61160	878
Q05655	Q06187	878
Q9UN70	P06241	878
P19784	P12830	878
P15248	Q01344	878
P78560	P17252	878
Q9UHF4	P14784	878
Q9GZT5	O75084	878
Q9BYE9	P62736	878
P24723	Q13546	878
Q04721	P78504	878
Q9NPG4	P16591	878
Q07889	P25025	878
Q9H1J5	Q9NPG1	878
P21860	Q9UN74	878
P04626	Q9Y5F7	878
P06241	P55285	878
Q14765	Q16659	878
Q562R1	Q9Y5E8	878
Q9H6Q3	P24394	878
Q9NR28	Q13489	878
O14905	Q9ULW2	878
Q86X95	Q9UBG7	878
O75309	P42685	878
Q13233	O14733	878
Q562R1	Q9UN66	878
P42685	Q9Y5H9	878
Q9UHF4	Q08334	878
P18031	Q9Y5I2	878
P62736	Q96JQ0	878
O00744	O00144	878
P68032	Q9UQB3	878
P26951	P25025	878
P28482	Q9HBH9	878
P01308	P35568	878
P42701	Q07890	878
P52333	Q14116	878
Q9Y5H1	O60716	878
Q9UN70	Q8NEV1	878
Q12864	P35222	878
Q9Y5I2	P12931	878
P42338	P22301	878
P13232	Q08334	878
Q9Y5F8	P61160	878
Q13261	Q9Y4H2	878
Q8NEV1	O60330	878
Q96JQ0	P12931	878
P29353	P13232	878
Q14573	P62993	878
Q15628	Q04759	878
Q9UM47	Q06330	878
P04626	Q9Y5F6	878
Q562R1	Q9Y5H2	878
P08887	P42336	878
Q9Y5H7	P63267	878
P22301	Q9Y4H2	878
P16591	P55289	878
P40933	Q13651	878
Q07889	Q01344	878
P25024	P14784	878
Q9Y5H2	P67870	878
Q9H1J5	Q13467	878
Q14332	O14904	878
P35222	Q9Y5H9	878
P05231	Q9Y4H2	878
P42338	P08887	878
P25025	P05113	878
Q08174	P12931	878
Q05655	P78560	878
P08887	P05112	878
O60716	Q9Y5G2	878
P15248	Q9NPF7	878
P52333	Q14626	878
P01112	Q06187	878
Q9NYJ7	Q8NES3	878
P16591	Q9Y5I2	878
Q9H159	P67870	878
P63267	Q86UP0	878
P63267	Q9Y5H4	878
Q9HC56	P61160	878
P61160	P19022	878
P61160	Q9UN72	878
Q8TDW7	P62736	878
P42701	P60568	878
P40189	P14784	878
Q15628	O95819	878
P35222	Q9Y5F0	878
Q13164	P41970	878
P00533	Q9P2E7	878
P12931	P55289	878
O00144	P04628	878
P10145	P40189	878
P16591	Q9UN73	878
P15056	P01111	878
P42685	Q9Y5G2	878
P40933	Q9Y4H2	878
P21860	P62736	878
Q9Y5E8	P61160	878
Q9Y5E8	P12931	878
P20809	Q14627	878
Q96JP9	O60716	878
Q9HC56	P00533	878
Q9Y5E3	P19784	878
Q562R1	Q9Y5G7	878
Q9Y5H7	P68032	878
P21860	Q9NYQ7	878
P35222	P12931	878
P29353	P01111	878
Q16611	O43521	878
Q9ULB4	P16591	878
P00533	Q9Y5G6	878
Q12864	P06241	878
Q8NES3	P78504	878
O14920	P05771	878
P35222	Q96JQ0	878
P63267	P42685	878
Q562R1	P12931	878
P68032	Q9ULB5	878
P04626	Q8TAB3	878
P15498	P15153	878
Q562R1	Q9Y5E3	878
Q562R1	Q9Y5H3	878
Q13261	P35568	878
Q9Y6F9	Q9NPG1	878
P45983	P01100	878
P68032	O60330	878
P00533	Q9Y5H8	878
Q562R1	Q9Y5E5	878
P55287	O60716	878
Q9BYE9	P42685	878
Q562R1	Q9BZA7	878
P19784	Q9Y5E7	878
Q9ULV1	P56704	878
Q99466	P78504	878
Q9Y5F1	P68133	878
P55283	Q9UQB3	878
Q9Y5H3	P21860	878
P10145	Q01344	878
P42685	Q9ULB4	878
P01589	Q14116	878
P04626	Q9Y5E8	878
P46531	P80370	878
Q9Y5F6	P60709	878
Q14765	Q13164	878
Q86UP0	O60716	878
O60716	Q9Y5H4	878
P19784	Q9Y5E6	878
Q9Y5E3	P16591	878
P05231	P35568	878
Q9Y5H6	Q8NEV1	878
P15248	Q14627	878
Q15303	P60709	878
P04626	Q9UJ99	878
Q9UP38	Q9H1J7	878
P05112	P24394	878
P06241	Q9Y5H8	878
Q9ULB4	O60716	878
Q9BYE9	P18031	878
P14784	Q9Y4H2	878
P51812	Q13164	878
Q04721	Q9NR61	878
Q9NYJ7	O00587	878
P21860	Q9Y5H8	878
P19784	P22223	878
P42336	P15391	878
P04626	Q9NYQ7	878
Q9Y5F8	Q9UQB3	878
P06241	Q9HBT6	878
P42685	Q9Y5H0	878
Q9Y5I4	P16591	878
P21860	P12830	878
P10145	P52333	878
Q9HCL0	P35222	878
P16591	Q9Y5E7	878
Q14517	P63261	878
Q86UP0	Q9UQB3	878
Q9Y5H4	Q9UQB3	878
Q06643	P19438	878
P31751	P42336	878
Q9HCU4	P19784	878
Q9UN70	O60716	878
P63261	P06241	878
O95071	Q9UMX1	878
Q15628	Q14790	878
Q9Y5F6	O60716	878
Q9Y5H7	P62736	878
P04628	Q9H461	878
P67870	O95206	878
O75309	P62736	878
Q9Y5H1	P63267	878
P62736	O60330	878
Q9Y5F6	P61160	878
Q9H6Q3	P25025	878
P68032	Q9H251	878
Q15303	Q9ULB5	878
Q9Y5F6	P12931	878
P13232	P08887	878
Q92542	P49768	878
P27361	P15336	878
Q96JP9	P18031	878
Q9Y5G8	P60709	878
Q9Y243	O43524	878
P60568	Q9H6Q3	878
O00744	Q13467	878
P04626	Q9Y5I2	878
P42685	Q9Y5E7	878
Q8NEV1	Q9ULB5	878
Q9Y5E3	P62736	878
Q9Y5G6	P19784	878
Q9Y5F1	P16591	878
P29353	P25025	878
Q562R1	Q9P2E7	878
P35222	O14904	878
P40189	P15248	878
P01112	Q02750	878
Q9UHF4	P60568	878
Q9Y4H2	P78552	878
Q9NYQ6	Q8NEV1	878
P31749	O00329	878
P16591	P07947	878
Q9Y5H2	P21860	878
Q9H251	P60709	878
Q8TAB3	P16591	878
P01589	Q9H6Q3	878
Q9Y5G5	P06241	878
Q9H461	O14904	878
Q92585	P46531	878
P10071	P31321	878
P60568	P52333	878
P68133	Q9Y5E2	878
P68032	Q9UN66	878
P63267	Q9Y5G5	878
Q16659	Q15418	878
P55283	P12931	878
P05113	P35568	878
Q9HCU4	P16591	878
Q93098	Q9NPG1	878
Q8WXG6	P01375	878
Q9Y5F9	P35222	878
Q9H1J7	O60353	878
Q06187	P01111	878
P68032	Q96JP9	878
P01583	Q9Y4H2	878
Q07889	Q9Y4H2	878
Q04759	Q13546	878
P35222	Q9ULW2	878
P12931	P33151	878
P61160	Q86UP0	878
P61160	Q9Y5H4	878
Q9UN67	P67870	878
P12931	Q9Y6N8	878
Q9NPG4	Q9UQB3	878
P61160	Q9Y5E5	878
P62736	Q9UN73	878
Q562R1	Q9UQB3	878
P52333	Q14627	878
Q9BZA7	Q9UQB3	878
P21860	Q9UN67	878
P31749	O14920	878
Q15303	Q9Y5H6	878
Q96JP9	Q8NEV1	878
O75309	P16591	878
Q9Y5H1	P06241	878
Q562R1	Q9UN74	878
Q12864	Q562R1	878
Q9UN74	P67870	878
P51828	P38405	878
Q15303	Q8TAB3	878
P31751	P48736	878
Q9NYQ7	P60709	878
P11831	P49137	878
Q9Y5F1	P62736	878
P68133	Q9Y5I2	878
Q93097	Q9ULW2	878
Q9H6Q3	Q13261	878
Q9HBE4	Q13651	878
P63261	Q9HBT6	878
Q9Y5F2	P35222	878
Q9Y5F7	P62736	878
P68032	Q9Y5F2	878
O00144	O00755	878
P26951	P05113	878
P62736	Q9Y5F0	878
P67870	Q9NYQ8	878
Q562R1	O75309	878
O60716	Q9Y5F0	878
Q14517	P21860	878
P68032	Q9HC56	878
P40189	P22301	878
P40933	P35568	878
Q96JP9	P61160	878
Q99941	P28482	878
Q9Y5E8	O60716	878
Q15303	Q9Y5G8	878
Q9P2E7	P62736	878
P28324	Q8TD08	878
P21860	Q9Y5E5	878
Q9Y5F2	P06241	878
P55291	P18031	878
Q9UQB3	P55290	878
Q8NEV1	Q86UP0	878
Q8NEV1	Q9Y5H4	878
Q99665	Q14626	878
Q8WV28	P52735	878
P55286	P68133	878
P50591	O00220	878
P60709	Q9Y5I2	878
Q9Y5F9	P12931	878
P18031	Q9Y5F3	878
Q9BYE9	P19784	878
Q15303	Q86UP0	878
P55286	Q9UQB3	878
P68032	Q9NYQ7	878
Q9HC56	O60716	878
Q15303	Q9Y5H4	878
Q9H1J7	Q9ULW2	878
P56703	Q14332	878
P08887	Q07890	878
Q13546	P01374	878
P40189	P01583	878
P14784	P20809	878
Q14517	P00533	878
P19784	Q9ULB5	878
P10145	P42338	878
P15248	P78552	878
P62736	Q9NYQ8	878
Q9UN70	Q562R1	878
P42685	Q9UN73	878
P35222	Q9H159	878
P67870	Q9Y5H8	878
Q15465	P10071	878
P68133	O95206	878
Q9NYQ6	P61160	878
Q562R1	O60330	878
Q9UJ99	P35222	878
Q9Y5F7	P16591	878
P62993	P05771	878
P63267	Q9NYQ8	878
P26951	P22301	878
P42336	P78552	878
Q14790	P78560	878
P04626	P55289	878
Q9GZT5	Q14332	878
P04626	P22223	878
P63267	Q9HC56	878
Q9Y5F6	Q8NEV1	878
Q07812	Q07817	878
Q9UN66	P06241	878
Q9Y5H1	P00533	878
P04626	Q96JP9	878
Q9Y5H7	P16591	878
P35222	Q13634	878
P63267	P55289	878
Q9ULV1	P56705	878
Q9ULB5	P12931	878
P01308	O14654	878
Q07889	P62993	878
P27361	P36507	878
P16591	P63261	878
P51828	O14610	878
O60245	P62736	878
Q15628	Q02156	878
Q07889	Q14573	878
P21860	Q8N6Y1	878
O00144	Q9GZT5	878
P63267	Q9Y5E8	878
Q8TAB3	P35222	878
P01589	P05112	878
Q9Y5G7	P42685	878
Q93097	Q9NPG1	878
Q9NYQ6	P62736	878
Q15303	Q9Y5G3	878
P42701	Q9Y4H2	878
P63267	P35222	878
Q08174	P18031	878
P21860	Q9HBT6	878
P68133	Q9UN73	878
P35222	O75084	878
Q05655	O15111	878
Q13635	Q9NRP7	878
P68133	P06241	878
P06241	P12830	878
Q9Y219	P78504	878
P08151	Q9NRP7	878
Q9H461	O00755	878
P21860	P68133	878
O14775	Q08462	878
Q9UQB3	Q9Y5E2	878
Q15303	P35222	878
Q9Y5G7	P18031	878
Q9Y243	P49841	878
P01112	Q8WV28	878
P40933	P52333	878
Q562R1	Q9NYQ8	878
P60709	Q9H158	878
Q12933	Q8IVH8	878
Q9Y5F7	P68133	878
P99999	O14727	878
Q9Y5I1	P60709	878
Q14332	P56704	878
P40933	Q9UHF4	878
P00533	P55289	878
Q9Y5E3	P18031	878
P42685	Q9HBT6	878
Q9BYC5	P46531	878
Q15628	Q8IVH8	878
P21860	Q9Y5G8	878
Q13651	Q14116	878
Q9Y5G8	Q9UQB3	878
Q9Y219	Q9NYJ7	878
P40933	Q9H6Q3	878
P22301	Q9NPF7	878
P13232	Q13651	878
P42701	Q9UHF4	878
P01583	P78552	878
Q9Y5G6	P18031	878
Q9UBI6	P13945	878
Q9H251	P61160	878
P61160	Q9HBT6	878
P19784	P60709	878
Q99665	P52333	878
Q99665	Q14116	878
P05112	P35568	878
Q96JP9	P19784	878
P40933	P29353	878
Q562R1	Q9Y5H0	878
Q9H1J7	O75084	878
Q04721	Q969H0	878
P14784	Q14116	878
P04626	Q9ULB4	878
Q16659	P01106	878
P04626	P68133	878
P61160	Q9Y5G3	878
P04626	P12830	878
Q99665	Q9UHF4	878
Q07889	Q9NPF7	878
Q9H251	P16591	878
Q9UBV4	Q9ULW2	878
P01100	Q15418	878
P01112	P04049	878
P45985	P45984	878
Q9Y5E3	P68133	878
Q15303	Q9HCL0	878
P68032	Q9Y5F1	878
Q9Y5F9	Q8NEV1	878
P10145	P26951	878
Q8NEV1	Q8N6Y1	878
Q9Y5H9	P60709	878
Q9H1J7	Q9H461	878
P19784	P55287	878
Q8NEV1	Q9UN71	878
P62736	O60716	878
Q13158	P19438	878
P29353	Q9H6Q3	878
Q9H159	O60716	878
Q9UP38	O00744	878
Q12864	P68032	878
P51812	P01100	878
Q05655	P16885	878
Q8NEV1	P19022	878
P63267	Q9Y5F6	878
Q9HC56	Q8NEV1	878
Q8NEV1	Q9UN72	878
P42574	Q14790	878
P35222	P56703	878
P68032	Q9Y5G2	878
P05113	Q13651	878
Q9P2E7	P67870	878
Q9UN73	P12931	878
Q9Y2U5	P63000	878
P25024	P42336	878
P14616	Q9Y4H2	878
P63267	Q9Y5H8	878
P40189	Q13651	878
P42701	P42338	878
Q9UK08	P13945	878
P01375	P19438	878
Q06643	Q13546	878
Q9Y5I1	Q9UQB3	878
Q13546	P05771	878
P19784	Q9Y5E4	878
P68133	P33151	878
P28482	P19419	878
P52333	P52630	878
Q9BYE9	P60709	878
P68032	Q9Y5H9	878
P00533	P55285	878
P06241	Q9Y5G3	878
P55291	P35222	878
P21860	Q9Y5G3	878
Q9ULV1	O96014	878
Q9P2E7	P18031	878
Q9Y5E4	P06241	878
P12931	Q9Y5E2	878
P61160	O60330	878
Q9Y5F8	Q8NEV1	878
P42685	P68133	878
Q9Y5I0	P18031	878
P63267	P33151	878
O15111	P25963	878
P68032	Q9BYE9	878
Q9ULB4	P68133	878
P51828	P16520	878
P40933	P01589	878
P16885	P05771	878
P35222	Q9H461	878
Q562R1	Q9NYQ7	878
Q12841	Q9H461	878
Q04721	O00587	878
P18031	P55289	878
P52333	P05231	878
P35222	O60330	878
P00533	Q9ULB4	878
P01583	Q01344	878
P26951	Q07889	878
Q15303	Q9Y5E9	878
Q9Y5I3	P68133	878
Q9UP38	O14904	878
Q9Y5G2	P60709	878
Q9ULV1	P41221	878
Q9Y5H1	P68032	878
P10145	P25024	878
P19784	Q9Y5E2	878
P21860	Q13634	878
P35222	Q9Y5F3	878
O00587	P80370	878
Q9Y5F9	P68133	878
P31749	P49841	878
P01583	Q14626	878
P51828	P63218	878
P68032	Q9Y5F3	878
Q9Y219	Q9NR61	878
Q562R1	Q96QU1	878
O15111	P17252	878
P63267	Q9UQB3	878
Q9H251	P18031	878
P00533	Q9Y5F7	878
Q15349	P28482	878
Q9UN70	P35222	878
P67870	Q96QU1	878
P52735	P15153	878
Q07889	P15248	878
Q9Y5H0	P67870	878
P14616	P35568	878
P40763	Q8TD08	878
Q9HC56	P67870	878
P45983	P45985	878
P63261	Q9UN67	878
Q07812	P55061	878
Q9Y5H6	P21860	878
P42701	Q9H6Q3	878
P27361	P51812	878
P68032	P55285	878
Q9UQB3	Q13634	878
P63267	Q9Y5F9	878
P04626	Q9Y5G7	878
Q8NEV1	Q9Y5H9	878
Q9HCL0	P21860	878
P00533	P61160	878
P26951	P15248	878
P40189	Q07889	878
P46531	Q8NES3	878
P28482	Q03060	878
Q8TDW7	P68133	878
P55287	P12931	878
P15248	P25025	878
P00533	Q9BYE9	878
P10145	Q9UHF4	878
Q9UN70	P42685	878
P68133	O60716	878
Q9NYQ7	P67870	878
O15519	Q92851	878
Q562R1	P55291	878
Q13490	P55211	878
Q9NPG4	P21860	878
P42685	O60330	878
P19784	Q9Y5G8	878
P61160	P55290	878
P04626	Q9Y5G5	878
Q9UBV4	P35222	878
Q8TAB3	P06241	878
Q8NEV1	Q9Y5I2	878
O95831	P54652	878
P25024	Q07889	878
P52333	P05113	878
O60716	Q8N6Y1	878
Q9UP38	Q12841	878
O60716	Q9UN71	878
P12931	Q9Y5F3	878
P63261	Q9H159	878
Q9Y5F9	P18031	878
P01583	Q13651	878
P62736	Q9UN71	878
Q9UN70	P18031	878
P31751	P29474	878
Q9GZT5	Q9ULW2	878
P01100	P45984	878
Q13261	P20809	878
P19784	Q9ULB4	878
P35222	P55290	878
P21860	Q9Y5I2	878
O60330	P18031	878
P35222	O00144	878
Q02156	P78560	878
Q9UM47	P80370	878
Q99683	P48023	878
Q562R1	Q9Y5I3	878
Q9Y5H1	P68133	878
Q9UHF4	P25025	878
P42338	P07948	878
P63261	Q13634	878
P35225	Q14627	878
Q08334	Q14116	878
Q9UM47	Q8NES3	878
Q12933	P05771	878
Q9NPF7	Q14116	878
Q8NEV1	Q9Y5G2	878
Q9HCU4	P00533	878
P68032	P67870	878
P42701	Q14116	878
Q9P2E7	P35222	878
Q9NYQ6	P12931	878
Q9BYE9	P06241	878
Q9Y5F2	Q9UQB3	878
P35222	P16591	878
P00533	Q9Y5F0	878
P68133	Q9Y5E5	878
Q15628	P05771	878
P35222	P41221	878
P17947	Q8TD08	878
Q9UHF4	P01583	878
Q02156	O14920	878
P63261	O60330	878
Q9UN73	O60716	878
P13232	P35568	878
P00533	Q9UN75	878
P06241	Q9ULB5	878
Q9Y5H6	P63261	878
P35222	Q13467	878
P42685	Q9NYQ8	878
Q9UHF4	P42338	878
P63267	Q9UJ99	878
P15248	Q13261	878
Q16611	Q07812	878
P63267	Q9Y5I0	878
P35222	Q9BZA7	878
Q9Y5G7	P60709	878
Q15303	P63261	878
Q13546	P48736	878
P63267	Q8N6Y1	878
Q562R1	Q9HBT6	878
O75309	Q15303	878
Q9Y5H6	P16591	878
P05231	Q14626	878
P55283	O60716	878
Q9BYE9	Q8NEV1	878
Q13164	P19419	878
P19784	Q9Y5H9	878
P06241	Q9Y5G2	878
Q9Y5F1	O60716	878
Q12864	P12931	878
P35222	P49841	878
P19784	Q9Y6N8	878
Q9NYQ8	P18031	878
P55283	P62736	878
Q15303	P68133	878
Q9ULB5	Q9UQB3	878
P27361	P28324	878
P01583	Q9H6Q3	878
Q06643	P78560	878
Q9H1J5	Q9H461	878
P40189	P01589	878
P25025	Q14627	878
P63267	Q8TAB3	878
Q15303	Q9Y5H8	878
P04626	P55290	878
P07948	Q8WV28	878
P42685	Q9UN67	878
Q9Y5F7	O60716	878
Q08174	P68133	878
P06241	Q9Y5H0	878
Q562R1	Q9Y5G6	878
P68032	Q14517	878
P21860	Q9H158	878
Q99683	P25445	878
P63267	Q9Y5I2	878
P27361	P42224	878
Q15628	Q99558	878
Q8TDW7	P06241	878
Q9Y5G7	P61160	878
Q13546	O95819	878
Q9Y5H7	P12931	878
Q9UN73	P60709	878
Q01344	Q08334	878
P16591	Q9ULB5	878
P10071	Q9UMX1	878
Q13546	P78560	878
P68032	Q8N6Y1	878
Q9Y5E9	P62736	878
Q9Y5G2	P67870	878
P31321	Q9UMX1	878
Q9Y5G7	P35222	878
P10145	Q14627	878
Q9UN66	P68133	878
Q93098	Q9ULW2	878
P20809	Q08334	878
P42338	P15391	878
Q8TDW7	P16591	878
P68032	Q8TAB3	878
P22301	P24394	878
Q96JP9	P63261	878
P04626	O60330	878
P35225	P08887	878
P42701	Q14626	878
P10145	P25025	878
P27361	P42226	878
Q8TDW7	P63261	878
P61160	Q9Y5I1	878
Q9Y5I3	P63261	878
P16591	P60709	878
P42685	Q9NYQ7	878
Q9Y5F6	P21860	878
Q9P2E7	P60709	878
Q9Y5H7	P04626	878
Q96JP9	P16591	878
Q562R1	Q13634	878
P01589	Q9Y4H2	878
P55210	P05198	878
P42338	P13232	878
P20809	P78552	878
P68032	Q9Y5G8	878
P19784	P63261	878
Q9UHF4	P35568	878
P48023	P25445	878
P12931	P55285	878
P10145	P24394	878
Q16659	P41970	878
Q15628	P24723	878
Q9Y5E5	Q9UQB3	878
P40933	Q01344	878
Q9NYQ7	P18031	878
Q9H488	Q99466	878
Q9UQB3	Q96QU1	878
P60709	P55290	878
Q8TAB3	P21860	878
Q96JP9	P42685	878
P25024	P29353	878
P05112	Q08334	878
Q12933	P17252	878
Q562R1	P55289	878
P62736	Q9HBT6	878
P63267	Q9Y5G3	878
Q9UP38	Q93098	878
P00533	Q8N6Y1	878
P99999	Q07817	878
P25025	Q07890	878
Q15303	Q9UN73	878
P09544	Q9NPG1	878
Q9HCL0	P62736	878
P63261	Q9H158	878
P22223	P06241	878
P61160	Q9Y5H9	878
Q9UJ99	O60716	878
Q8WV28	P01111	878
P35568	P78552	878
Q15303	P62736	878
Q9HCU4	Q9UQB3	878
Q9HC56	P18031	878
Q9P2E7	P61160	878
Q15303	Q9NRJ7	878
P16591	Q9H158	878
Q9Y5F8	P04626	878
P18031	Q96QU1	878
P29353	Q01344	878
Q9Y5H6	P62736	878
P55286	P68032	878
P63261	O60716	878
Q93098	O60353	878
Q9UQB3	Q9Y5F0	878
Q9UN66	P16591	878
P00533	P19022	878
P00533	Q9UN72	878
Q9HCL0	Q9UQB3	878
P00533	Q8TAB3	878
Q13158	P25445	878
Q9NYQ7	P63261	878
P25024	P35568	878
P00533	Q9Y5F1	878
Q9Y5E7	P06241	878
Q9Y5H7	P68133	878
Q15465	P08151	878
Q9Y5H5	P12931	878
Q9Y5I4	P62736	878
Q9Y5F1	P61160	878
Q9Y5F7	Q8NEV1	878
P25025	P22301	878
P27361	P49137	878
P63000	Q8WV28	878
Q9BZA7	P67870	878
Q9NYQ7	O60716	878
Q9Y6F9	Q9ULW2	878
Q9Y219	P46531	878
O75309	P60709	878
Q9UQB3	Q9Y5G3	878
P06241	Q9Y6N8	878
O60330	P60709	878
P25025	P78552	878
P15248	Q9Y4H2	878
P00533	Q9Y5G8	878
P07948	P20273	878
P67870	P55289	878
P68032	Q9Y5G3	878
Q99683	Q8IVH8	878
P63261	Q96QU1	878
Q8WV28	P40259	878
Q9Y5H3	P63261	878
P63267	Q9Y5F3	878
Q07812	P10415	878
Q00653	P25963	878
P29474	Q9Y243	878
Q9UN66	P12931	878
Q9HCL0	P16591	878
P35222	Q9UN74	878
P04626	P63267	878
Q9Y5H1	P12931	878
Q9Y5I3	P21860	878
P04626	Q9UN71	878
Q9Y5E3	Q15303	878
Q9UBV4	O75084	878
Q9Y5I3	P60709	878
Q9Y5H2	Q9UQB3	878
Q9Y5H3	P16591	878
P35222	Q9UQB3	878
Q15303	Q9Y5E2	878
Q9Y5F9	P21860	878
Q07889	P24394	878
Q9Y5F2	P16591	878
P62736	Q9H158	878
Q9H159	P62736	878
Q9Y5F9	P60709	878
P68032	P35222	878
Q562R1	Q9Y5I2	878
P20809	Q07890	878
Q9Y618	Q04721	878
Q9NR61	O14672	878
Q9HCL0	P63261	878
P21860	Q9Y5G2	878
P35222	O60353	878
Q9Y297	Q9UMX1	878
Q9Y5F6	P42685	878
P35225	P52333	878
Q14571	Q8WV28	878
Q14517	P62736	878
Q99466	Q8NES3	878
Q9NPG4	Q15303	878
Q562R1	Q9HCL0	878
P45983	O14733	878
Q9H1J5	Q9ULV1	878
P04626	Q9NYQ8	878
Q9UKB1	Q9UMX1	878
P63261	P12830	878
P63267	Q9NYQ6	878
Q9Y5F1	P06241	878
Q9Y5H2	P18031	878
P42701	Q14627	878
Q9NPF7	Q9Y4H2	878
P19784	P62736	878
P42685	Q9NRJ7	878
P27361	P41970	878
Q9UP38	Q9Y6F9	878
Q9Y4H2	Q08334	878
Q9Y5G6	P68133	878
Q9Y5E9	Q9UQB3	878
P04626	Q9NRJ7	878
P35225	Q9H6Q3	878
P26951	Q07890	878
Q15759	P05412	878
P63267	O95206	878
Q9Y5F2	P12931	878
P04626	O60245	878
P40933	Q14627	878
P26951	P35568	878
P12830	Q9UQB3	878
P20718	Q92851	878
P62879	P51828	878
P05113	Q14627	878
Q9Y5I3	P61160	878
Q9BYE9	P35222	878
Q9Y5F8	P21860	878
P62736	Q9UN67	878
Q9Y5E8	P06241	878
P61160	Q9UN71	878
Q8N6Y1	P12931	878
P56704	Q9NPG1	878
P61160	Q8N6Y1	878
P01589	P20809	878
Q9Y5F9	P61160	878
Q9Y5F2	P62736	878
P68032	Q9Y5F7	878
P08887	P22301	878
Q9UN73	Q9UQB3	878
Q562R1	Q96JQ0	878
Q9P2E7	P68133	878
Q9Y5I4	P21860	878
Q9Y5H2	P63261	878
Q562R1	Q8N6Y1	878
Q8NEV1	Q9Y5G3	878
O14920	Q05655	878
Q14517	P16591	878
P63267	P55290	878
Q9Y5F1	P12931	878
P42336	Q14116	878
Q562R1	P19022	878
Q562R1	Q9UN72	878
O95831	P11142	878
P05231	Q13651	878
P62993	Q05655	878
P06241	Q9NYQ8	878
Q9HBT6	P18031	878
Q8NEV1	Q9HBT6	878
Q9H251	Q8NEV1	878
Q9Y5E4	Q9UQB3	878
O00744	O75084	878
Q99683	P46734	878
Q9Y5E3	P67870	878
Q9HBE4	Q01344	878
P52630	Q8TD08	878
Q14626	P35568	878
Q08174	P42685	878
Q9UER7	Q92851	878
P50591	O14798	878
P16591	Q8N6Y1	878
Q15628	Q92851	878
P35222	Q9HBT6	878
