protein1	protein2	score
Q8NEV1	P63261	960
P00533	Q9H158	960
P25024	P05113	960
Q9UK32	Q16659	960
P28482	Q02750	960
P11717	Q9Y4H2	960
Q14790	O95429	960
Q16659	P17947	960
Q16659	P51812	960
P55287	Q9UQB3	960
P01374	Q99558	960
O14733	P45984	960
P55291	P21860	960
Q12933	P48736	960
P63267	Q9HCL0	960
P00533	O60245	960
P27361	P51692	960
P68032	Q9UN73	960
P62736	Q9Y5G3	960
P04626	P55287	960
Q15628	P17252	960
Q16659	P52630	960
P26951	P42338	960
P60568	P42338	960
P27361	Q02750	960
Q9BYE9	P12931	960
Q9BYE9	P61160	960
P04628	O75084	960
P10071	Q9NRP7	960
P55286	P00533	960
Q9Y5H3	P42685	960
Q9Y5I4	P35222	960
P56705	O00144	960
Q562R1	Q9BYE9	960
P19784	Q9Y5H5	960
P99999	Q07812	960
P25024	P05112	960
P42701	Q01344	960
P55291	O60716	960
P63261	O95206	960
O75309	P12931	960
Q9UN67	P06241	960
Q9Y5E8	P62736	960
Q9Y5E5	P60709	960
O00144	P56704	960
P28482	P18848	960
P00533	Q9Y5F3	960
Q9H1J7	Q13467	960
Q9UER7	Q99683	960
P35222	Q9UN72	960
P35222	P19022	960
Q99665	P24394	960
P61160	Q9Y5G2	960
Q9Y5E9	O60716	960
P68032	Q9Y5G7	960
P68032	Q9UN75	960
P68032	P18031	960
P42685	Q9UN71	960
Q8TDW7	Q9UQB3	960
Q08174	Q15303	960
P42338	P31751	960
P68032	Q9Y5E3	960
Q08174	P06241	960
P24723	P78560	960
P60568	P01589	960
Q07889	P08887	960
P35222	Q8N6Y1	960
Q9Y5I1	P62736	960
Q9ULV1	P04628	960
P63267	Q9Y5H0	960
P04626	Q9Y5E3	960
P42685	P12830	960
Q02156	Q13546	960
Q9Y5F9	P16591	960
P04626	O75309	960
P21860	P22223	960
P16591	Q9UN71	960
P48023	Q13158	960
Q562R1	Q9Y5G3	960
P04626	Q9Y5H0	960
Q9P2E7	P63261	960
P10145	Q9NPF7	960
Q8WXG6	Q06643	960
P68032	Q9Y5E7	960
Q15303	Q9UN67	960
Q9Y5I4	P42685	960
Q9UN70	P04626	960
Q9Y5I1	P12931	960
P05412	P28482	960
P61160	Q9Y5I2	960
P60709	Q9UN71	960
Q8TDW7	P67870	960
P42685	Q9Y5H5	960
Q07889	P22301	960
P63267	Q9Y5G2	960
Q8NEV1	P55290	960
Q9Y5H1	P42685	960
O75309	P35222	960
P63261	Q9Y5F0	960
Q9UJ99	P42685	960
Q9Y5F8	P42685	960
P01583	P42336	960
P10071	P49841	960
Q13546	P19438	960
Q13467	O00755	960
P42226	Q8TD08	960
Q9Y5I3	Q9UQB3	960
Q9HC56	P68133	960
O60716	Q9HBT6	960
Q9BZA7	P63261	960
P27361	P05412	960
P35222	Q9Y5I2	960
Q562R1	Q9HC56	960
Q9UM47	Q9UBG7	960
O14920	P17252	960
Q12864	P18031	960
P68133	P55289	960
P05129	O15111	960
Q9Y5E9	P12931	960
P63261	P12931	960
Q9UJ99	P18031	960
P21860	O95206	960
Q9HCL0	O60716	960
Q9UP38	P56706	960
Q9BYE9	Q9UQB3	960
P63261	Q9Y5E5	960
P26951	P13232	960
P05113	Q9Y4H2	960
Q9Y5F6	P06241	960
P68032	Q9HCU4	960
Q969H0	Q9UM47	960
P10071	Q13635	960
Q9HCL0	P61160	960
Q05655	Q06187	960
Q9UN70	P06241	960
P19784	P12830	960
P15248	Q01344	960
P78560	P17252	960
Q9UHF4	P14784	960
Q9GZT5	O75084	960
Q9BYE9	P62736	960
P24723	Q13546	960
Q04721	P78504	960
Q9NPG4	P16591	960
Q07889	P25025	960
Q9H1J5	Q9NPG1	960
P21860	Q9UN74	960
P04626	Q9Y5F7	960
P06241	P55285	960
Q14765	Q16659	960
Q562R1	Q9Y5E8	960
Q9H6Q3	P24394	960
Q9NR28	Q13489	960
O14905	Q9ULW2	960
Q86X95	Q9UBG7	960
O75309	P42685	960
Q13233	O14733	960
Q562R1	Q9UN66	960
P42685	Q9Y5H9	960
Q9UHF4	Q08334	960
P18031	Q9Y5I2	960
P62736	Q96JQ0	960
O00744	O00144	960
P68032	Q9UQB3	960
P26951	P25025	960
P28482	Q9HBH9	960
P01308	P35568	960
P42701	Q07890	960
P52333	Q14116	960
Q9Y5H1	O60716	960
Q9UN70	Q8NEV1	960
Q12864	P35222	960
Q9Y5I2	P12931	960
P42338	P22301	960
P13232	Q08334	960
Q9Y5F8	P61160	960
Q13261	Q9Y4H2	960
Q8NEV1	O60330	960
Q96JQ0	P12931	960
P29353	P13232	960
Q14573	P62993	960
Q15628	Q04759	960
Q9UM47	Q06330	960
P04626	Q9Y5F6	960
Q562R1	Q9Y5H2	960
P08887	P42336	960
Q9Y5H7	P63267	960
P22301	Q9Y4H2	960
P16591	P55289	960
P40933	Q13651	960
Q07889	Q01344	960
P25024	P14784	960
Q9Y5H2	P67870	960
Q9H1J5	Q13467	960
Q14332	O14904	960
P35222	Q9Y5H9	960
P05231	Q9Y4H2	960
P42338	P08887	960
P25025	P05113	960
Q08174	P12931	960
Q05655	P78560	960
P08887	P05112	960
O60716	Q9Y5G2	960
P15248	Q9NPF7	960
P52333	Q14626	960
P01112	Q06187	960
Q9NYJ7	Q8NES3	960
P16591	Q9Y5I2	960
Q9H159	P67870	960
P63267	Q86UP0	960
P63267	Q9Y5H4	960
Q9HC56	P61160	960
P61160	P19022	960
P61160	Q9UN72	960
Q8TDW7	P62736	960
P42701	P60568	960
P40189	P14784	960
Q15628	O95819	960
P35222	Q9Y5F0	960
Q13164	P41970	960
P00533	Q9P2E7	960
P12931	P55289	960
O00144	P04628	960
P10145	P40189	960
P16591	Q9UN73	960
P15056	P01111	960
P42685	Q9Y5G2	960
P40933	Q9Y4H2	960
P21860	P62736	960
Q9Y5E8	P61160	960
Q9Y5E8	P12931	960
P20809	Q14627	960
Q96JP9	O60716	960
Q9HC56	P00533	960
Q9Y5E3	P19784	960
Q562R1	Q9Y5G7	960
Q9Y5H7	P68032	960
P21860	Q9NYQ7	960
P35222	P12931	960
P29353	P01111	960
Q16611	O43521	960
Q9ULB4	P16591	960
P00533	Q9Y5G6	960
Q12864	P06241	960
Q8NES3	P78504	960
O14920	P05771	960
P35222	Q96JQ0	960
P63267	P42685	960
Q562R1	P12931	960
P68032	Q9ULB5	960
P04626	Q8TAB3	960
P15498	P15153	960
Q562R1	Q9Y5E3	960
Q562R1	Q9Y5H3	960
Q13261	P35568	960
Q9Y6F9	Q9NPG1	960
P45983	P01100	960
P68032	O60330	960
P00533	Q9Y5H8	960
Q562R1	Q9Y5E5	960
P55287	O60716	960
Q9BYE9	P42685	960
Q562R1	Q9BZA7	960
P19784	Q9Y5E7	960
Q9ULV1	P56704	960
Q99466	P78504	960
Q9Y5F1	P68133	960
P55283	Q9UQB3	960
Q9Y5H3	P21860	960
P10145	Q01344	960
P42685	Q9ULB4	960
P01589	Q14116	960
P04626	Q9Y5E8	960
P46531	P80370	960
Q9Y5F6	P60709	960
Q14765	Q13164	960
Q86UP0	O60716	960
O60716	Q9Y5H4	960
P19784	Q9Y5E6	960
Q9Y5E3	P16591	960
P05231	P35568	960
Q9Y5H6	Q8NEV1	960
P15248	Q14627	960
Q15303	P60709	960
P04626	Q9UJ99	960
Q9UP38	Q9H1J7	960
P05112	P24394	960
P06241	Q9Y5H8	960
Q9ULB4	O60716	960
Q9BYE9	P18031	960
P14784	Q9Y4H2	960
P51812	Q13164	960
Q04721	Q9NR61	960
Q9NYJ7	O00587	960
P21860	Q9Y5H8	960
P19784	P22223	960
P42336	P15391	960
P04626	Q9NYQ7	960
Q9Y5F8	Q9UQB3	960
P06241	Q9HBT6	960
P42685	Q9Y5H0	960
Q9Y5I4	P16591	960
P21860	P12830	960
P10145	P52333	960
Q9HCL0	P35222	960
P16591	Q9Y5E7	960
Q14517	P63261	960
Q86UP0	Q9UQB3	960
Q9Y5H4	Q9UQB3	960
Q06643	P19438	960
P31751	P42336	960
Q9HCU4	P19784	960
Q9UN70	O60716	960
P63261	P06241	960
O95071	Q9UMX1	960
Q15628	Q14790	960
Q9Y5F6	O60716	960
Q9Y5H7	P62736	960
P04628	Q9H461	960
P67870	O95206	960
O75309	P62736	960
Q9Y5H1	P63267	960
P62736	O60330	960
Q9Y5F6	P61160	960
Q9H6Q3	P25025	960
P68032	Q9H251	960
Q15303	Q9ULB5	960
Q9Y5F6	P12931	960
P13232	P08887	960
Q92542	P49768	960
P27361	P15336	960
Q96JP9	P18031	960
Q9Y5G8	P60709	960
Q9Y243	O43524	960
P60568	Q9H6Q3	960
O00744	Q13467	960
P04626	Q9Y5I2	960
P42685	Q9Y5E7	960
Q8NEV1	Q9ULB5	960
Q9Y5E3	P62736	960
Q9Y5G6	P19784	960
Q9Y5F1	P16591	960
P29353	P25025	960
