protein1	protein2	score
P78552	P42336	625
Q9H461	P41221	625
Q13546	P48736	625
P60709	O60245	625
P06241	Q9Y5I4	625
P19838	P25963	625
P24723	O14920	625
P60709	Q9Y5H5	625
P60709	Q9Y5F2	625
P00533	Q9Y6N8	625
Q9Y5G8	P42685	625
P62879	P51828	625
P12931	P55291	625
P51692	Q13164	625
P25025	Q13261	625
P06241	Q9Y5H2	625
P08887	P05113	625
P19022	P63267	625
P63261	Q9Y5H7	625
P68032	Q9Y5F8	625
P35568	Q01344	625
P08575	P07948	625
P62736	O75309	625
P35222	Q9HC56	625
Q07890	P42701	625
P19784	Q9UN71	625
P68032	Q9Y5E4	625
P06241	Q9Y5E8	625
P46734	Q99683	625
P62993	Q05655	625
P42338	O15530	625
O75084	O00755	625
P68133	Q9Y5F1	625
P00533	P55290	625
Q9Y5F6	P00533	625
P63267	Q8N6Y1	625
P08887	P10145	625
P13232	P25024	625
P18031	Q9Y5I4	625
P35225	P78552	625
P19438	Q06643	625
P05231	P52333	625
Q8NEV1	Q9Y5E2	625
P42685	Q9Y5E3	625
Q9NYQ6	P21860	625
Q9Y5G2	Q562R1	625
Q9NR61	Q04721	625
P31749	P42336	625
P60709	Q9UN71	625
Q9H158	Q9UQB3	625
Q12933	P17252	625
P19784	P55285	625
P25963	Q04864	625
P12931	Q9Y5I3	625
O60716	Q9UN72	625
P60568	Q08334	625
Q9Y5H4	Q9UQB3	625
P42685	Q9UJ99	625
O60716	O60330	625
P55286	P60709	625
Q9NPG4	P61160	625
Q9NYQ7	P60709	625
Q8NEV1	P22223	625
P35222	Q14332	625
P05231	P78552	625
Q9Y5F9	P00533	625
Q16611	O95831	625
Q9Y5G7	P16591	625
Q14627	P52333	625
O14654	P05019	625
P40189	P10145	625
P68133	Q9UN66	625
P12931	Q8N6Y1	625
Q9Y5H0	Q562R1	625
P68032	Q9Y5G2	625
P12931	Q9Y5F9	625
Q01344	P05113	625
P12931	P62736	625
P67870	Q9ULB4	625
Q9Y4H2	P20809	625
P62736	Q9P2E7	625
Q562R1	Q9Y5H2	625
O14904	Q13467	625
P63261	Q8NEV1	625
P62736	Q9Y5E9	625
P67870	Q14517	625
Q969H0	Q9UM47	625
P25025	Q9NPF7	625
Q9Y5F1	Q9UQB3	625
P31323	P08151	625
Q14643	Q07889	625
P35222	Q9Y5G7	625
Q8IVH8	Q15628	625
Q9Y5H1	P60709	625
P40189	P05113	625
P18031	P19022	625
Q9Y5F6	P19784	625
P68133	Q8NEV1	625
P29353	Q08334	625
P05112	P52333	625
Q9Y4H2	P06213	625
Q9UN75	P06241	625
Q9Y5H8	Q8NEV1	625
P10145	P42336	625
Q9UM47	P49757	625
P67870	Q9Y5G6	625
P27361	P51812	625
P04626	Q9Y5F3	625
P63267	Q9Y6N8	625
P42701	Q9HBE4	625
P06241	Q9P2E7	625
P01589	P40933	625
Q14626	P40933	625
P10415	Q16611	625
P62879	Q08462	625
P48736	P15391	625
Q562R1	Q9Y5F3	625
Q9UJ99	P61160	625
Q15303	P22223	625
O96014	Q9ULW2	625
P28482	P17947	625
P26951	P05112	625
Q8TDW7	Q562R1	625
Q9NYQ7	P04626	625
P67870	P61160	625
P35222	Q9HCL0	625
P35222	Q9Y5E5	625
P35568	P05112	625
P04626	Q9UN72	625
Q9H251	P63267	625
P35222	Q9Y5E9	625
Q9Y5E6	P35222	625
P04626	O60330	625
P25024	P10145	625
P19022	Q15303	625
P13232	P08887	625
Q562R1	Q9UN72	625
P78504	P80370	625
P18031	Q9P2E7	625
Q9Y5E6	P62736	625
P63267	P19784	625
Q14626	P42701	625
P42338	Q13261	625
Q9UKB1	P10071	625
O60716	Q9Y5F1	625
P68032	Q9Y5H1	625
P63261	Q9UJ99	625
P35222	Q9UBV4	625
Q9Y5E5	P16591	625
P40189	P25025	625
P35222	Q9Y5H3	625
Q14626	P52333	625
P42701	P15248	625
Q04721	Q9H488	625
Q9Y5G7	Q9UQB3	625
P62993	Q07890	625
P25963	O14920	625
P36507	P04049	625
P55291	Q15303	625
P55291	Q8NEV1	625
O75084	Q9UBV4	625
P42685	Q9ULB4	625
P67870	Q8TAB3	625
P20809	Q13261	625
Q07890	Q14643	625
Q99558	P20333	625
Q9NYQ7	Q8NEV1	625
Q9Y5H6	P16591	625
P49674	P10071	625
P21860	Q9Y5E9	625
P67870	Q96QU1	625
P29353	P10145	625
P68032	P55287	625
P17252	Q15628	625
Q9Y618	Q99466	625
P48729	Q9UMX1	625
P62736	Q9Y5I2	625
Q9Y5I4	P60709	625
P13945	P50150	625
Q9NYQ6	P68133	625
P31323	P10071	625
O95206	P61160	625
P68032	Q9NYQ8	625
P42685	Q9NYQ8	625
Q04721	P49757	625
Q14627	P40189	625
Q9Y5G5	Q8NEV1	625
P19022	O60716	625
Q9Y5E7	P21860	625
Q9H6Q3	P42701	625
Q9Y5E7	P42685	625
Q16659	P01106	625
Q9UN74	P63267	625
P67870	Q9Y5H8	625
Q07890	Q13261	625
Q9Y5F1	P21860	625
P55290	P61160	625
Q08462	P50150	625
Q13261	P52333	625
P60709	Q9UN66	625
P12830	P19784	625
P62736	Q9UQB3	625
Q9UM47	Q9UBG7	625
Q9HC56	P16591	625
Q9ULB4	Q9UQB3	625
P67870	P63261	625
P04626	Q9Y5H3	625
P40189	P05112	625
P29353	P15248	625
Q8NEV1	Q9ULB4	625
P18031	Q96JP9	625
Q99665	Q13261	625
Q13546	Q14790	625
Q9Y4H2	Q9NPF7	625
Q562R1	Q9NYQ8	625
P35222	Q9Y5G5	625
P42338	Q9NPF7	625
P68133	Q9UN71	625
P63267	P22223	625
P35222	P55285	625
O60353	O00755	625
Q07889	P16885	625
P12931	Q9Y5H0	625
Q9Y4H2	Q01344	625
Q9Y5H5	P21860	625
Q9Y5F2	P21860	625
Q9UHF4	Q9H6Q3	625
Q9Y618	P46531	625
P11912	Q8WV28	625
Q9Y5F6	P60709	625
Q9NYQ7	P35222	625
P35222	Q96JQ0	625
Q9Y5G2	Q9UQB3	625
Q15303	P55285	625
P63261	Q9UN73	625
Q9H251	Q9UQB3	625
P35222	P22223	625
P67870	P55283	625
Q13261	P40933	625
Q9Y5E6	P04626	625
Q562R1	Q9HBT6	625
P63000	Q9Y2U5	625
Q9Y5F0	Q9UQB3	625
Q9UHF4	P60568	625
P19784	Q9Y5H2	625
Q9Y5H6	Q9UQB3	625
P67870	Q9UN73	625
P62993	Q14573	625
Q9ULV1	P56705	625
P42229	Q8TD08	625
P04626	Q9Y5H0	625
Q16659	Q15418	625
P19784	Q9HC56	625
Q9Y5F0	P04626	625
P68133	Q96JQ0	625
Q9UP38	Q9H1J7	625
Q14627	P05113	625
Q9UN73	P61160	625
P35222	Q9Y5F3	625
P12931	Q9UN70	625
P68133	Q9UJ99	625
Q07890	Q9Y4H2	625
P60709	P55287	625
Q9NPF7	P52333	625
P51828	P59768	625
Q9UN74	P16591	625
Q07890	P40189	625
P55283	Q15303	625
Q9NRJ7	P42685	625
P68133	Q9H158	625
O60716	Q12864	625
P68133	P00533	625
P55286	P21860	625
P60568	Q01344	625
P01589	P20809	625
Q02156	P78560	625
O14905	Q9ULW2	625
Q8TAB3	P00533	625
P04626	Q9HBT6	625
P29353	Q9NPF7	625
O14733	Q99683	625
P55285	P21860	625
O60353	Q9H1J7	625
Q9Y5G2	P42685	625
P41970	Q13164	625
P12931	Q8TAB3	625
Q86UP0	P16591	625
Q13634	P21860	625
Q13634	P63267	625
Q9UN70	P19784	625
Q9Y5H3	Q9UQB3	625
P99999	O14727	625
P04626	Q9ULB4	625
Q9Y5F9	O60716	625
P08887	Q07889	625
P08151	O95071	625
Q93097	O00144	625
Q9UN74	Q15303	625
P40933	Q9NPF7	625
P68032	P00533	625
P42701	P78552	625
Q05655	O15111	625
Q9Y5E7	P16591	625
Q9Y5E4	P16591	625
O60716	Q9HBT6	625
P12931	Q9ULB4	625
P16591	Q9Y5F1	625
P63261	Q9Y5I2	625
P18031	Q9H159	625
P20809	P42701	625
Q9NRJ7	P63267	625
P55287	Q9UQB3	625
Q9Y4H2	P05231	625
P06241	Q96JQ0	625
Q99665	Q07889	625
P55283	Q8NEV1	625
Q9H251	P04626	625
P60709	Q9Y5I0	625
P18031	Q9Y5E3	625
Q9Y5E7	P61160	625
P35222	O00744	625
P63261	Q14517	625
O14654	P11717	625
P00533	Q562R1	625
P16591	Q9UN67	625
P63261	P00533	625
P63000	P15498	625
Q9Y5H1	P00533	625
O96014	Q14332	625
O95206	P21860	625
P06241	Q9Y5E7	625
P10071	P31321	625
P67870	Q9Y5I3	625
P00533	Q9Y5I0	625
P05412	P53778	625
P17252	O15111	625
P35568	P24394	625
Q9Y6F9	Q9ULW2	625
P63267	P33151	625
Q9Y243	P42336	625
P06241	Q9UN66	625
Q9Y5I4	P19784	625
Q06187	P01112	625
Q07890	P05231	625
Q9Y5I3	P61160	625
Q13651	P29353	625
P05412	O15264	625
P12931	Q9NRJ7	625
P63261	Q96JP9	625
Q9UHF4	P40933	625
Q9NYQ6	Q9UQB3	625
Q9Y5G5	P16591	625
Q13467	Q9H1J7	625
Q9Y5E8	P19784	625
O95819	P78560	625
P28482	P18846	625
P67870	Q9Y5E7	625
P04626	Q9Y5E4	625
P40189	P24394	625
P40189	Q9NPF7	625
Q8NEV1	Q9Y5H2	625
P35222	P04626	625
P20809	P29353	625
Q13158	Q14790	625
Q9UM47	Q9BYC5	625
Q15628	P42336	625
P68133	Q9Y5H9	625
P13232	Q01344	625
P01112	P16885	625
P61160	Q9Y5I1	625
Q96QU1	P42685	625
O75084	O14905	625
Q9UN74	P21860	625
P67870	P68133	625
Q9HCL0	Q562R1	625
P42338	Q08334	625
P42338	P35568	625
P63261	Q9Y5E9	625
P27361	P05412	625
Q562R1	Q9Y5E9	625
P55286	P16591	625
P26951	P42701	625
Q14627	Q9Y4H2	625
P63261	Q9P2E7	625
Q14517	Q8NEV1	625
P19784	Q9Y5I0	625
P20809	P25025	625
Q15759	P01100	625
P56706	O60353	625
P35222	Q9Y5F9	625
P62736	Q9ULB5	625
P35225	Q9H6Q3	625
Q15303	Q9Y5H2	625
O60716	P61160	625
Q9Y5H4	O60716	625
Q99558	Q13546	625
P55287	P61160	625
P68032	Q9Y5H4	625
Q14626	P01583	625
Q9Y5H1	P19784	625
P15153	Q8WV28	625
Q9Y5G2	P63267	625
P01583	P78552	625
P60709	Q9ULB5	625
P68133	Q96JP9	625
P67870	Q9Y5E2	625
Q07890	P35568	625
P33151	P61160	625
P19784	Q9P2E7	625
P05113	Q9NPF7	625
Q9Y5F0	P63267	625
P12931	Q9Y5F6	625
Q8TD08	P19419	625
Q9NYQ7	P19784	625
Q8TD08	Q9HBH9	625
Q13634	O60716	625
P55291	P04626	625
Q99683	P01375	625
P12931	Q9HBT6	625
P06241	Q9Y5G7	625
P35222	Q9Y5G6	625
Q9NYQ6	Q15303	625
Q99466	P80370	625
P25024	P05231	625
Q9NRJ7	Q8NEV1	625
P18031	Q8TAB3	625
Q14627	P29353	625
Q9H1J5	Q9H461	625
O60716	Q9HC56	625
Q9Y5I4	P21860	625
Q12933	Q12851	625
Q8NEV1	Q9P2E7	625
P63267	Q9HBT6	625
P01375	Q15628	625
Q9NPG4	Q15303	625
P01589	P52333	625
P24394	P10145	625
P67870	Q9UN72	625
Q02750	P01112	625
O95206	Q9UQB3	625
Q9Y243	P42345	625
Q9UHF4	P10145	625
Q14116	P25025	625
P63267	Q9Y5I1	625
Q8TDW7	P68133	625
P12931	Q9Y5H6	625
P26951	P25025	625
O14654	P14616	625
Q9Y5I3	P19784	625
P35568	P01583	625
P00533	Q8N6Y1	625
Q99665	Q9NPF7	625
P60709	P19784	625
Q13467	O14905	625
P35225	P25025	625
P42338	P60568	625
Q9Y5H1	O60716	625
Q9NPG4	P16591	625
P12931	Q9ULB5	625
Q9Y5F9	P42685	625
O60716	Q9Y5H9	625
Q9HBE4	P52333	625
P62736	Q9HCL0	625
P29353	P14784	625
P35222	Q9Y5F7	625
Q9UHF4	P05113	625
Q9UN73	P60709	625
O15519	Q92851	625
Q13651	P10145	625
Q9UN75	Q9UQB3	625
P68032	Q9ULB4	625
Q9Y5H8	P06241	625
P28482	P42229	625
P67870	O95206	625
Q96QU1	P35222	625
P00533	Q9Y5E3	625
Q06187	Q05655	625
P35222	Q9Y5E8	625
Q15303	Q9UJ99	625
Q9Y5I4	P63267	625
P06241	Q9Y5E5	625
Q15303	Q9Y5E9	625
P68032	Q9Y5H5	625
P68032	Q9Y5F2	625
P63261	Q8TDW7	625
P06241	P12830	625
Q13651	P05113	625
Q8TD08	P52630	625
P06241	P19022	625
P28482	P18847	625
O95206	Q8NEV1	625
Q9Y5F8	P60709	625
P67870	Q9Y5G8	625
Q15303	Q96JP9	625
Q96QU1	P06241	625
P63261	Q9HCU4	625
Q9Y5H8	P62736	625
Q9H488	P46531	625
Q9Y4H2	P78552	625
Q15349	Q13164	625
P40259	P43405	625
Q9UJ99	P16591	625
P26951	P20809	625
P20333	Q06643	625
P60568	P52333	625
P61160	Q8N6Y1	625
Q9Y5F0	Q15303	625
P62736	Q9Y5E5	625
Q9Y5F0	P21860	625
P28482	P42226	625
Q9UHF4	P25025	625
P62736	P12830	625
P28482	Q15349	625
P62736	P19022	625
P60709	O75309	625
P35222	Q562R1	625
P42338	P05112	625
P01589	P01583	625
P68133	O60716	625
P63261	Q96QU1	625
Q96QU1	P62736	625
Q9Y5E7	P19784	625
Q92851	P55210	625
Q9UN75	O60716	625
Q96JP9	P16591	625
Q13164	P49137	625
Q8TD08	P41970	625
Q04759	O15111	625
P08887	P01583	625
Q9Y5F9	P16591	625
Q13651	P35568	625
Q13261	Q08334	625
P26951	Q9Y4H2	625
Q9Y5G8	P61160	625
P35225	P01589	625
Q06643	Q15628	625
P42685	Q9Y5E9	625
Q9Y5G8	Q15303	625
P68032	O60330	625
O60716	Q9Y5E9	625
Q02156	O15111	625
O75084	Q12841	625
O60245	P61160	625
Q9H1J7	Q9ULW2	625
Q08174	P61160	625
P14616	P05019	625
Q9Y5G2	Q8NEV1	625
Q9Y5H8	Q562R1	625
Q13467	P56704	625
Q9UN73	P19784	625
P67870	Q9Y5E6	625
Q9Y4H2	P42336	625
P19022	Q8NEV1	625
Q14116	P35568	625
Q9NR28	Q13490	625
Q14517	P19784	625
Q12933	Q05655	625
P04626	Q9UN67	625
P42338	P13232	625
Q9UP38	O14905	625
Q9Y243	P46527	625
P68032	Q9Y5E3	625
Q9H6Q3	Q01344	625
P12931	Q9P2E7	625
P68032	Q9Y5H8	625
P18031	P35222	625
P63267	Q9P2E7	625
Q9Y4H2	P14784	625
P00533	O75309	625
P63267	Q9UJ99	625
P01111	P04049	625
Q04721	Q86X95	625
Q9NYQ7	Q15303	625
P27361	P36507	625
Q12933	P78560	625
P62736	Q9Y5H1	625
P63261	P19784	625
P35222	P56703	625
Q9H6Q3	P40189	625
P60709	Q9Y5I1	625
P55211	O14727	625
O75154	P84085	625
P09544	O60353	625
P35222	Q9Y5H7	625
P05198	P19525	625
P60568	P40189	625
P13232	P52333	625
Q9Y5H1	P21860	625
O95206	P00533	625
P06241	Q9Y5H9	625
Q9H159	Q8NEV1	625
P40933	P52333	625
Q9Y5G7	P21860	625
P67870	Q9H159	625
P13232	Q99665	625
P55291	Q9UQB3	625
P60709	Q9UN67	625
Q07889	Q9HBE4	625
P01589	P05112	625
Q9UHF4	Q07890	625
P42685	P22223	625
P42685	Q9HC56	625
P22301	Q13261	625
P01344	P08069	625
P51828	P62873	625
Q86UP0	Q9UQB3	625
P35222	Q9Y5I1	625
P26951	P40933	625
P60709	Q8NEV1	625
P67870	Q9Y5H2	625
P68133	Q9Y5I2	625
O75084	P35222	625
Q9Y5E7	Q8NEV1	625
Q9Y5E4	Q9UQB3	625
Q562R1	O75309	625
Q9Y5F6	Q9UQB3	625
Q8NEV1	Q9NYQ8	625
P42685	P55285	625
Q12841	O00144	625
Q9Y5G5	P42685	625
P78552	P52333	625
P68032	Q13634	625
Q9UN74	P06241	625
P12931	Q9Y5E8	625
Q9P2E7	P16591	625
Q07812	O95817	625
O43524	P31751	625
P28482	P41970	625
P63261	O60245	625
Q562R1	O60245	625
P18031	O60716	625
Q9UN71	P61160	625
Q9Y5H7	P61160	625
P04626	P55290	625
Q9Y5E8	Q562R1	625
P63261	Q9ULB5	625
Q8NEV1	Q9UN67	625
P55286	P68133	625
P27361	P41970	625
P68032	Q14517	625
Q07890	P01583	625
P56706	P35222	625
Q9GZT5	O00144	625
P35222	Q9Y5E7	625
Q15303	Q96JQ0	625
P63267	P42685	625
Q13158	Q99683	625
P35568	P78552	625
Q13651	P60568	625
P01583	P14784	625
O60716	Q9BYE9	625
P67870	Q9Y5F6	625
Q13634	Q562R1	625
Q9Y5E7	Q15303	625
P68032	Q9BZA7	625
Q15628	Q05655	625
Q14643	Q06187	625
P01583	Q13261	625
Q8NEV1	Q9Y5I1	625
P61160	Q9NYQ8	625
O95206	P42685	625
P60709	Q9Y5F1	625
Q8NEV1	Q8N6Y1	625
Q15303	Q9UN66	625
P18031	Q9Y6N8	625
P15248	P52333	625
Q9Y5F0	Q8NEV1	625
P18031	Q12864	625
P68032	P19784	625
P25024	P35568	625
P53778	P01100	625
P25963	Q01201	625
Q8TDW7	O60716	625
Q8TAB3	P61160	625
P56706	Q14332	625
P68032	Q9NYQ6	625
Q9ULV1	Q93098	625
Q13651	Q07889	625
P68133	Q9Y5H5	625
P68133	Q9Y5F2	625
P40189	P40933	625
Q9Y5H0	Q15303	625
P78560	Q15628	625
O15264	P01100	625
Q9Y5H0	P61160	625
P40189	P14784	625
Q9NRJ7	P00533	625
P60568	Q99665	625
Q12933	O95819	625
Q15303	Q9Y5F7	625
Q14116	Q9Y4H2	625
P18031	Q13634	625
Q15303	Q9BYE9	625
Q9Y5E6	P42685	625
P62736	Q9Y5F3	625
P67870	Q96JP9	625
P04628	Q13467	625
Q8WXG6	P01375	625
P52735	Q8WV28	625
P06241	P61160	625
P10145	P52333	625
P63267	Q9Y5F8	625
P63261	Q9UN71	625
Q9ULV1	Q93097	625
Q15349	P01100	625
Q93097	Q9H461	625
P42338	P42701	625
P62736	P00533	625
P35222	Q9BYE9	625
P04626	Q9Y5H5	625
Q9Y5F6	P61160	625
P04626	Q9Y5F2	625
P18031	Q9NYQ6	625
P35222	Q9ULW2	625
Q8TD08	P17947	625
P62736	Q14517	625
P67870	Q9Y5E9	625
P67870	Q12864	625
Q93097	Q14332	625
P27361	P19419	625
P27361	Q9HBH9	625
P06241	Q9Y5F3	625
Q9UP38	O00744	625
P12931	Q9Y5E4	625
Q8TAB3	P60709	625
Q562R1	Q9Y5H4	625
Q9NYJ7	Q8NES3	625
P18031	Q9NRJ7	625
P24723	O15111	625
P05113	P52333	625
P63261	P22223	625
P62736	Q9Y5H2	625
Q9Y5F3	P61160	625
Q14116	Q07889	625
P35222	Q9UN73	625
Q9UN75	P04626	625
P63267	Q9Y5E3	625
P68133	Q9HCL0	625
P06241	O75309	625
Q9HCU4	P06241	625
P06241	Q14517	625
Q9Y5G5	P19784	625
Q14626	P35225	625
P35225	Q01344	625
P05412	Q15759	625
P52630	P52333	625
Q9Y5G2	P04626	625
P55286	P61160	625
P35568	Q08334	625
Q9NRJ7	P61160	625
O60353	O00744	625
Q9H159	P62736	625
P55283	P21860	625
P06241	P60709	625
P67870	Q9Y5I0	625
P68133	Q9Y5E3	625
P61160	O60330	625
P25445	Q9UER7	625
P78536	Q9NYJ7	625
Q9Y297	O95071	625
Q99466	Q8NES3	625
P27361	P49137	625
P26951	P05113	625
P51828	O60262	625
P14784	P42336	625
Q9H251	Q15303	625
Q9H158	Q562R1	625
Q14116	Q13261	625
P01111	P15056	625
P19784	Q9Y5E2	625
P05771	O15111	625
P12931	Q9Y5G5	625
Q14627	P05112	625
Q04721	Q8NES3	625
Q9H159	P06241	625
P27361	Q8N5J4	625
Q16659	P40763	625
P05231	P42701	625
P12931	Q9Y5I1	625
P25025	P52333	625
P06241	P33151	625
P68032	Q9UN66	625
P63267	Q9UN66	625
P18031	Q9Y5F8	625
Q14116	P25024	625
O95206	Q562R1	625
P27361	Q15349	625
P67870	Q9Y5H1	625
P63261	Q9BZA7	625
Q9Y243	O14920	625
P60709	Q9Y5H7	625
Q9Y5H0	Q9UQB3	625
Q04721	Q92585	625
Q9NRP7	P10071	625
P14784	P52333	625
Q9UN73	Q8NEV1	625
O14654	P42336	625
P28482	Q02750	625
P06241	Q9NPG4	625
Q9Y243	P38936	625
P68133	Q9Y5I3	625
Q04721	Q9UBG7	625
Q9NRP7	Q99835	625
P68133	Q9Y5F7	625
P62736	P33151	625
P22223	O60716	625
O00587	Q99466	625
P35225	P24394	625
P46531	Q9BYC5	625
Q8NEV1	O60330	625
P68032	Q9Y5H2	625
Q9NPG4	Q9UQB3	625
P62993	Q8WV28	625
Q9H251	P42685	625
P68032	Q9H251	625
Q9Y5F6	P63267	625
P67870	Q9NYQ7	625
P12931	Q9Y5F0	625
P35225	Q99665	625
P26951	Q9HBE4	625
P26951	P42336	625
Q9Y4H2	P01308	625
Q9UN70	P35222	625
P12931	Q9Y5F3	625
Q13546	P05771	625
Q13546	P17252	625
Q9Y5F0	P00533	625
P60709	Q96JP9	625
Q9Y5F8	Q15303	625
P62736	Q9NPG4	625
P51828	P63215	625
Q9Y5H3	P61160	625
