protein1	protein2	score
Q8NEV1	Q9P2E7	292
P63267	Q9HBT6	292
P01375	Q15628	292
Q9NPG4	Q15303	292
P01589	P52333	292
P24394	P10145	292
P67870	Q9UN72	292
Q02750	P01112	292
O95206	Q9UQB3	292
Q9Y243	P42345	292
Q9UHF4	P10145	292
Q14116	P25025	292
P63267	Q9Y5I1	292
Q8TDW7	P68133	292
P12931	Q9Y5H6	292
P26951	P25025	292
O14654	P14616	292
Q9Y5I3	P19784	292
P35568	P01583	292
P00533	Q8N6Y1	292
Q99665	Q9NPF7	292
P60709	P19784	292
Q13467	O14905	292
P35225	P25025	292
P42338	P60568	292
Q9Y5H1	O60716	292
Q9NPG4	P16591	292
P12931	Q9ULB5	292
Q9Y5F9	P42685	292
O60716	Q9Y5H9	292
Q9HBE4	P52333	292
P62736	Q9HCL0	292
P29353	P14784	292
P35222	Q9Y5F7	292
Q9UHF4	P05113	292
Q9UN73	P60709	292
O15519	Q92851	292
Q13651	P10145	292
Q9UN75	Q9UQB3	292
P68032	Q9ULB4	292
Q9Y5H8	P06241	292
P28482	P42229	292
P67870	O95206	292
Q96QU1	P35222	292
P00533	Q9Y5E3	292
Q06187	Q05655	292
P35222	Q9Y5E8	292
Q15303	Q9UJ99	292
Q9Y5I4	P63267	292
P06241	Q9Y5E5	292
Q15303	Q9Y5E9	292
P68032	Q9Y5H5	292
P68032	Q9Y5F2	292
P63261	Q8TDW7	292
P06241	P12830	292
Q13651	P05113	292
Q8TD08	P52630	292
P06241	P19022	292
P28482	P18847	292
O95206	Q8NEV1	292
Q9Y5F8	P60709	292
P67870	Q9Y5G8	292
Q15303	Q96JP9	292
Q96QU1	P06241	292
P63261	Q9HCU4	292
Q9Y5H8	P62736	292
Q9H488	P46531	292
Q9Y4H2	P78552	292
Q15349	Q13164	292
P40259	P43405	292
Q9UJ99	P16591	292
P26951	P20809	292
P20333	Q06643	292
P60568	P52333	292
P61160	Q8N6Y1	292
Q9Y5F0	Q15303	292
P62736	Q9Y5E5	292
Q9Y5F0	P21860	292
P28482	P42226	292
Q9UHF4	P25025	292
P62736	P12830	292
P28482	Q15349	292
P62736	P19022	292
P60709	O75309	292
P35222	Q562R1	292
P42338	P05112	292
P01589	P01583	292
P68133	O60716	292
P63261	Q96QU1	292
Q96QU1	P62736	292
Q9Y5E7	P19784	292
Q92851	P55210	292
Q9UN75	O60716	292
Q96JP9	P16591	292
Q13164	P49137	292
Q8TD08	P41970	292
Q04759	O15111	292
P08887	P01583	292
Q9Y5F9	P16591	292
Q13651	P35568	292
Q13261	Q08334	292
P26951	Q9Y4H2	292
Q9Y5G8	P61160	292
P35225	P01589	292
Q06643	Q15628	292
P42685	Q9Y5E9	292
Q9Y5G8	Q15303	292
P68032	O60330	292
O60716	Q9Y5E9	292
Q02156	O15111	292
O75084	Q12841	292
O60245	P61160	292
Q9H1J7	Q9ULW2	292
Q08174	P61160	292
P14616	P05019	292
Q9Y5G2	Q8NEV1	292
Q9Y5H8	Q562R1	292
Q13467	P56704	292
Q9UN73	P19784	292
P67870	Q9Y5E6	292
Q9Y4H2	P42336	292
P19022	Q8NEV1	292
Q14116	P35568	292
Q9NR28	Q13490	292
Q14517	P19784	292
Q12933	Q05655	292
P04626	Q9UN67	292
P42338	P13232	292
Q9UP38	O14905	292
Q9Y243	P46527	292
P68032	Q9Y5E3	292
Q9H6Q3	Q01344	292
P12931	Q9P2E7	292
P68032	Q9Y5H8	292
P18031	P35222	292
P63267	Q9P2E7	292
Q9Y4H2	P14784	292
P00533	O75309	292
P63267	Q9UJ99	292
P01111	P04049	292
Q04721	Q86X95	292
Q9NYQ7	Q15303	292
P27361	P36507	292
Q12933	P78560	292
P62736	Q9Y5H1	292
P63261	P19784	292
P35222	P56703	292
Q9H6Q3	P40189	292
P60709	Q9Y5I1	292
P55211	O14727	292
P09544	O60353	292
P35222	Q9Y5H7	292
P05198	P19525	292
P60568	P40189	292
P13232	P52333	292
Q9Y5H1	P21860	292
O95206	P00533	292
P06241	Q9Y5H9	292
Q9H159	Q8NEV1	292
P40933	P52333	292
Q9Y5G7	P21860	292
P67870	Q9H159	292
P13232	Q99665	292
P55291	Q9UQB3	292
P60709	Q9UN67	292
Q07889	Q9HBE4	292
P01589	P05112	292
Q9UHF4	Q07890	292
P42685	P22223	292
P42685	Q9HC56	292
P22301	Q13261	292
P01344	P08069	292
P51828	P62873	292
Q86UP0	Q9UQB3	292
P35222	Q9Y5I1	292
P26951	P40933	292
P60709	Q8NEV1	292
P67870	Q9Y5H2	292
P68133	Q9Y5I2	292
O75084	P35222	292
Q9Y5E7	Q8NEV1	292
Q9Y5E4	Q9UQB3	292
Q9H444	P84085	292
Q562R1	O75309	292
Q9Y5F6	Q9UQB3	292
Q8NEV1	Q9NYQ8	292
P42685	P55285	292
Q12841	O00144	292
Q9Y5G5	P42685	292
P78552	P52333	292
P68032	Q13634	292
Q9UN74	P06241	292
P12931	Q9Y5E8	292
Q9P2E7	P16591	292
Q07812	O95817	292
O43524	P31751	292
P28482	P41970	292
P63261	O60245	292
Q562R1	O60245	292
P18031	O60716	292
Q9UN71	P61160	292
Q9Y5H7	P61160	292
P04626	P55290	292
Q9Y5E8	Q562R1	292
Q02790	Q96CF2	292
P63261	Q9ULB5	292
Q8NEV1	Q9UN67	292
P55286	P68133	292
P27361	P41970	292
P68032	Q14517	292
Q07890	P01583	292
P56706	P35222	292
Q9GZT5	O00144	292
P35222	Q9Y5E7	292
Q15303	Q96JQ0	292
P63267	P42685	292
Q13158	Q99683	292
P35568	P78552	292
Q13651	P60568	292
P01583	P14784	292
O60716	Q9BYE9	292
P67870	Q9Y5F6	292
Q13634	Q562R1	292
Q9Y5E7	Q15303	292
P68032	Q9BZA7	292
Q15628	Q05655	292
Q14643	Q06187	292
P01583	Q13261	292
Q8NEV1	Q9Y5I1	292
P61160	Q9NYQ8	292
O95206	P42685	292
P60709	Q9Y5F1	292
Q8NEV1	Q8N6Y1	292
Q15303	Q9UN66	292
P18031	Q9Y6N8	292
P15248	P52333	292
Q9Y5F0	Q8NEV1	292
P18031	Q12864	292
P68032	P19784	292
P25024	P35568	292
P53778	P01100	292
P25963	Q01201	292
Q8TDW7	O60716	292
Q8TAB3	P61160	292
P56706	Q14332	292
P68032	Q9NYQ6	292
Q9ULV1	Q93098	292
Q13651	Q07889	292
P68133	Q9Y5H5	292
P68133	Q9Y5F2	292
P40189	P40933	292
Q9Y5H0	Q15303	292
P78560	Q15628	292
O15264	P01100	292
Q9Y5H0	P61160	292
P40189	P14784	292
Q9NRJ7	P00533	292
P60568	Q99665	292
Q12933	O95819	292
Q15303	Q9Y5F7	292
Q14116	Q9Y4H2	292
P18031	Q13634	292
Q15303	Q9BYE9	292
Q9Y5E6	P42685	292
P62736	Q9Y5F3	292
P67870	Q96JP9	292
P04628	Q13467	292
Q8WXG6	P01375	292
P52735	Q8WV28	292
P06241	P61160	292
P10145	P52333	292
P63267	Q9Y5F8	292
P63261	Q9UN71	292
Q9ULV1	Q93097	292
Q15349	P01100	292
Q93097	Q9H461	292
P42338	P42701	292
P62736	P00533	292
P35222	Q9BYE9	292
P04626	Q9Y5H5	292
Q9Y5F6	P61160	292
P04626	Q9Y5F2	292
P18031	Q9NYQ6	292
P35222	Q9ULW2	292
Q8TD08	P17947	292
P62736	Q14517	292
P67870	Q9Y5E9	292
P67870	Q12864	292
Q93097	Q14332	292
P27361	P19419	292
P27361	Q9HBH9	292
P06241	Q9Y5F3	292
Q9UP38	O00744	292
P12931	Q9Y5E4	292
Q8TAB3	P60709	292
Q562R1	Q9Y5H4	292
Q9NYJ7	Q8NES3	292
P18031	Q9NRJ7	292
P24723	O15111	292
P05113	P52333	292
Q02790	Q8IXL6	292
P63261	P22223	292
P62736	Q9Y5H2	292
Q9Y5F3	P61160	292
Q14116	Q07889	292
P35222	Q9UN73	292
Q9UN75	P04626	292
P63267	Q9Y5E3	292
P68133	Q9HCL0	292
P06241	O75309	292
Q9HCU4	P06241	292
P06241	Q14517	292
Q9Y5G5	P19784	292
Q14626	P35225	292
P35225	Q01344	292
P05412	Q15759	292
P52630	P52333	292
Q9Y5G2	P04626	292
P55286	P61160	292
P35568	Q08334	292
Q9NRJ7	P61160	292
O60353	O00744	292
Q9H159	P62736	292
P55283	P21860	292
P06241	P60709	292
P67870	Q9Y5I0	292
P68133	Q9Y5E3	292
P61160	O60330	292
P25445	Q9UER7	292
P78536	Q9NYJ7	292
Q9Y297	O95071	292
Q99466	Q8NES3	292
P27361	P49137	292
P26951	P05113	292
P51828	O60262	292
P14784	P42336	292
Q9H251	Q15303	292
Q9H158	Q562R1	292
Q14116	Q13261	292
P01111	P15056	292
P19784	Q9Y5E2	292
P05771	O15111	292
P12931	Q9Y5G5	292
Q14627	P05112	292
