protein1	protein2	score
P25398	Q9ULX3	800
P68104	Q9Y3U8	800
P61326	Q8WUQ7	800
O14561	P03901	800
O75822	P39019	800
Q9NRX1	Q92979	800
Q9NY61	O75691	800
Q9NX20	Q96GC5	800
Q71SY5	Q00403	800
Q7Z7F7	Q92552	800
H0YHX9	P18124	800
Q9UQ80	P39019	800
Q9Y291	Q86TS9	800
Q9NRX1	Q8NEJ9	800
Q9NXE8	O75643	800
Q0VFZ6	A6NJV1	800
Q9Y3D5	Q8WVM0	800
Q9BYD1	P82663	800
Q9NYH9	Q9H0A0	800
A0A0A6YYL6	P18124	800
P82675	Q9BYC9	800
P08579	Q6UX04	800
P62829	P08240	800
Q9NVS2	Q9Y399	800
Q9UK45	O14776	800
Q15543	P19387	800
Q9Y6A4	Q8TC29	800
P82914	Q15070	800
Q15543	Q9P086	800
P23527	Q5QNW6	800
Q9UL16	Q71U36	800
P46778	Q96A33	800
P63220	Q9ULX3	800
Q8N1G4	P62263	800
P62310	Q2TAY7	800
Q9BRD0	O60508	800
P09001	Q9Y399	800
Q13405	Q9Y399	800
Q71DI3	Q9BTM1	800
P62987	P08240	800
Q13427	Q99459	800
Q9Y4Z0	Q8NAV1	800
O60869	P46782	800
P83881	Q969V3	800
Q9UM00	P61927	800
Q13823	P62829	800
P39023	P08708	800
P49458	P61254	800
P10606	P47985	800
P62861	P61011	800
Q02543	P08708	800
Q96A33	P42766	800
O43676	P08574	800
O60231	Q9UNP9	800
Q9BRX2	P32969	800
O14776	P62314	800
P36954	Q13216	800
Q96A72	Q9BZJ0	800
P24311	P17568	800
Q9NVS2	P82933	800
Q9UHA3	P61254	800
P62847	P63173	800
P57772	P62851	800
Q99878	Q8IUE6	800
P06899	P13984	800
Q00403	Q7Z7C8	800
Q6P1L8	Q9Y399	800
Q7L2H7	P62269	800
Q13617	Q9BRX5	800
Q9UNQ2	Q12788	800
Q96CB9	Q9P015	800
Q9NZE8	Q9H4K7	800
O95139	O95167	800
Q9UBU3	A0A0C4DH30	800
P06899	P49450	800
Q8WUM0	Q9BVL2	800
Q15029	Q9GZU8	800
P25205	O75717	800
Q9ULK4	P19387	800
Q8N1D5	Q96M91	800
Q12962	P35269	800
P17568	O95167	800
Q16695	P06899	800
P24310	O43677	800
Q13889	P19387	800
P62899	P12830	800
P63096	P01298	800
Q13405	P82933	800
O43583	P46783	800
P20042	Q14152	800
P68371	Q96E40	800
Q96DV4	Q9Y2Q9	800
P62979	P30050	800
P47914	Q96D46	800
Q71SY5	P30876	800
Q04637	P15880	800
P62244	Q96T21	800
O60870	Q15427	800
P21675	P61218	800
Q9Y5J1	P62979	800
P19447	P61218	800
Q92665	Q96EL3	800
P62753	H3BNC9	800
Q9BWJ5	O95777	800
P82930	Q9HD33	800
Q14692	Q9BVI4	800
Q9H0H0	Q8WX92	800
O00303	P46781	800
Q02543	Q9Y450	800
O75140	Q9UHA4	800
P62266	O00567	800
P62249	P83881	800
P62081	Q8NEJ9	800
P39023	Q9Y450	800
O95298	P03901	800
P05387	P49207	800
Q86Y39	P03901	800
P51970	P03897	800
Q5JST6	A8MTA8	800
O15541	Q13356	800
P68371	Q99932	800
Q9UQ35	Q8WUQ7	800
O14561	P03923	800
P12273	P25311	800
Q9BVW5	Q15369	800
P36954	P52657	800
P25789	P40306	800
P62495	A0A0A6YYL6	800
Q7Z6M4	Q9Y3B7	800
P13500	P63096	800
Q9BW27	Q5SRE5	800
P57772	P62266	800
L0R8F8	Q9NP92	800
Q15428	Q9HCG8	800
Q8IY37	Q8IWA0	800
Q9Y388	Q99459	800
P62495	P62841	800
I3L0E3	Q7Z2W9	800
Q9UNX3	P60059	800
P62310	Q12874	800
P17509	P09629	800
Q96CB9	Q9NRX2	800
O14949	P56181	800
A0A0A6YYL6	P49207	800
P29083	P52434	800
Q13427	O60508	800
P62487	P0C0S5	800
Q14566	Q13617	800
O00488	P61313	800
O00303	P62277	800
Q9HCS7	Q7RTV0	800
P62304	Q14562	800
Q07020	Q96D46	800
Q9P0J6	Q9NRX2	800
Q9HCM7	P19784	800
P83876	P62314	800
Q16514	Q13503	800
P57772	P83731	800
Q96CB9	P49411	800
P49458	P17861	800
P62273	P61927	800
Q13347	P62753	800
P07919	O43676	800
P62917	A0A1W2PQS6	800
Q8TED0	P62266	800
P47914	P61313	800
P46782	Q9UNX4	800
P61221	P42766	800
Q6P161	Q9HD33	800
P10092	Q5JWF2	800
L0R8F8	Q96CB9	800
Q99832	O15212	800
Q5VTH2	Q6P656	800
Q9BYC8	A4D1E9	800
Q15022	O60814	800
O14957	O00217	800
Q15904	P36543	800
Q96CT7	P05388	800
P00156	O95167	800
Q96RP9	O75394	800
O15514	Q16514	800
P25205	Q9Y248	800
Q9UJW3	Q6NXT2	800
P36543	Q6P9B6	800
Q8WYP5	P35658	800
O95777	Q13435	800
Q6ZYL4	Q9H944	800
P0CG47	Q99460	800
P29972	P18577	800
Q9NP92	P82914	800
P63261	Q96CW5	800
P61218	Q9H204	800
P59768	P10145	800
O43674	O14949	800
Q9C005	P04908	800
Q9Y5S9	P09661	800
P63096	P13501	800
Q13356	Q9P021	800
Q9BVJ6	O43709	800
Q9NV31	Q8NI36	800
Q9UBL3	Q93077	800
Q9Y324	Q13601	800
O60841	P62269	800
P82650	Q15070	800
Q8IXM3	P82664	800
Q9P013	Q9UK45	800
Q6ZYL4	P52655	800
Q9HCS7	O95391	800
P52435	Q9NVH2	800
A0A0C4DH30	P43220	800
P26373	P20290	800
Q13356	Q15459	800
I3L0E3	Q8WVM0	800
Q6P2Q9	P55769	800
Q7L014	O43719	800
P36954	Q92759	800
Q9Y6F8	P68431	800
Q99459	Q5RL73	800
P46781	Q9H583	800
Q8N1V2	Q6P656	800
Q96CB9	Q7Z7H8	800
P14678	Q7L014	800
Q16718	P20674	800
Q9Y324	O00567	800
Q9GZU8	O60508	800
O15213	P46781	800
Q9BVJ6	Q8IWA0	800
P39019	Q14152	800
Q92620	Q86X95	800
P62263	P61011	800
Q14562	Q9HCG8	800
Q9Y6G3	Q9Y3D9	800
Q969X6	P62081	800
O00566	P62263	800
Q13889	Q7Z7C8	800
P62979	Q9UBQ5	800
Q12962	Q15528	800
P59768	P09683	800
P20226	Q9P086	800
P46782	Q86WX3	800
O43709	P62241	800
Q15544	P52434	800
P30876	Q16594	800
O96000	O43677	800
P62899	Q9Y450	800
P09629	V9GYH0	800
Q02878	Q9UHA3	800
P32780	O75586	800
Q13823	P18124	800
P08708	Q5QJE6	800
P0C0S8	Q9BTM1	800
Q0VFZ6	Q99932	800
Q9NX20	Q96EY7	800
Q71SY5	P19387	800
Q8NEH6	H3BRN8	800
Q9BZL1	O75554	800
Q9Y3U8	Q9BRX2	800
Q9BYD6	Q9Y3D9	800
Q16576	Q15910	800
Q9ULC4	P62273	800
Q9BSC4	P62269	800
Q7L2H7	P62979	800
Q9NZE8	Q9Y2R9	800
P62269	P41214	800
L0R8F8	Q7Z7H8	800
P62987	P20290	800
P49821	E7ENQ6	800
Q8NC60	Q9Y2Q9	800
Q6DWJ6	P59768	800
P07437	P46779	800
Q9BYC8	P51398	800
Q15543	Q13888	800
Q9Y3D3	Q7Z7H8	800
Q6P1L8	Q9HC36	800
Q9NYH9	Q14692	800
P61313	Q96D46	800
P06899	Q9BTT4	800
O75822	P08708	800
Q9BQC6	Q9Y2Q9	800
Q9NWT8	Q14197	800
Q9ULK4	Q00403	800
H0YHX9	P07437	800
Q99459	Q6IQ49	800
Q9BRX2	P62910	800
P32780	Q9H944	800
Q6ZYL4	P0C0S5	800
O75886	Q92783	800
P82921	Q9Y3B7	800
Q96L21	P61619	800
Q9BT17	Q9NZE8	800
P51677	P59768	800
Q969X6	P62280	800
Q9BYD6	Q9Y2R5	800
P62829	Q8NC51	800
Q15528	P32780	800
Q8TED0	Q9Y324	800
Q9Y5S9	P62316	800
Q03167	A0A075B6P5	800
Q9UDW1	O43678	800
P62917	P62861	800
P13639	P05388	800
Q9Y291	P52815	800
Q9Y6G3	Q9Y399	800
Q5BN46	Q9BXF9	800
P63241	P62861	800
Q9BYC8	Q15070	800
O75533	Q8WVK2	800
Q13216	P52434	800
P19388	Q13889	800
P62701	A0A0A6YYL6	800
Q99613	P62269	800
P19388	Q9ULK4	800
P47914	P61221	800
P03891	O00217	800
P47813	P61247	800
Q969Q0	P26373	800
P62861	P12830	800
O75691	P61247	800
P41567	P61221	800
Q9BYD6	Q9Y399	800
P62857	P20042	800
Q8NFH4	P35658	800
P47914	P62841	800
P61353	Q969V3	800
P62807	P27695	800
Q9BYC8	P82914	800
Q8NEH6	Q8N7U6	800
P0C0S5	Q9NPJ6	800
P62851	Q9BRX2	800
P62701	O15372	800
P61221	P62906	800
P19388	Q93077	800
Q15269	O15213	800
P20674	P03891	800
Q9Y291	P82664	800
P62495	P08865	800
P46781	A0A0A6YYL6	800
Q8NC51	P83731	800
Q8N0Z6	P84098	800
Q9NWT8	I3L0E3	800
Q13546	Q15370	800
Q9NYH9	P62269	800
Q14692	P62266	800
O15213	P46782	800
P62877	P33991	800
Q9NV06	Q5QJE6	800
Q9UI09	E7ENQ6	800
P62495	P63244	800
Q96BP2	Q6P1L8	800
Q96L50	P33991	800
Q9BQC6	Q15070	800
Q9NY61	Q9Y3A4	800
P62888	P62891	800
Q7Z7F7	P82932	800
P09001	Q9Y3D9	800
O00566	P46782	800
Q15428	O60231	800
L0R8F8	Q96GC5	800
Q04637	P08708	800
P29083	Q71DI3	800
P49207	P22090	800
P46782	Q8IWA0	800
P62308	Q9UK45	800
Q9NV06	Q9UNX4	800
Q969X6	P62857	800
P62495	P62899	800
Q9NX20	Q9BYC9	800
Q9P0J6	Q9Y2Q9	800
Q96A72	P62308	800
Q9NUL7	P49406	800
Q9GZS3	P62877	800
Q13523	Q7RTV0	800
O96000	P03891	800
P23396	O15372	800
P51970	O14957	800
P62906	P62891	800
Q9H0U6	Q9Y2Q9	800
P52657	Q15543	800
Q13347	P08865	800
P05198	O15371	800
P53803	P52655	800
O00566	Q9Y2P8	800
P06899	P51946	800
P68104	P63173	800
P63241	P62263	800
Q7KZ85	Q13216	800
P62263	P17861	800
P51970	O14949	800
O00399	Q9NP97	800
Q71U36	A6NJV1	800
Q8NEJ9	Q9UNX4	800
Q9BYC8	Q92665	800
Q9UNQ2	P62266	800
Q8TC29	Q5VTT2	800
Q5VTH2	Q96M91	800
O15514	P0C0S8	800
Q9BTX1	P37198	800
Q9BQC6	Q9HC36	800
P18077	Q9BZE4	800
Q9BUE0	P51948	800
P01270	P59768	800
O60870	Q9BZJ0	800
Q9NVH2	Q9NV88	800
P60059	P61353	800
P36954	Q96RN5	800
P01222	A0A0C4DH30	800
Q9Y291	Q96A35	800
P62318	Q13356	800
Q13573	O14776	800
Q8N983	P82650	800
Q15291	Q93077	800
Q00403	Q5SXM2	800
Q8N1V2	Q96E40	800
Q8TC29	Q96E40	800
Q96CT7	P35268	800
A0A3B3ITR4	O00522	800
P41567	P62753	800
P62081	P61619	800
O60870	P62314	800
P62875	P04908	800
P52657	O43513	800
P62857	P61011	800
Q9Y676	Q9NVS2	800
O43674	O43677	800
P12830	P23396	800
O95926	P62314	800
Q9BWJ5	Q9BZJ0	800
Q9H583	P62280	800
Q9BRX2	P62750	800
P39019	Q9ULX3	800
Q9NYH9	P62753	800
Q9UI30	P62979	800
Q96A35	P82912	800
P36954	Q6ZYL4	800
P62318	P41223	800
Q9BYD3	P82933	800
P46782	A0A0A6YYL6	800
Q9UDW1	O75380	800
Q9Y450	P62841	800
O14957	O95167	800
P07919	P03915	800
Q9H583	Q9NQZ2	800
O95777	Q09161	800
P32780	Q96RN5	800
P52655	P51948	800
Q99567	Q8TEM1	800
Q96G21	P08708	800
P62910	P61927	800
P52657	Q6P1X5	800
Q8TC29	Q99932	800
Q13427	P41223	800
A6NL82	Q8N1V2	800
P62987	P32969	800
O60841	P39019	800
O43143	O75934	800
A4D1E9	Q9BZE1	800
P29083	Q96HR3	800
Q9Y5M8	P49207	800
P38919	O95926	800
O75822	P15880	800
O60264	Q96T23	800
Q9NWU5	P82673	800
L0R8F8	Q14197	800
Q6P161	Q9HC36	800
Q15393	O43719	800
Q02878	P60059	800
Q9P086	Q13889	800
O94822	P62910	800
Q6P656	A6NJV1	800
O60841	P63244	800
B9A064	P78540	800
O43678	P15954	800
O75140	Q9Y2Q5	800
P04899	P05067	800
Q9BSC4	P55769	800
P63241	P62854	800
Q9UQ35	Q96DI7	800
Q99459	P62310	800
P62847	P60059	800
P03901	Q9NX14	800
Q8N5N7	Q9Y3D5	800
Q71DI3	P23527	800
Q15393	Q9BZL1	800
Q9H9J2	Q96EL2	800
Q8TAQ2	Q93077	800
Q96CT7	P62241	800
O95178	Q9Y6M9	800
Q9UNQ2	O00567	800
P47914	Q9H009	800
O15514	Q8N7H5	800
I3L0E3	Q9P0M9	800
Q9NQ50	Q9Y291	800
Q9NWT8	P49411	800
Q9Y3U8	P57772	800
Q12962	Q96RN5	800
P62847	Q9BVS4	800
Q9BVS4	P63220	800
Q9Y2P8	Q01780	800
Q8TED0	O15213	800
P83881	P50914	800
P29084	Q7Z7C8	800
O60524	P30050	800
Q07955	Q9UK45	800
Q9NWA0	P50613	800
P62847	P40429	800
P62318	O43660	800
P56282	Q13617	800
Q9NWU5	Q15070	800
Q9Y2W2	P52298	800
Q9BUE0	P13984	800
Q5JTH9	P62244	800
Q8TED0	Q9Y5J1	800
Q9NZE8	P49406	800
Q9Y324	Q8IY37	800
P62266	Q9UNX3	800
Q9Y676	Q5T653	800
Q8N0Z6	Q02543	800
Q02221	P15954	800
P49821	P03923	800
Q15370	P61964	800
O95298	P00156	800
Q9NQZ2	Q12788	800
P62269	Q8IWA0	800
Q8NAV1	O94906	800
Q8WYP5	Q9BTX1	800
P82650	Q9HD33	800
P24310	O00217	800
Q9H2W6	Q9Y2R5	800
Q9NX58	P62269	800
P62847	Q7L2H7	800
O00566	P62280	800
Q9BYD1	Q9Y2R9	800
P46782	Q9H583	800
Q07955	Q9Y4Y9	800
P82921	Q96EY7	800
P62424	P22090	800
A4QMS7	Q8N1V2	800
O00303	P62841	800
Q9UDW1	O95299	800
Q9BUE0	P0C0S5	800
Q9UL16	A6NJV1	800
Q9Y388	P62308	800
Q9H8H0	Q9H6R4	800
O60870	Q9NW64	800
P39656	P43308	800
Q9NYK5	Q9Y2Q9	800
Q71SY5	P35269	800
O43660	O14776	800
P17861	P83731	800
Q9Y5M8	P83881	800
P61803	P43307	800
Q96EL3	Q96CB9	800
P03905	O95167	800
O75306	O75438	800
P82914	Q4U2R6	800
P60866	P61619	800
Q9BQ48	Q9NVS2	800
Q9BRT9	P56282	800
P39023	O60524	800
O75475	Q93077	800
P62312	P41223	800
O95926	O75643	800
Q9Y6A4	A6NJV1	800
Q13356	O75533	800
I3L0E3	Q9Y399	800
Q9BUE0	Q16594	800
P62913	A0A1W2PQS6	800
Q92665	Q96DV4	800
P52657	P53803	800
P15170	P60468	800
O95298	P14927	800
Q71SY5	P52657	800
P46776	O94822	800
Q02221	P17568	800
P46776	H3BNC9	800
P62857	P05388	800
Q96CT7	P62081	800
O94822	P46777	800
Q9NV31	Q12788	800
Q02221	P56181	800
O95298	P00395	800
P14927	P17568	800
P47914	Q8NC51	800
Q96DV4	Q92552	800
P15954	O95299	800
P61011	P83731	800
Q9BYC8	Q96EL2	800
O43237	Q9BTE1	800
P82664	Q7Z2W9	800
P40429	Q9BVK8	800
Q07955	Q9Y4Z0	800
P62861	P62979	800
Q9HAW4	Q9BRT9	800
P62857	Q8IWA0	800
P84098	Q9Y450	800
Q969Q0	O60524	800
P47813	H3BNC9	800
P46783	H3BNC9	800
Q9NV31	Q13895	800
Q9UDW1	O75251	800
P07919	P14854	800
P13073	P03915	800
Q9Y2R9	Q96DV4	800
Q96EL3	Q9Y3D3	800
P61201	Q15369	800
O00230	Q5JWF2	800
O00488	P62750	800
P25398	Q9Y2P8	800
P52657	P52435	800
P30876	Q7Z7C8	800
P24311	Q86Y39	800
P18077	P08708	800
P62857	Q9BVJ6	800
P62829	Q9BRT6	800
P20226	Q9NVC6	800
P55081	Q15427	800
P62249	O43709	800
Q8N1D5	Q9UIF3	800
P62847	O60841	800
Q93077	Q8WUB8	800
O75822	P60866	800
Q9NWA0	Q13888	800
Q13888	P49848	800
P62701	Q9BVJ6	800
Q93079	Q5QNW6	800
P00414	P03915	800
O43513	P61218	800
I3L0E3	Q9Y3D9	800
P62979	P61927	800
P04908	P19387	800
P05198	P62280	800
P62979	P05387	800
P62851	P61927	800
Q9HCG8	P41223	800
Q9NRP0	P61165	800
Q15459	P41223	800
P62750	Q969V3	800
P47813	P05198	800
H3BRN8	Q6P656	800
P62495	P63220	800
Q9Y2X3	Q8NDD1	800
Q8WYA6	Q8TAD8	800
Q15528	P20226	800
Q8N0V3	P82663	800
P24928	Q13888	800
P46783	P05198	800
Q15542	P52435	800
Q8IY37	P62081	800
Q9HCG8	P62314	800
O75438	P08574	800
Q13352	Q8N2Z9	800
Q9H2W6	Q9NWU5	800
P62244	Q9Y324	800
P82921	P82673	800
Q9BXF9	A6NJV1	800
P62269	Q86WX3	800
P62829	H3BNC9	800
Q9P013	Q96A72	800
P62987	O14818	800
Q9Y275	Q8N612	800
Q9NX20	O75394	800
P42677	Q8NEJ9	800
P0C0S5	Q9H204	800
P62495	P32969	800
P52298	Q9BZL1	800
P62081	P83881	800
Q9P086	P21675	800
P61254	P32969	800
P61619	P83731	800
Q16514	A0JLT2	800
O15213	Q9Y2X3	800
L0R8F8	Q96DV4	800
Q9H8H0	Q9BVJ6	800
P53803	Q92759	800
Q8N5N7	Q9Y2Q9	800
O00268	Q96HR3	800
Q9BRJ2	Q9Y3D3	800
P46776	Q9BRT6	800
Q6FI13	Q93077	800
Q02221	P03923	800
Q9H2K0	Q96BP2	800
P55769	P09661	800
P62244	Q9BRX2	800
Q9Y5S9	P41223	800
P61221	P83881	800
P83881	Q9UNX3	800
Q9NP92	Q9Y3D9	800
Q9Y5S9	Q9NW64	800
Q13888	P19387	800
P82650	Q9NX20	800
Q13405	P82912	800
Q9H9J2	Q9NX20	800
Q9UHB9	P20290	800
Q9NP92	Q9Y2Q9	800
O60870	P08579	800
Q969X6	P61247	800
Q93077	Q15910	800
Q8NC51	P62857	800
Q9P086	Q16594	800
P17861	P46778	800
Q02543	P61927	800
Q9UI12	Q6P9B6	800
Q8IXM3	P82663	800
P37108	P30050	800
D6RC18	P08579	800
P62701	O60869	800
P82921	Q15070	800
P19447	P52434	800
P49848	Q9BTT4	800
Q8IY37	P62857	800
P07919	P24311	800
P07437	Q9H009	800
P62847	Q969Q0	800
Q15427	Q96NC0	800
Q99932	Q96M98	800
Q02878	Q96EY4	800
P49848	P30876	800
P01270	A0A0C4DH30	800
P62701	Q8IY37	800
O60870	Q13435	800
P62979	Q9H8H0	800
Q96L21	Q8NC51	800
Q96BP3	Q96DI7	800
Q9BWJ5	P52298	800
P13639	P39023	800
Q8NDD1	Q9NV31	800
P62701	Q9UNQ2	800
Q13427	P62304	800
Q9BZL1	O60306	800
P61313	Q96T21	800
P62310	O75533	800
P62273	P39023	800
P18621	P42677	800
P47985	Q9Y6M9	800
P00414	O43676	800
P27635	H3BNC9	800
O14561	O43674	800
P62081	Q9BVJ6	800
Q16514	Q9BUE0	800
A0A0C4DH30	P09683	800
P68104	P62269	800
Q9Y450	P61353	800
Q8IXM3	Q9Y3D5	800
P61011	P08708	800
Q8NEH6	Q8WW24	800
Q9HCF6	P59768	800
P62987	Q9NX58	800
Q02221	O43676	800
P47914	O60524	800
P46779	P46782	800
Q9UQ80	P62753	800
Q9H6R4	Q9BVJ6	800
Q9BQC6	Q9Y399	800
Q8NC51	P49207	800
Q2NL82	P48729	800
P62273	P18077	800
O14818	P0CG47	800
Q9UMY1	Q12788	800
P32780	P29084	800
P42677	P41214	800
P29083	P61218	800
A0A1B0GUS4	P24941	800
P62310	Q7RTV0	800
O15541	Q15427	800
Q9UHB9	H3BNC9	800
Q9UBU3	P59768	800
P17861	P61254	800
Q96L50	Q9Y248	800
P55735	O75694	800
O95402	Q92759	800
P20226	Q9NPJ6	800
P62857	Q96G21	800
Q9Y2X3	Q9H583	800
P36578	P62891	800
P08579	O14776	800
P29084	O95402	800
Q6P161	Q9NVS2	800
Q93077	Q6PD62	800
A8MTA8	Q96M98	800
O95926	Q8N5F7	800
P09001	L0R8F8	800
P36954	Q6P1X5	800
P49146	P59768	800
P83881	P62910	800
Q969S3	P62899	800
Q15542	P32780	800
P62987	P63244	800
Q9Y324	P62979	800
P82932	Q7Z7H8	800
P49848	P52434	800
Q9NZE8	Q9BYN8	800
P36578	P62861	800
Q8N0Z6	P62424	800
Q96A35	Q9Y3D9	800
P62316	Q14331	800
P49848	Q9H944	800
P15954	Q86Y39	800
P82650	Q96EL3	800
O43824	P49406	800
A0A0A6YYL6	P62888	800
P62263	P62891	800
P27635	P61619	800
A4D1E9	Q96DV4	800
P06899	P53803	800
Q96EY4	Q9BZE4	800
Q02543	P22090	800
Q16540	Q9Y2R5	800
P68363	Q99661	800
P62495	P62701	800
P21675	Q13503	800
O00566	P62979	800
P03897	P17568	800
O60814	Q92466	800
P62854	P61927	800
Q9NY61	P62244	800
P13984	Q13889	800
Q71DI3	Q6P1J9	800
Q9UK45	Q8NAV1	800
Q13123	O75554	800
O60231	Q15459	800
Q6UX04	Q9NW64	800
P25398	P61254	800
Q5BN46	Q96E40	800
Q8NEH6	Q5BN46	800
P24928	Q9Y2X0	800
P62308	Q9ULR0	800
P49458	P30050	800
P68431	P84243	800
P62753	P12830	800
P62873	P21554	800
P62854	H3BNC9	800
Q9H3R5	Q93077	800
Q8N1V2	Q9H4K1	800
Q16514	Q71DI3	800
Q9NWU5	Q96DV4	800
P83881	P23396	800
Q9BZL1	Q96NC0	800
Q9NRX1	P55769	800
Q5JST6	Q8N1D5	800
Q96EY7	Q86TS9	800
Q9H009	P49207	800
O95136	P59768	800
O60869	P62269	800
P49458	P08708	800
Q9Y388	Q7RTV0	800
Q5JST6	Q96M91	800
Q9BYC9	Q9Y3D9	800
O00268	Q13503	800
P82930	P49406	800
Q9UNQ2	Q9UMY1	800
P62979	Q8IWA0	800
Q9BQ48	Q9HC36	800
Q6UX04	Q9BWG6	800
P62979	P22090	800
P62847	Q9NV31	800
Q9NYH9	O43818	800
Q15393	Q53GS9	800
Q9NZE8	P82912	800
O43676	O43677	800
Q6ZQR2	Q9UIF3	800
O95168	O95167	800
Q96RN5	P30876	800
Q8WUM0	P35658	800
P19447	Q71DI3	800
P61011	Q02543	800
O75586	Q5VWG9	800
Q9NV31	Q9H0A0	800
P55081	O14776	800
Q16531	P06899	800
P62979	O75821	800
P24310	P47985	800
P63241	Q02878	800
Q9UMY1	P62753	800
Q92552	Q9NRX2	800
P26373	P60059	800
Q8NFH5	P55735	800
P62487	Q92541	800
Q02221	Q9P0J0	800
P63241	P08708	800
Q7Z7F7	Q96A35	800
P62987	A0A1W2PQS6	800
P62861	P61254	800
Q9BYC8	Q9NX20	800
Q96A72	Q92620	800
Q9H0H0	P52435	800
P62277	O75691	800
