string1	string2
9606.ENSP00000385519	9606.ENSP00000284818
9606.ENSP00000385519	9606.ENSP00000498321
9606.ENSP00000385519	9606.ENSP00000376445
9606.ENSP00000385519	9606.ENSP00000363089
9606.ENSP00000359424	9606.ENSP00000216797
9606.ENSP00000359424	9606.ENSP00000216797
9606.ENSP00000359424	9606.ENSP00000275015
9606.ENSP00000359424	9606.ENSP00000275015
9606.ENSP00000270517	9606.ENSP00000359424
9606.ENSP00000270517	9606.ENSP00000359424
9606.ENSP00000270517	9606.ENSP00000430684
9606.ENSP00000270517	9606.ENSP00000430684
9606.ENSP00000270517	9606.ENSP00000358335
9606.ENSP00000270517	9606.ENSP00000216160
9606.ENSP00000270517	9606.ENSP00000433623
9606.ENSP00000430684	9606.ENSP00000216797
9606.ENSP00000430684	9606.ENSP00000216797
9606.ENSP00000430684	9606.ENSP00000275015
9606.ENSP00000430684	9606.ENSP00000275015
9606.ENSP00000464030	9606.ENSP00000471896
9606.ENSP00000464030	9606.ENSP00000471896
9606.ENSP00000464030	9606.ENSP00000216797
9606.ENSP00000464030	9606.ENSP00000216797
9606.ENSP00000464030	9606.ENSP00000275015
9606.ENSP00000464030	9606.ENSP00000275015
9606.ENSP00000464030	9606.ENSP00000259075
9606.ENSP00000464030	9606.ENSP00000329967
9606.ENSP00000358997	9606.ENSP00000479889
9606.ENSP00000358997	9606.ENSP00000358335
9606.ENSP00000358997	9606.ENSP00000358335
9606.ENSP00000358997	9606.ENSP00000433623
9606.ENSP00000358997	9606.ENSP00000433623
9606.ENSP00000261233	9606.ENSP00000358997
9606.ENSP00000261233	9606.ENSP00000479889
9606.ENSP00000479889	9606.ENSP00000314733
9606.ENSP00000479889	9606.ENSP00000314733
9606.ENSP00000284818	9606.ENSP00000498321
9606.ENSP00000284818	9606.ENSP00000376445
9606.ENSP00000284818	9606.ENSP00000363089
9606.ENSP00000302486	9606.ENSP00000263025
9606.ENSP00000302486	9606.ENSP00000263025
9606.ENSP00000345083	9606.ENSP00000229795
9606.ENSP00000345083	9606.ENSP00000229795
