id1	id2
ADCY2	chebi:17489
ADCY7	chebi:17489
chebi:30616	ADCY2
chebi:30616	ADCY7
chebi:30616	chebi:17489
chebi:33568	ADRB3
chebi:33568	GNAL
chebi:33568	GNB1
chebi:33568	GNB2
chebi:33568	GNB3
chebi:33568	GNB4
chebi:33568	GNB5
chebi:33568	GNG10
chebi:33568	GNG12
chebi:33568	GNG2
chebi:33568	GNG3
chebi:33568	GNG4
chebi:33568	GNG5
chebi:33568	GNG7
chebi:33568	GNG8
chebi:33568	GNGT2
chebi:37565	ADCY2
chebi:37565	ADCY7
