string1	string2
9606.ENSP00000355645	NA
9606.ENSP00000355645	NA
9606.ENSP00000355645	NA
9606.ENSP00000355645	NA
9606.ENSP00000355645	NA
9606.ENSP00000355645	NA
9606.ENSP00000355645	NA
9606.ENSP00000355645	9606.ENSP00000273353
9606.ENSP00000355645	9606.ENSP00000226207
9606.ENSP00000355645	NA
9606.ENSP00000355645	NA
9606.ENSP00000355645	NA
9606.ENSP00000355645	NA
9606.ENSP00000355645	NA
9606.ENSP00000355645	NA
9606.ENSP00000355645	NA
9606.ENSP00000355645	NA
9606.ENSP00000355645	NA
9606.ENSP00000355645	NA
9606.ENSP00000355645	NA
9606.ENSP00000355645	9606.ENSP00000437073
9606.ENSP00000355645	9606.ENSP00000386096
9606.ENSP00000355645	NA
9606.ENSP00000355645	NA
9606.ENSP00000355645	NA
9606.ENSP00000355645	NA
9606.ENSP00000355645	NA
9606.ENSP00000355645	NA
9606.ENSP00000355645	NA
9606.ENSP00000355645	NA
9606.ENSP00000355645	NA
9606.ENSP00000355645	NA
9606.ENSP00000355645	NA
9606.ENSP00000355645	NA
9606.ENSP00000355645	NA
9606.ENSP00000355645	NA
9606.ENSP00000355645	9606.ENSP00000386331
9606.ENSP00000355645	9606.ENSP00000415090
9606.ENSP00000355645	NA
9606.ENSP00000355645	NA
9606.ENSP00000224784	NA
9606.ENSP00000224784	NA
9606.ENSP00000224784	NA
9606.ENSP00000224784	NA
9606.ENSP00000224784	NA
9606.ENSP00000224784	NA
9606.ENSP00000224784	NA
9606.ENSP00000224784	9606.ENSP00000273353
9606.ENSP00000224784	9606.ENSP00000226207
9606.ENSP00000224784	NA
9606.ENSP00000224784	NA
9606.ENSP00000224784	NA
9606.ENSP00000224784	NA
9606.ENSP00000224784	NA
9606.ENSP00000224784	NA
9606.ENSP00000224784	NA
9606.ENSP00000224784	NA
9606.ENSP00000224784	NA
9606.ENSP00000224784	NA
9606.ENSP00000224784	NA
9606.ENSP00000224784	9606.ENSP00000437073
9606.ENSP00000224784	9606.ENSP00000386096
9606.ENSP00000224784	NA
9606.ENSP00000224784	NA
9606.ENSP00000224784	NA
9606.ENSP00000224784	NA
9606.ENSP00000224784	NA
9606.ENSP00000224784	NA
9606.ENSP00000224784	NA
9606.ENSP00000224784	NA
9606.ENSP00000224784	NA
9606.ENSP00000224784	NA
9606.ENSP00000224784	NA
9606.ENSP00000224784	NA
9606.ENSP00000224784	NA
9606.ENSP00000224784	NA
9606.ENSP00000224784	9606.ENSP00000386331
9606.ENSP00000224784	9606.ENSP00000415090
9606.ENSP00000224784	NA
9606.ENSP00000224784	NA
9606.ENSP00000494750	NA
9606.ENSP00000494750	NA
9606.ENSP00000494750	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	9606.ENSP00000273353
NA	9606.ENSP00000226207
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	9606.ENSP00000437073
NA	9606.ENSP00000386096
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	9606.ENSP00000386331
NA	9606.ENSP00000415090
NA	NA
NA	NA
9606.ENSP00000494750	NA
9606.ENSP00000494750	NA
9606.ENSP00000494750	NA
9606.ENSP00000494750	NA
9606.ENSP00000494750	9606.ENSP00000273353
9606.ENSP00000494750	9606.ENSP00000226207
9606.ENSP00000494750	NA
9606.ENSP00000494750	NA
9606.ENSP00000494750	NA
9606.ENSP00000494750	NA
9606.ENSP00000494750	NA
9606.ENSP00000494750	NA
9606.ENSP00000494750	NA
9606.ENSP00000494750	NA
9606.ENSP00000494750	NA
9606.ENSP00000494750	NA
9606.ENSP00000494750	NA
9606.ENSP00000494750	9606.ENSP00000437073
9606.ENSP00000494750	9606.ENSP00000386096
9606.ENSP00000494750	NA
9606.ENSP00000494750	NA
9606.ENSP00000494750	NA
9606.ENSP00000494750	NA
9606.ENSP00000494750	NA
9606.ENSP00000494750	NA
9606.ENSP00000494750	NA
9606.ENSP00000494750	NA
9606.ENSP00000494750	NA
9606.ENSP00000494750	NA
9606.ENSP00000494750	NA
9606.ENSP00000494750	NA
9606.ENSP00000494750	NA
9606.ENSP00000494750	NA
9606.ENSP00000494750	9606.ENSP00000386331
