string1	string2
9606.ENSP00000451828	9606.ENSP00000222330
9606.ENSP00000451828	9606.ENSP00000222330
9606.ENSP00000451828	9606.ENSP00000324806
9606.ENSP00000451828	9606.ENSP00000324806
9606.ENSP00000500582	9606.ENSP00000222330
9606.ENSP00000500582	9606.ENSP00000222330
9606.ENSP00000500582	9606.ENSP00000324806
9606.ENSP00000500582	9606.ENSP00000324806
9606.ENSP00000290277	9606.ENSP00000302486
9606.ENSP00000290277	9606.ENSP00000302486
9606.ENSP00000290277	9606.ENSP00000262948
9606.ENSP00000290277	9606.ENSP00000262948
9606.ENSP00000419060	9606.ENSP00000302486
9606.ENSP00000419060	9606.ENSP00000302486
9606.ENSP00000419060	9606.ENSP00000262948
9606.ENSP00000419060	9606.ENSP00000262948
9606.ENSP00000497733	9606.ENSP00000348461
9606.ENSP00000497733	9606.ENSP00000249071
9606.ENSP00000497733	9606.ENSP00000304283
9606.ENSP00000376345	9606.ENSP00000407586
9606.ENSP00000376345	9606.ENSP00000256078
9606.ENSP00000376345	9606.ENSP00000358548
9606.ENSP00000376345	9606.ENSP00000401303
9606.ENSP00000376345	9606.ENSP00000384675
9606.ENSP00000376345	9606.ENSP00000216373
9606.ENSP00000407586	9606.ENSP00000290277
9606.ENSP00000407586	9606.ENSP00000419060
9606.ENSP00000407586	9606.ENSP00000382423
9606.ENSP00000407586	9606.ENSP00000375986
9606.ENSP00000407586	9606.ENSP00000382828
9606.ENSP00000407586	9606.ENSP00000262039
9606.ENSP00000407586	9606.ENSP00000263967
9606.ENSP00000407586	9606.ENSP00000501150
9606.ENSP00000407586	9606.ENSP00000366563
9606.ENSP00000407586	9606.ENSP00000419260
9606.ENSP00000407586	9606.ENSP00000401888
9606.ENSP00000407586	9606.ENSP00000361120
9606.ENSP00000407586	9606.ENSP00000303192
9606.ENSP00000407586	9606.ENSP00000420211
9606.ENSP00000407586	9606.ENSP00000286827
9606.ENSP00000256078	9606.ENSP00000290277
9606.ENSP00000256078	9606.ENSP00000419060
9606.ENSP00000256078	9606.ENSP00000382423
