string1	string2
9606.ENSP00000355866	9606.ENSP00000333685
9606.ENSP00000355866	9606.ENSP00000333685
9606.ENSP00000355866	9606.ENSP00000215659
9606.ENSP00000355866	9606.ENSP00000215659
9606.ENSP00000355866	9606.ENSP00000211287
9606.ENSP00000355866	9606.ENSP00000211287
9606.ENSP00000355866	9606.ENSP00000229795
9606.ENSP00000239223	9606.ENSP00000333685
9606.ENSP00000239223	9606.ENSP00000333685
9606.ENSP00000239223	9606.ENSP00000215659
9606.ENSP00000239223	9606.ENSP00000215659
9606.ENSP00000239223	9606.ENSP00000211287
9606.ENSP00000239223	9606.ENSP00000211287
9606.ENSP00000239223	9606.ENSP00000229795
9606.ENSP00000360025	9606.ENSP00000375986
9606.ENSP00000386380	9606.ENSP00000216160
9606.ENSP00000386380	9606.ENSP00000356426
9606.ENSP00000386380	9606.ENSP00000433623
9606.ENSP00000410402	9606.ENSP00000333685
9606.ENSP00000410402	9606.ENSP00000333685
9606.ENSP00000410402	9606.ENSP00000229795
9606.ENSP00000468348	9606.ENSP00000215659
9606.ENSP00000468348	9606.ENSP00000215659
9606.ENSP00000468348	9606.ENSP00000211287
9606.ENSP00000468348	9606.ENSP00000211287
9606.ENSP00000253055	9606.ENSP00000410402
9606.ENSP00000253055	9606.ENSP00000410402
9606.ENSP00000375986	9606.ENSP00000410402
9606.ENSP00000375986	9606.ENSP00000410402
9606.ENSP00000351908	9606.ENSP00000410402
9606.ENSP00000351908	9606.ENSP00000410402
9606.ENSP00000351908	9606.ENSP00000468348
9606.ENSP00000351908	9606.ENSP00000468348
9606.ENSP00000358335	9606.ENSP00000468348
9606.ENSP00000358335	9606.ENSP00000468348
9606.ENSP00000333685	9606.ENSP00000366182
9606.ENSP00000333685	9606.ENSP00000366182
9606.ENSP00000333685	9606.ENSP00000356070
9606.ENSP00000333685	9606.ENSP00000356070
9606.ENSP00000333685	9606.ENSP00000396467
9606.ENSP00000333685	9606.ENSP00000396467
9606.ENSP00000333685	9606.ENSP00000402154
9606.ENSP00000333685	9606.ENSP00000402154
9606.ENSP00000333685	9606.ENSP00000340874
9606.ENSP00000333685	9606.ENSP00000340874
9606.ENSP00000333685	9606.ENSP00000271555
9606.ENSP00000333685	9606.ENSP00000271555
9606.ENSP00000333685	9606.ENSP00000498083
9606.ENSP00000333685	9606.ENSP00000498083
9606.ENSP00000333685	9606.ENSP00000250896
9606.ENSP00000333685	9606.ENSP00000333896
9606.ENSP00000333685	9606.ENSP00000333896
9606.ENSP00000333685	9606.ENSP00000479667
9606.ENSP00000333685	9606.ENSP00000479667
9606.ENSP00000211287	9606.ENSP00000263026
9606.ENSP00000211287	9606.ENSP00000263026
9606.ENSP00000229795	9606.ENSP00000366182
9606.ENSP00000229795	9606.ENSP00000366182
9606.ENSP00000229795	9606.ENSP00000356070
9606.ENSP00000229795	9606.ENSP00000356070
9606.ENSP00000229795	9606.ENSP00000396467
9606.ENSP00000229795	9606.ENSP00000396467
9606.ENSP00000229795	9606.ENSP00000402154
9606.ENSP00000229795	9606.ENSP00000402154
9606.ENSP00000229795	9606.ENSP00000340874
9606.ENSP00000229795	9606.ENSP00000340874
9606.ENSP00000229795	9606.ENSP00000271555
9606.ENSP00000229795	9606.ENSP00000271555
9606.ENSP00000229795	9606.ENSP00000498083
9606.ENSP00000229795	9606.ENSP00000498083
9606.ENSP00000229795	9606.ENSP00000250896
9606.ENSP00000229795	9606.ENSP00000333896
9606.ENSP00000229795	9606.ENSP00000333896
9606.ENSP00000229795	9606.ENSP00000479667
9606.ENSP00000229795	9606.ENSP00000479667
9606.ENSP00000356070	9606.ENSP00000248553
9606.ENSP00000356070	9606.ENSP00000248553
9606.ENSP00000356070	9606.ENSP00000265354
9606.ENSP00000356070	9606.ENSP00000265354
9606.ENSP00000396467	9606.ENSP00000248553
9606.ENSP00000396467	9606.ENSP00000248553
9606.ENSP00000396467	9606.ENSP00000265354
9606.ENSP00000396467	9606.ENSP00000265354
9606.ENSP00000498083	9606.ENSP00000425561
9606.ENSP00000498083	9606.ENSP00000425561
9606.ENSP00000250896	9606.ENSP00000425561
9606.ENSP00000250896	9606.ENSP00000425561
9606.ENSP00000333896	9606.ENSP00000262053
9606.ENSP00000333896	9606.ENSP00000262053
9606.ENSP00000479667	9606.ENSP00000262053
9606.ENSP00000479667	9606.ENSP00000262053
9606.ENSP00000216160	9606.ENSP00000358335
9606.ENSP00000216160	9606.ENSP00000229795
9606.ENSP00000356426	9606.ENSP00000358335
9606.ENSP00000433623	9606.ENSP00000216160
9606.ENSP00000433623	9606.ENSP00000356426
